#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
1397,claim,9893555175,23,a colleague reported the media revealed an octopus has three hearts,not verified,active,956240,34758,10752,6,0
1398,claim,5444621108,15,a colleague reported the media revealed some sharks can glow in the dark,not verified,under review,492937,151763,18587,2510,1217
1399,claim,7188283941,7,a colleague reported the media revealed we only see the same side of the moon,not verified,banned,534660,99125,21555,29,5
1400,claim,3789928468,44,a colleague reported the media revealed a single day on venus takes 243 earth days,not verified,active,493165,250347,73893,713,40
1401,claim,2859195559,16,"a colleague reported the media revealed about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,293760,136888,8002,2314,1259
1402,claim,8419583942,33,a colleague reported the media revealed marie curie is the only person with two nobel prizes in different sciences,not verified,active,191341,106310,28872,2558,1463
1403,claim,1403857105,30,a colleague reported the media revealed bathwater stays warmer for a longer duration with bubbles,not verified,active,490332,307626,61014,5931,1316
1404,claim,6349401585,29,a colleague reported the media revealed the scottish were the first people to fry chicken,not verified,active,565070,286722,100640,4059,26
1405,claim,2187109178,18,a colleague reported the media revealed people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,under review,907116,394500,38235,8294,5135
1406,claim,8928629674,44,a colleague reported the media revealed australia has the most number of venomous snakes worldwide,not verified,active,195526,20825,6125,324,192
1407,claim,8871224153,13,a colleague reported the media revealed a crocodile cannot stick its tongue out,not verified,active,714081,439807,69751,2367,1525
1408,claim,5996765310,12,a colleague reported the media revealed people don’t sneeze in their sleep,not verified,active,341165,223019,30841,3068,1394
1409,claim,6617590801,10,a colleague reported the media revealed the eiffel tower leans away from the sun,not verified,active,349757,39086,8998,521,152
1410,claim,4433305039,37,a colleague reported the media revealed the microwave oven was an accidental invention,not verified,active,305186,124503,27065,226,54
1411,claim,4093917441,20,"a colleague reported the media revealed the canary islands are named after types of dogs, not birds",not verified,active,601339,320879,90204,2653,1697
1412,claim,4284739994,43,a colleague reported the media revealed the netherlands is home to the population of tallest humans on earth,not verified,active,7790,1314,138,7,0
1413,claim,3190614601,28,"a colleague reported the media revealed cows have ""best friends"" and will get stressed when separated",not verified,active,381895,47656,1114,361,187
1414,claim,3497468078,20,a colleague reported the media revealed bubble wrap was originally designed to be used as wallpaper,not verified,active,348839,198908,68251,1083,545
1415,claim,5330920995,43,a colleague reported the media revealed the continental tectonic plates move at the same rate that fingernails grow,not verified,active,264919,107376,1752,317,109
1416,claim,7084016747,8,a colleague reported the media revealed children are born less frequently on saturdays,not verified,under review,226943,104744,32347,1135,422
1417,claim,3332371866,33,a colleague reported the media revealed humans physically cannot hum while holding your nose,not verified,banned,200237,11440,2050,262,154
1418,claim,4011357564,22,a colleague reported the media revealed one strand of hair can hold up to 3 ounces of weight,not verified,active,792346,41581,15533,927,196
1419,claim,2611117928,36,a colleague reported the media revealed leeches were historically used to predict the weather,not verified,active,801296,6581,131,3,2
1420,claim,5259217033,36,a colleague reported the media revealed alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,942089,572,116,13,7
1421,claim,9972053331,34,a colleague reported the media revealed the roar of a lion can be heard up to 5 miles away,not verified,active,682103,387799,65393,2280,169
1422,claim,4424906100,6,a colleague reported the media revealed up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,70101,28319,4683,155,26
1423,claim,8223952804,54,a colleague reported the media revealed applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,729776,101648,26274,2511,1008
1424,claim,8644085685,32,a colleague reported the media revealed the queens in ant colonies live for around 30 years,not verified,active,679436,49529,4242,170,25
1425,claim,9589049480,48,a colleague reported the media revealed lightning strikes somewhere on earth about 100 times every second,not verified,active,354059,14438,2489,329,187
1426,claim,3802814201,58,a colleague reported the media revealed there are 366 dimples on a regulation golf ball,not verified,active,679235,359966,53049,5774,685
1427,claim,5723999797,16,"a colleague told them the media revealed an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,under review,235367,102097,12036,1738,368
1428,claim,6871191642,11,a colleague told them the media revealed new elements have been discovered outside the periodic table,not verified,banned,567153,108807,1474,1124,98
1429,claim,9791526586,7,a colleague told them the media revealed there are about 582 million entrepreneurs in the world,not verified,under review,263592,130786,40595,2264,127
1430,claim,3121134347,38,a colleague told them the media revealed 90% of goods are shipped by ocean freight,not verified,under review,625358,64036,24501,209,10
1431,claim,8172112684,29,a colleague told them the media revealed violins are constructed from 70 individual wooden pieces,not verified,active,203892,91585,22688,2055,881
1432,claim,7039236811,10,a colleague told them the media revealed the most watched summer olympics event for the past 20 years has been gymnastics,not verified,banned,777377,219337,85254,416,30
1433,claim,9739698993,21,a colleague told them the media revealed sound actually travels in space,not verified,active,378047,187113,58882,3381,386
1434,claim,1504404565,42,a colleague told them the media revealed the moon’s craters might be the coldest places in the solar system,not verified,active,423663,206721,75410,3880,1952
1435,claim,8995321879,9,a colleague told them the media revealed pluto could theoretically sustain life,not verified,active,759379,117403,4368,1331,727
1436,claim,4054061447,46,a colleague told them the media revealed there’s a planet made of diamonds two times the size of earth,not verified,banned,194798,14781,4870,183,42
1437,claim,9426358000,7,a colleague told them the media revealed it rains diamonds on jupiter and saturn,not verified,active,422142,47017,11583,839,360
1438,claim,9769792325,36,"a colleague told them the media revealed through the seasons, a reindeer’s eyes will change color",not verified,active,739542,436126,47497,3641,432
1439,claim,2444662480,36,a colleague told them the media revealed a banana is technically a berry,not verified,banned,163113,26283,6339,422,235
1440,claim,5498312846,12,a colleague told them the media revealed some trees in melbourne have email addresses,not verified,active,903163,358490,96147,5240,1073
1441,claim,6982482474,10,a colleague told them the media revealed a snail can sleep for three years,not verified,active,306755,77565,27860,1560,305
1442,claim,4391592793,24,a colleague told them the media revealed j is the only letter that doesn’t appear on the periodic table of elements,not verified,active,699371,206290,26681,2429,556
1443,claim,1337451726,38,"a colleague told them the media revealed at birth, baby pandas are smaller than mice",not verified,under review,479979,157986,25491,2830,1638
1444,claim,7217669780,40,a colleague told them the media revealed the eiffel tower leans away from the sun,not verified,active,534157,102094,27336,1108,478
1445,claim,5601846782,55,a colleague told them the media revealed the longest location name on the planet earth is 85 letters in english.,not verified,active,426461,80505,14704,1333,488
1446,claim,8689991968,57,a colleague told them the media revealed only one-fourth of the sahara desert is sandy,not verified,active,46658,5544,1633,59,31
1447,claim,7958595896,10,a colleague told them the media revealed there are fewer stars in the sky than there are trees on earth,not verified,active,401727,184504,25210,929,300
1448,claim,1297985819,47,a colleague told them the media revealed children are born less frequently on saturdays,not verified,active,568864,347326,62484,7924,4047
1449,claim,2758190826,29,a colleague told them the media revealed human eyeballs do not grow or change their size as they age,not verified,active,141364,74742,9406,1291,850
1450,claim,1472362550,41,a colleague told them the media revealed the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,under review,620392,86112,9139,1821,1129
1451,claim,6824760029,19,a colleague told them the media revealed cold water is just as cleansing as hot water,not verified,active,935732,576110,62328,5726,1581
1452,claim,2278600637,14,a colleague told them the media revealed losing weight alters brain activity,not verified,banned,487331,251418,90129,3983,2111
1453,claim,9553805378,12,"a colleague told them the media revealed the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",not verified,under review,693238,23353,4590,132,74
1454,claim,9846847755,26,a colleague told them the media revealed sea otters are born unable to swim,not verified,under review,85204,35862,2444,333,89
1455,claim,8819034192,18,a colleague told them the media revealed apple seeds contain cyanide,not verified,active,487514,280907,27495,872,341
1456,claim,7092495234,32,a colleague told them the media revealed alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,12677,5329,1018,101,30
1457,claim,5437473945,44,a colleague told them the media revealed the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,672751,151452,28057,919,337
1458,claim,9276730462,52,a colleague told them the media revealed the roar of a lion can be heard up to 5 miles away,not verified,active,419754,77260,23280,528,282
1459,claim,2512920436,21,a colleague told them the media revealed up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,banned,996903,618855,108900,9542,5307
1460,claim,4776022970,5,a colleague told them the media revealed honeybees can recognize human faces,not verified,banned,786680,127267,28942,1549,95
1461,claim,4273714040,23,a colleague told them the media revealed a shape with 26 sides is known as a rhombicuboctahedron,not verified,under review,880683,389654,109479,3930,1737
1462,claim,5211808871,37,a colleague told them the media revealed there are 366 dimples on a regulation golf ball,not verified,active,485723,290575,114919,2548,1451
1463,claim,8949043929,51,a colleague told them the media revealed ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,417128,9877,2885,124,72
1464,claim,9869395924,46,a colleague told them the media revealed china is the world’s largest silk producer,not verified,active,527920,66184,10746,9,1
1465,claim,4920575954,43,a colleague claimed the media revealed austrian physicist erwin schrödinger was allergic to cats,not verified,banned,122533,55845,9265,370,3
1466,claim,5461676034,11,a colleague claimed the media revealed making emotional facial expressions can prompt humans to have those emotions,not verified,active,859792,313656,33670,1117,69
1467,claim,2243417158,60,a colleague claimed the media revealed the largest rock on earth is in australia,not verified,active,761399,411544,84488,9803,1060
1468,claim,3078391532,51,a colleague claimed the media revealed the most productive work day of the week is tuesday,not verified,active,68212,43842,7223,816,284
1469,claim,4437937464,41,a colleague claimed the media revealed the rubik's cube is the best-selling product of all time,not verified,active,6701,4252,761,6,2
1470,claim,9013590619,48,a colleague claimed the media revealed gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,under review,235122,20111,5605,190,74
1471,claim,3166801755,16,a colleague claimed the media revealed the average car contains over 30000 unique parts,not verified,active,397652,216035,58809,2238,1141
1472,claim,9866868511,43,a colleague claimed the media revealed windshield wipers were invented in 1905,not verified,active,734377,444049,112266,7070,541
1473,claim,9740530800,36,"a colleague claimed the media revealed the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,326613,110471,15752,1949,186
1474,claim,4874138396,23,a colleague claimed the media revealed the average user checks their mobile phone around 150 times each day,not verified,active,892068,197147,16585,1450,97
1475,claim,2553529742,40,a colleague claimed the media revealed 1 in 3 people have never used the internet,not verified,active,13090,7729,1854,164,75
1476,claim,8618404754,18,"a colleague claimed the media revealed at the first modern olympics, winners were awarded silver medals",not verified,active,196284,66191,24865,1595,530
1477,claim,5534795558,5,a colleague claimed the media revealed the hummingbird is the only bird that can fly backwards,not verified,banned,952640,281029,88680,5965,2478
1478,claim,3729145000,22,a colleague claimed the media revealed we only see the same side of the moon,not verified,active,166142,28583,363,62,20
1479,claim,6580382867,17,a colleague claimed the media revealed it snows metal and rains acid on venus,not verified,active,928941,424182,100389,10343,6391
1480,claim,3485676849,36,a colleague claimed the media revealed sputnik was the first artificial satellite in space,not verified,active,237573,18004,3414,412,93
1481,claim,8785459246,37,a colleague claimed the media revealed the sunset is blue on mars,not verified,banned,471535,131241,34633,2913,483
1482,claim,8980160379,36,a colleague claimed the media revealed 5 dwarf planets are recognized in the solar system,not verified,active,329678,6905,1704,49,12
1483,claim,6163923579,41,a colleague claimed the media revealed neptune’s winds are the fastest in the solar system,verified,active,34512,11083,2978,253,37
1484,claim,3778809432,15,a colleague claimed the media revealed bathwater stays warmer for a longer duration with bubbles,not verified,banned,941533,558966,116122,11585,951
1485,claim,5339085377,42,a colleague claimed the media revealed dogs can understand up to 250 hand gestures and words,not verified,banned,984265,30017,1057,547,127
1486,claim,1534483117,59,a colleague claimed the media revealed evidence from seymour island suggest that penguins were once 6 ft tall,not verified,banned,73119,29966,3629,215,8
1487,claim,3867975079,54,a colleague claimed the media revealed baked beans are not actually baked,not verified,active,615103,160944,16075,1674,475
1488,claim,4321444911,36,a colleague claimed the media revealed australia has the most number of venomous snakes worldwide,not verified,active,393301,13682,3444,118,43
1489,claim,2440798834,11,a colleague claimed the media revealed a crocodile cannot stick its tongue out,not verified,banned,599689,280024,77389,3418,93
1490,claim,8796662988,47,a colleague claimed the media revealed sneezing while traveling at 60 mph makes you close your eyes for 50 feet,not verified,active,558442,323109,41904,5527,3446
1491,claim,7620910153,45,a colleague claimed the media revealed people don’t sneeze in their sleep,not verified,active,832658,345463,11394,1550,698
1492,claim,9749175496,54,a colleague claimed the media revealed australia has the most number of beaches in the world,not verified,active,327768,31657,4783,313,15
1493,claim,2581177229,14,a colleague claimed the media revealed a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,banned,121384,46033,11613,155,67
1494,claim,3620344239,16,a colleague claimed the media revealed may 22nd is the least common birth date,not verified,under review,88927,35630,10393,129,73
1495,claim,6523672312,41,a colleague claimed the media revealed cats sleep for two-thirds of their lives,not verified,active,372234,181565,1078,3653,1576
1496,claim,5794781414,50,a colleague claimed the media revealed ancient egyptians slept on pillows made of stone,not verified,active,136482,10619,2235,8,1
1497,claim,4711555011,33,a colleague claimed the media revealed the microwave oven was an accidental invention,not verified,active,386149,184551,55993,977,68
1498,claim,4517875746,29,a colleague claimed the media revealed a blue whale's heartbeat can be heard from two miles away,not verified,active,559246,4415,1759,103,7
1499,claim,3170439564,9,a colleague claimed the media revealed the netherlands is home to the population of tallest humans on earth,not verified,active,72361,28538,10838,375,179
1500,claim,8000913363,57,a colleague claimed the media revealed human ears and noses never stop growing,not verified,active,230248,63797,19512,895,270
1501,claim,2565220401,10,a colleague claimed the media revealed the eiffel tower gets taller during the summer,not verified,under review,496290,170683,20929,2869,1181
1502,claim,1351781842,46,a colleague claimed the media revealed humans have jumped further than horses in the olympics,not verified,active,223720,64158,21249,188,18
1503,claim,5130476446,30,a colleague claimed the media revealed there are billions of eggs produced commercially each year,not verified,active,971246,313841,5758,2554,790
1504,claim,1418507839,56,a colleague claimed the media revealed humans physically cannot hum while holding your nose,not verified,banned,68173,9425,1629,94,22
1505,claim,7730341699,6,a colleague claimed the media revealed humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,under review,917694,19525,6570,184,88
1506,claim,7219821187,15,a colleague claimed the media revealed the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,748549,366614,101664,4145,2268
1507,claim,1477928111,50,a colleague claimed the media revealed the largest recorded snowflake was 15 inches wide,not verified,active,261474,132101,19285,2750,1080
1508,claim,3441401426,38,a colleague claimed the media revealed bottled water has an expiration date,not verified,active,74566,3867,1210,30,6
1509,claim,9089756317,16,a colleague claimed the media revealed no two teeth from different people will ever be alike,not verified,active,60939,35776,8732,884,150
1510,claim,7664318091,56,a colleague claimed the media revealed snakes can predict earthquakes,not verified,under review,207890,21724,1309,536,225
1511,claim,9123376426,50,a colleague claimed the media revealed bananas get their curved shape by growing towards the sun,not verified,active,85405,30765,575,191,44
1512,claim,5623961143,19,a colleague claimed the media revealed your fingernails on your dominant hand grow faster,not verified,active,272297,47216,8182,493,231
1513,claim,7433520089,44,a colleague claimed the media revealed apple seeds contain cyanide,not verified,active,471315,191641,76014,4114,188
1514,claim,7748462046,34,a colleague claimed the media revealed frigate birds can sleep while flying,not verified,banned,420809,123612,45369,3043,933
1515,claim,5233945594,16,a colleague claimed the media revealed ravens are always aware when someone is watching them,not verified,active,12858,2606,665,41,14
1516,claim,2338944809,55,a colleague claimed the media revealed baby spiders are called spiderlings,not verified,active,696066,237314,57611,3159,798
1517,claim,1746259138,42,a colleague claimed the media revealed up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,236533,140259,27124,3371,1581
1518,claim,4095488975,58,a colleague claimed the media revealed the human brain uses 20% of the body's oxygen,not verified,active,33350,10879,4010,171,50
1519,claim,9314010347,49,a colleague claimed the media revealed ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,256934,78669,11572,1955,473
1520,claim,2728835741,57,a colleague claimed the media revealed redwoods are the tallest trees,not verified,active,560436,93937,24335,1818,538
1521,claim,7305034981,59,a friend learned  online that nucelear fission is now being used to produce electricity,not verified,active,514226,225275,50504,654,41
1522,claim,5273671167,17,a friend learned  online that earth days are getting longer over time due to orbital expansion,not verified,active,800356,370841,43634,4637,1301
1523,claim,6000608497,38,a friend learned  online that there are 7100+ islands in the philippines,not verified,active,402873,203674,1839,1099,90
1524,claim,4622635829,22,a friend learned  online that the largest rock on earth is in australia,not verified,active,709514,223334,8589,2683,1613
1525,claim,5047668713,47,a friend learned  online that mobile phone use in india is nearly 100%,not verified,active,395922,237925,73247,3214,177
1526,claim,6597517147,58,a friend learned  online that more businesses will be owned by women than men by 2045,not verified,active,838048,69503,10477,601,280
1527,claim,7429903801,38,a friend learned  online that windshield wipers were invented in 1905,not verified,active,485785,2040,443,47,10
1528,claim,8017918871,12,a friend learned  online that the automotive industry employs about 9.9 million americans,not verified,active,104737,15993,1818,271,84
1529,claim,6933216063,28,"a friend learned  online that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,banned,435199,273693,69492,1578,549
1530,claim,6108461900,10,a friend learned  online that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,984950,400993,52789,288,20
1531,claim,1783144226,44,a friend learned  online that over 60% of the world's population has access to the internet,not verified,active,752887,235986,61336,3682,2154
1532,claim,7167359830,9,a friend learned  online that half of retail purchases are now made through a mobile device,not verified,under review,955455,147739,1003,511,254
1533,claim,7413055402,54,a friend learned  online that 1 in 3 people have never used the internet,not verified,active,270995,166567,19827,3339,2044
1534,claim,8431171365,18,a friend learned  online that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,active,34332,13486,4622,313,130
1535,claim,4915099256,5,a friend learned  online that the longest commercial flight in history took around 30 hours,not verified,active,337427,94139,22409,1829,602
1536,claim,6358693883,12,a friend learned  online that the longest possible train journey in the world is from portugal to singapore,not verified,under review,661768,74462,12309,375,218
1537,claim,1848048004,54,"a friend learned  online that london, england has the world's oldest subway system",not verified,banned,725745,331383,44507,1589,870
1538,claim,2004033115,19,a friend learned  online that dolphins are mammals,not verified,active,287059,39560,14426,239,3
1539,claim,5175301507,60,"a friend learned  online that a common garden snail has over 12,000 teeth",not verified,banned,368009,104384,25166,2069,649
1540,claim,8100114476,32,a friend learned  online that mercury & venus are the only 2 planets in our solar system that have no moons,verified,under review,871465,531593,82032,1086,393
1541,claim,7386402152,12,a friend learned  online that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,657986,192307,66658,329,140
1542,claim,7669262977,30,a friend learned  online that a single day on venus takes 243 earth days,not verified,active,805575,446869,169822,8410,3725
1543,claim,3208129766,6,a friend learned  online that the moon’s craters might be the coldest places in the solar system,not verified,active,761270,217806,60414,4620,1436
1544,claim,9298468199,24,"a friend learned  online that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,856907,404943,90752,3514,838
1545,claim,5766892371,59,a friend learned  online that marie curie is the only person with two nobel prizes in different sciences,not verified,active,613451,131391,45748,2862,265
1546,claim,9445993195,52,"a friend learned  online that through the seasons, a reindeer’s eyes will change color",not verified,active,748602,300641,58774,5574,435
1547,claim,3353198080,22,a friend learned  online that a banana is technically a berry,not verified,banned,40038,1243,179,27,11
1548,claim,4355171620,50,a friend learned  online that elephants will console each other during stressful situations,not verified,under review,856246,402705,105813,6163,218
1549,claim,2090957093,29,a friend learned  online that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,36341,12910,3360,54,27
1550,claim,4708607390,28,a friend learned  online that artificial banana flavoring is based on an extinct banana type,not verified,banned,401171,12888,1248,180,40
1551,claim,8546624132,25,"a friend learned  online that your heart beats 100,000 times a day",not verified,active,47076,9948,3942,92,28
1552,claim,9213151321,18,a friend learned  online that may 22nd is the least common birth date,not verified,active,217566,9010,1752,60,36
1553,claim,3382828427,28,"a friend learned  online that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,375498,191928,36938,1902,560
1554,claim,8236390554,5,a friend learned  online that the longest location name on the planet earth is 85 letters in english.,not verified,active,857676,91296,3203,688,285
1555,claim,8692201637,41,a friend learned  online that there are more than 24 time zones around the world,not verified,active,368354,213778,4192,2979,1151
1556,claim,3193259140,13,a friend learned  online that sweden has the most islands of any country,not verified,banned,968259,550053,164615,3077,183
1557,claim,6840350551,21,"a friend learned  online that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,950595,304743,96561,1198,447
1558,claim,6392971101,48,a friend learned  online that the eye of an ostrich is bigger than its brain,not verified,under review,830806,265606,49792,5148,2309
1559,claim,1477459074,44,a friend learned  online that the largest pair of eyes in the world belongs to the giant squid,not verified,banned,579451,193089,56114,3333,2043
1560,claim,5713602808,47,a friend learned  online that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,924344,405032,124373,2973,967
1561,claim,6984095524,11,a friend learned  online that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,banned,828170,535319,147350,11760,3306
1562,claim,5516546210,42,a friend learned  online that the world’s largest pyramid cannot be found in egypt,not verified,under review,716532,447772,109724,6085,3672
1563,claim,7886377986,18,a friend learned  online that losing weight alters brain activity,not verified,active,196232,32824,3083,701,441
1564,claim,9233282942,13,"a friend learned  online that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",not verified,active,536347,231001,13156,4042,887
1565,claim,4179531594,31,a friend learned  online that frigate birds can sleep while flying,not verified,active,294396,57309,4692,163,82
1566,claim,5417438262,57,a friend learned  online that sloths can hold their breaths longer than dolphins,not verified,under review,893639,105445,5237,1308,445
1567,claim,8751372919,52,a friend learned  online that baby octopuses are the size of a flea,not verified,banned,342286,101075,37507,359,4
1568,claim,9978433809,44,a friend learned  online that the human brain uses 20% of the body's oxygen,not verified,banned,493926,101904,1712,1910,1204
1569,claim,6705465392,49,a friend learned  online that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,729888,419070,78695,7424,4507
1570,claim,6540003916,7,a friend learned  online that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,198806,9374,338,187,30
1571,claim,5320408293,53,a friend learned  online that redwoods are the tallest trees,not verified,active,707818,225139,15836,3497,1340
1572,claim,3329048053,54,"a friend learned  online a claim that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,512552,272348,60144,2670,1128
1573,claim,3313760200,11,a friend learned  online a claim that new islands are being formed by volcanoes in the sea everyday,not verified,active,822617,493358,168404,9783,5807
1574,claim,2295733717,42,a friend learned  online a claim that it snows in the sahara desert,not verified,banned,655769,420913,139124,4828,3075
1575,claim,5497008656,13,a friend learned  online a claim that the rubik's cube is the best-selling product of all time,not verified,banned,317759,190821,21776,3798,2094
1576,claim,4996964480,25,a friend learned  online a claim that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,banned,825293,534495,5715,8639,5494
1577,claim,9613610491,14,a friend learned  online a claim that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,banned,78060,1355,148,29,16
1578,claim,8782697050,28,a friend learned  online a claim that 1 billion cars are currently in use around the world,not verified,banned,854759,535135,169239,1508,450
1579,claim,8017954334,20,a friend learned  online a claim that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,1727,1101,343,23,4
1580,claim,1938265570,24,"a friend learned  online a claim that the oldest surviving song is around 3,500 years old",not verified,active,657060,387508,137463,4675,2260
1581,claim,7396237156,23,"a friend learned  online a claim that the best selling single of all time is ""white christmas"" by bing crosby",not verified,active,548212,349782,4722,2377,1333
1582,claim,7881917765,26,a friend learned  online a claim that singapore has the fastest internet connectivity in the world.,not verified,active,788144,43068,17017,714,373
1583,claim,8871818562,59,a friend learned  online a claim that the concorde was the fastest passenger jet ever,not verified,active,233224,118539,2078,1287,850
1584,claim,8440603337,9,a friend learned  online a claim that koalas sleep up to 22 hours per day,not verified,active,349592,85269,23221,1627,981
1585,claim,5637172244,50,a friend learned  online a claim that some sharks can glow in the dark,not verified,banned,546799,246157,234,5961,3886
1586,claim,6687297823,25,a friend learned  online a claim that the hottest planet in our solar system is venus.,not verified,active,595066,93406,14971,1632,834
1587,claim,3286746232,24,a friend learned  online a claim that it snows metal and rains acid on venus,not verified,active,170020,39881,11071,415,239
1588,claim,7328649223,40,a friend learned  online a claim that there are more stars in the universe than grains of sand on earth,not verified,under review,877997,473729,96746,3298,779
1589,claim,3891868471,12,"a friend learned  online a claim that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,846239,252217,42166,5542,2941
1590,claim,1690955894,24,a friend learned  online a claim that it is illegal to waste food in french supermarkets,not verified,active,405773,75938,18094,905,400
1591,claim,7813191956,47,a friend learned  online a claim that take out restaurants have been found in the remains of pompeii,not verified,banned,314130,4081,1603,43,5
1592,claim,1393262397,43,a friend learned  online a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,209709,6899,326,128,19
1593,claim,7333718765,28,a friend learned  online a claim that avocados never ripen while they are still attached to the tree,not verified,active,556292,280502,42671,6893,285
1594,claim,5295515640,18,a friend learned  online a claim that australia has the most number of venomous snakes worldwide,not verified,under review,403376,80891,21741,460,144
1595,claim,8668317982,53,a friend learned  online a claim that insects are attracted to light because of the moon,not verified,active,210016,115316,12231,535,69
1596,claim,3009129731,28,a friend learned  online a claim that a full jumbo jet tank has enough fuel to drive a car around the world four times,not verified,active,314500,88042,971,1853,375
1597,claim,7771696738,16,a friend learned  online a claim that penguins can jump as high as 9 feet in the air,not verified,active,411215,153919,54644,54,4
1598,claim,7528098407,51,a friend learned  online a claim that a pound of houseflies contains more protein than a pound of beef,not verified,active,295902,59214,3531,517,129
1599,claim,6815635149,26,a friend learned  online a claim that the microwave oven was an accidental invention,not verified,active,976798,408273,133905,3855,2072
1600,claim,5523274664,8,"a friend learned  online a claim that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,700394,331315,18360,1089,159
1601,claim,5887012280,29,a friend learned  online a claim that the longest location name on the planet earth is 85 letters in english.,not verified,active,696367,129910,16556,2775,1730
1602,claim,8151732711,9,a friend learned  online a claim that new zealanders have more pets per household than any other country,verified,active,619690,139171,12414,2732,77
1603,claim,4263286747,28,a friend learned  online a claim that bubble wrap was originally designed to be used as wallpaper,not verified,under review,294187,149765,17187,32,9
1604,claim,1953214408,37,a friend learned  online a claim that humans have jumped further than horses in the olympics,not verified,active,988284,489326,16759,6182,3503
1605,claim,5409817586,49,a friend learned  online a claim that 170-year-old champagne was found under the baltic sea,not verified,banned,405718,150996,25550,2557,517
1606,claim,3091324534,10,a friend learned  online a claim that the largest pair of eyes in the world belongs to the giant squid,not verified,banned,690529,10947,248,133,41
1607,claim,8048721488,39,a friend learned  online a claim that a candle’s flame is blue in zero gravity,not verified,active,636670,116871,29402,2146,820
1608,claim,6186683424,7,a friend learned  online a claim that x-rays can’t distinguish real diamonds from fake ones,not verified,active,413498,205539,40019,2984,1215
1609,claim,3474923053,27,a friend learned  online a claim that buttermilk does not contain any butter,not verified,under review,511559,66797,5471,778,449
1610,claim,8410751885,58,a friend learned  online a claim that humans physically cannot hum while holding your nose,not verified,active,550297,132160,22191,1452,960
1611,claim,6731456289,53,a friend learned  online a claim that the opposite sides of dice will always equal 7,not verified,active,216107,96891,30216,862,351
1612,claim,8360540300,59,a friend learned  online a claim that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,121632,39601,14795,70,25
1613,claim,8628670791,14,a friend learned  online a claim that around 50% of the mined gold on earth comes from one source,not verified,active,433919,160023,36443,3185,19
1614,claim,4748143135,10,a friend learned  online a claim that lightning strikes somewhere on earth about 100 times every second,not verified,active,970391,495925,8583,1481,19
1615,claim,3753987744,44,a friend learned  online a claim that the longest recorded tennis match lasted for 11 hours,not verified,active,49396,11353,388,192,4
1616,claim,8427089004,35,a friend learned  online a claim that strawberries are the only known fruit to grow their seeds externally,not verified,active,792656,228682,18916,3194,728
1617,claim,3845856127,17,a friend learned  on an internet forum that we will all fly with individual jetpacks by 2032,not verified,banned,871699,233856,22490,3856,577
1618,claim,5508356976,21,a friend learned  on an internet forum that making emotional facial expressions can prompt humans to have those emotions,not verified,active,424791,3214,655,53,19
