drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,drivenkmdrives,durationminutesdrives,activitydays,kmperdrivingday,professionaldriver,android,label
92,165.2320937,2494,103,0,3824.874334,3104.314003,17,318.73952783333334,0,0,0
124,235.9916276,796,19,13,3368.668119,642.8790184,7,561.4446865,0,0,0
61,96.15621059,1674,0,31,4314.357966,3563.979909,7,616.3368522857143,0,1,0
107,206.3137524,1986,239,29,3169.692933,1894.055467,20,226.4066380714285,0,0,0
44,150.1305385,3128,106,75,4214.007323,1734.330728,31,168.56029292,0,0,0
4,313.9635901,2371,14,42,2248.844556,313.6505572,25,107.087836,0,1,0
46,61.26235976,859,297,29,2032.321422,96.21349632,21,145.16581585714286,0,0,0
34,129.6580989,3180,23,0,3361.396999,356.1063852,17,258.56899992307694,0,0,0
8,45.53567058,1514,0,0,2300.847287,1856.558422,28,104.5839675909091,0,1,0
83,250.5526512,367,398,0,2331.746411,932.2288666,3,777.2488036666667,0,1,1
78,385.4956819,3388,123,23,3913.911325,2794.086138,23,244.6194578125,0,0,0
7,12.43574259,1628,0,0,3802.924943,2204.76071,14,292.53268792307694,0,1,0
11,383.2520304,3195,152,1,2193.129676,501.3378364,3,731.0432253333333,0,1,0
48,152.636589,2707,108,22,4399.158979,805.6176414,5,879.8317958,0,0,0
72,273.9276531,2066,43,0,5365.199611,2782.415832,5,1073.0399222,0,0,0
83,129.1925179,2309,76,12,1672.942152,590.6963789,19,119.495868,0,0,0
11,47.75109885,28,141,0,2071.429322,777.4144812,21,98.63949152380953,0,0,0
77,255.8358894,130,431,0,6252.050031,3109.082605,13,521.00416925,0,0,0
51,186.7539823,655,267,0,1632.006454,398.9566302,14,136.00053783333334,0,0,1
90,122.2559048,2566,0,14,3641.807453,845.8982663,10,728.3614906,0,1,0
0,30.75880178,1295,270,0,4186.15178,1159.890671,7,1046.537945,0,0,0
87,116.9961935,587,82,75,4507.663018,2557.052975,22,250.42572322222225,0,1,0
30,60.93689217,2233,12,0,6309.674511,3915.754346,20,420.6449674,0,1,0
120,151.8161006,1054,79,0,2035.668312,1660.916461,12,290.80975885714287,0,1,1
5,59.37533532,599,86,0,1711.282802,557.3394635,12,213.91035025,0,0,0
87,399.1311322,3129,31,0,5191.213707,2663.323941,9,576.801523,0,1,0
48,87.03595208,1697,53,14,3720.692967,2530.161338,6,620.1154945,0,0,0
45,244.660797,2650,99,0,3000.848098,1249.677058,7,428.6925854285714,0,0,0
97,200.9122268,2709,202,13,1285.887421,658.3219199,19,116.89885645454544,0,0,0
7,93.7234969,2500,211,7,6040.817292,2835.828725,28,287.6579662857143,0,1,0
95,168.8387785,46,49,46,1785.507803,1484.824713,29,93.97409489473684,0,0,1
15,57.10566415,1313,193,16,4313.65729,1291.213879,22,287.5771526666667,0,0,0
65,136.4889166,746,20,13,3690.3082,2633.004656,10,738.06164,0,0,1
87,259.9840452,2099,286,0,5410.574868,2722.564796,13,491.8704425454545,0,0,0
8,134.6114012,3070,0,31,6473.54165,1708.444597,17,380.7965676470589,0,0,0
196,495.7975368,1517,80,42,1511.603135,1148.078026,0,0.0,0,1,1
26,40.53827672,2488,27,0,4031.971327,1827.484678,22,183.27142395454547,0,0,0
98,214.4331233,95,0,0,1278.425669,963.8371267,30,63.92128345,0,0,0
137,170.6916216,1052,34,0,3422.570191,1525.717859,30,155.5713723181818,1,1,0
122,248.4777891,183,0,0,7336.443742,4476.502338,15,611.3703118333334,0,1,0
40,64.09692621,617,140,65,525.2161464,262.8944947,12,58.35734959999999,0,0,1
49,71.50371511,414,0,0,1577.025964,763.2397319,14,225.2894234285714,0,0,0
103,256.4975267,284,5,36,3821.299104,1649.150428,26,201.12100547368425,0,0,0
70,113.8578983,1406,0,86,4965.345843,3706.046797,27,275.8525468333333,0,1,0
132,165.8905818,284,152,0,2485.740436,449.6617559,8,621.435109,0,1,0
27,34.68126845,465,136,0,5922.039183,3224.479063,30,282.00186585714283,0,0,0
80,325.4690147,1385,385,0,3543.035493,1385.091618,21,177.15177465,0,1,0
53,214.734195,493,144,0,2188.702152,569.9373709,24,109.4351076,0,0,0
110,313.5500678,1505,38,15,1714.655523,735.6799183,30,74.55024013043477,1,0,0
120,168.0678666,2094,69,105,1940.195714,549.3597437,17,149.24582415384614,0,0,0
53,203.4998367,1918,136,11,6145.665498,3558.299616,22,361.5097351764706,0,1,0
92,186.9776662,320,196,0,546.8583466,171.8837398,22,42.06602666153846,0,1,0
140,443.9964252,2212,187,0,961.9030132,290.6272163,29,36.99626973846154,1,0,0
5,170.1245275,692,0,64,2059.212135,1359.044467,4,514.80303375,0,1,0
39,117.2787241,697,190,0,3118.429791,1557.776856,11,779.60744775,0,0,0
179,295.4706098,1888,262,81,2197.401193,1801.133676,25,122.07784405555556,0,1,0
108,141.0842635,1520,196,19,4316.674612,1929.659905,7,616.6678017142857,0,0,1
15,25.82688153,206,13,13,1119.994946,822.1598568,0,0.0,0,0,1
71,467.4912509,1376,58,0,1701.220658,277.9466762,7,567.0735526666666,0,0,0
10,137.8637294,1836,237,41,2014.76297,1290.963347,7,402.952594,0,1,0
41,225.5784449,930,191,69,2441.987446,1685.462604,22,128.52565505263158,0,1,0
17,161.5445146,1290,280,14,6183.258863,4400.05592,25,363.7211095882353,0,1,0
36,129.2148869,2635,329,22,3405.280892,2442.416162,30,130.972342,0,0,0
19,316.1938678,3179,81,0,1488.216471,600.2060719,10,148.8216471,0,1,0
14,63.27424393,288,117,0,2969.954961,1846.723193,30,106.06982003571429,0,1,0
3,13.5338527,49,109,0,6451.537163,307.750679,1,0.0,0,1,0
8,69.56548694,1548,0,0,1363.560985,1128.881512,19,104.88930653846154,0,1,0
19,80.27371609,2557,59,55,3986.229643,2993.985972,17,284.7306887857143,0,0,1
22,40.53686465,1004,0,9,6725.853448,2411.872464,7,960.8362068571428,0,1,0
33,89.6219355,2729,38,25,6451.91814,510.6031329,31,215.063938,0,1,0
71,230.4917866,255,0,77,2468.46071,611.2879126,0,0.0,0,1,1
92,165.3389862,67,14,0,1442.339931,180.988896,13,110.94922546153846,0,0,0
14,175.0144839,719,26,0,1175.304522,445.5704591,22,73.456532625,0,0,0
42,156.2908447,1114,3,67,6012.892931,3404.258902,30,231.26511273076923,0,0,0
33,203.4184436,2811,95,47,5380.472411,610.8220239,17,316.49837711764707,0,0,0
61,97.41944707,334,114,10,3856.768247,2206.447839,2,0.0,0,0,1
63,218.996516,1957,154,0,3785.069207,1359.507931,29,151.40276828,0,0,0
183,275.7681203,2500,37,0,4541.407729,440.3196111,27,239.0214594210526,0,1,0
11,52.38561799,2359,0,14,4862.576868,2232.90832,16,486.2576868,0,1,0
42,249.85189,2875,0,0,1905.813588,1317.243315,7,272.259084,0,0,0
10,93.48403404,369,38,0,1836.665515,726.4760772,25,102.03697305555556,0,0,0
16,33.76432077,949,70,21,3818.138872,2589.651134,11,347.1035338181818,0,1,0
13,129.0114908,330,288,0,2309.185116,1372.238263,16,144.32406975,0,1,0
47,88.18448069,1137,195,0,3440.434765,538.9112007,17,382.2705294444444,0,1,0
59,117.0038901,1316,93,0,1224.790051,226.5801126,27,47.10730965384615,0,1,0
64,145.592638,1929,227,0,1528.859013,138.5956402,7,764.4295065,0,0,0
7,118.4453808,2340,218,54,2203.361587,673.2990052,30,78.69148525,0,1,0
33,33.16845648,3495,0,0,585.2272044,409.2916034,11,65.02524493333334,0,1,0
156,216.2600285,2771,0,0,3507.548927,2621.545155,23,175.37744635,1,1,0
105,153.7134546,1505,63,0,6870.950585,4184.218279,23,381.7194769444444,0,0,0
20,250.7073195,1873,378,0,4615.787597,3414.941591,31,159.16508955172412,0,1,0
120,215.1315349,1670,211,18,2778.700856,1399.598863,4,0.0,0,0,1
14,53.25702539,753,7,20,1628.704357,370.9712411,18,95.80613864705884,0,0,0
136,267.6169279,2659,121,99,3079.995748,1654.69013,11,513.3326246666667,0,1,0
20,65.56104183,3049,0,0,3304.536591,1546.723666,1,0.0,0,0,1
45,115.1241706,369,125,0,2733.479931,1431.081842,28,124.24908777272726,0,0,0
174,271.8473867,2428,49,56,2692.333125,1513.91108,28,112.180546875,1,0,0
22,140.1678512,3293,7,29,2604.68092,1832.170175,22,130.23404599999998,0,0,0
57,202.555572,767,113,50,5147.736672,2567.887201,7,735.3909531428571,0,0,1
26,97.11036434,2119,110,53,1913.035713,1166.944108,28,70.85317455555555,0,1,0
66,229.2475354,2861,140,86,2217.299595,865.4870807,30,105.585695,0,1,0
38,131.0131976,2058,311,7,5806.035976,826.4370983,14,414.7168554285714,0,0,0
19,102.4354233,3197,6,3,2239.931938,1424.037153,25,106.66342561904764,0,0,0
2,181.7059546,2976,70,11,2447.176111,1001.668745,28,90.63615225925926,0,0,0
31,232.3533638,3087,88,0,5061.130173,1137.005915,13,632.641271625,0,1,0
22,399.3988539,2158,0,0,2583.889333,843.9220864,15,172.25928886666668,0,0,0
5,208.9792407,2585,425,9,5687.427968,4669.685884,30,196.11820579310344,0,0,0
126,161.0993987,1925,11,0,2034.964803,1090.108571,22,107.10341068421052,0,0,0
22,109.6126408,1478,129,8,4350.27364,2354.143952,24,290.0182426666667,0,0,0
37,55.93089558,1375,27,0,997.3288432,822.8223047,15,71.23777451428572,0,1,0
8,279.1577528,2576,387,12,751.9816078,437.1413625,28,30.079264312,0,0,0
7,217.733834,3468,59,0,1732.241106,995.0271846,12,173.2241106,0,0,0
18,47.1790241,3079,207,54,1376.422835,736.2980113,13,105.87867961538464,0,0,0
117,347.1477546,1233,385,9,4462.086294,754.8502544,28,194.00375191304343,1,0,0
83,107.6775911,1916,13,33,5432.480982,1544.611685,13,452.7067485,0,0,0
21,40.93172179,780,182,3,829.7932369,260.0317598,9,118.54189098571428,0,0,0
107,362.9731965,3035,75,22,2778.245397,499.8433552,15,231.52044975,0,0,0
16,106.6625626,3442,0,44,2196.331582,706.7362215,15,146.42210546666666,0,1,0
74,109.9262021,3073,118,5,5444.427286,3246.096354,10,1088.8854572,0,0,0
16,82.83959903,2595,37,30,586.8788183,186.2544171,23,27.946610395238096,0,0,0
19,146.4958795,22,0,0,4459.252222,3577.879564,22,343.0194016923077,0,0,0
29,108.4065068,1638,0,92,2957.494112,1638.816562,5,0.0,0,1,1
38,67.94000274,1474,0,6,2679.03448,1793.473684,23,127.57307047619048,0,0,0
4,28.1091548,3123,102,0,3574.28642,1736.81647,3,0.0,0,0,1
25,212.0076397,458,31,0,847.9330254,451.5890829,3,0.0,0,0,0
62,216.8801919,1919,109,23,4867.504697,2350.935574,8,695.3578138571429,0,1,0
58,219.6539356,3319,0,0,1637.252623,1225.824505,26,77.96441061904763,0,1,1
97,205.6393393,968,0,0,2542.652881,1713.901219,7,423.7754801666667,0,0,0
110,396.6268231,3221,81,0,7308.334482,2481.983739,25,487.2222988,0,1,0
50,305.0041439,778,8,0,2010.503501,1543.928541,6,0.0,0,0,1
57,332.1257775,3437,0,0,1545.589179,1053.62384,17,110.39922707142856,0,0,0
28,297.3583127,1871,152,19,3770.145006,716.8953575,27,221.77323564705884,0,0,0
40,348.1542346,481,38,0,2222.695619,1088.007794,10,222.2695619,0,1,0
12,322.894739,1053,120,30,6811.857785,3712.433774,18,567.6548154166667,0,1,0
50,114.2655233,1705,73,0,6679.231758,2788.538845,19,607.202887090909,0,0,0
38,50.31501972,3035,259,0,3071.997936,734.5753517,13,255.999828,0,1,0
29,108.3482871,895,21,7,1302.456945,484.6440291,19,68.55036552631579,0,0,0
66,138.1173315,3125,276,21,1160.372686,493.193307,24,48.34886191666666,0,0,0
109,132.8907454,2479,0,0,3700.416916,765.0556807,14,370.0416916,0,0,0
10,211.2509303,2217,28,0,1120.033814,813.8914242,30,56.0016907,0,0,0
102,160.9851862,1731,84,0,2400.209058,973.0869372,10,240.0209058,0,0,0
20,131.7363158,1727,0,43,4963.817324,2827.51625,24,261.25354336842105,0,0,0
120,198.3795359,2019,59,33,2216.430449,1394.707889,2,1108.2152245,0,1,0
27,46.66222115,2856,111,51,2501.59518,543.7834351,17,147.15265764705882,0,1,0
0,81.32036974,1244,149,20,4462.688495,1728.272669,21,343.2837303846154,0,1,0
23,119.1742358,1970,77,4,2239.807915,1200.540581,3,0.0,0,0,1
37,115.7452085,3309,11,0,1201.502201,624.9054464,5,300.37555025,0,1,1
56,101.375318,438,0,0,2177.915816,1632.976421,25,120.99532311111112,0,1,0
112,144.1987193,1621,418,0,8063.45923,3176.655227,7,1151.9227471428571,0,0,1
89,111.5445276,655,164,0,5612.119995,2435.517585,8,801.7314278571429,0,1,0
6,373.2221887,441,0,0,1869.32395,236.2409892,25,98.38547105263156,0,0,0
0,99.00838521,392,47,0,1815.417062,719.1267822,21,106.78923894117646,0,0,0
26,144.4911021,1894,21,4,7209.736403,950.5448738,29,379.45981068421054,0,0,0
46,68.77807345,681,193,0,3279.865243,2577.288895,31,136.6610517916667,0,0,0
71,89.94944636,1437,101,0,3487.764576,1891.344875,24,217.985286,0,0,0
53,190.9159944,2843,86,21,1364.988493,760.4934579,17,90.99923286666667,0,0,0
49,288.9322519,1243,0,58,2190.004157,1812.353506,15,146.00027713333333,0,0,1
4,61.62840409,2385,256,0,4877.812265,932.5381177,11,812.9687108333333,0,0,0
30,58.35693769,749,2,68,3374.988138,1252.893201,16,421.87351725,0,0,0
48,234.9558286,2775,305,0,4761.433245,2412.907324,11,952.286649,0,0,0
35,117.819394,1203,244,0,1780.968288,458.367185,10,178.0968288,0,0,0
33,38.47205199,3171,145,0,7114.178366,4436.207394,11,646.7434878181818,0,0,0
52,74.25522514,1743,0,0,2328.635215,1457.306141,28,86.2457487037037,0,0,0
121,193.0450166,1620,25,0,6385.832396,4612.152335,10,638.5832396,0,0,0
86,207.3004116,185,51,31,2824.417034,2144.424567,22,128.38259245454546,0,0,0
142,233.0258862,3337,258,0,2145.621703,1208.017003,0,0.0,0,0,0
55,97.35497085,439,0,65,1327.761578,752.4597974,12,110.64679816666668,0,1,0
158,313.5047179,220,98,45,2790.688055,2108.433973,26,111.6275222,1,0,0
29,37.44850837,2774,178,5,5788.678706,2225.697753,22,385.9119137333333,0,1,0
79,208.5102817,2791,142,0,6785.658434,4135.425168,15,521.9737256923077,0,1,0
100,216.0534688,3214,145,0,1955.586851,1288.477373,28,97.77934255,1,0,0
5,260.6854334,2761,6,0,2464.05358,665.9126418,14,224.0048709090909,0,1,0
19,258.7865041,1149,44,0,4231.573535,3011.564564,7,705.2622558333334,0,1,1
5,403.9176016,35,207,13,2927.568957,2325.094667,25,182.9730598125,0,1,0
26,338.6391703,1292,23,37,4728.698407,1593.534742,17,278.1587298235294,0,1,0
17,369.9077097,3201,215,8,1545.374638,813.446493,13,128.78121983333332,0,1,0
94,114.2360093,2260,86,0,6243.673016,4401.938043,14,445.976644,0,1,0
101,184.8269094,2554,304,71,2519.224539,1736.744406,21,157.4515336875,0,0,1
8,23.71147289,1458,115,24,3759.767786,2782.885505,20,197.8825150526316,0,0,0
42,84.69009546,2483,417,0,3192.659068,1089.222058,1,0.0,0,0,1
153,214.0869231,1528,26,0,3334.385511,1615.612622,9,1111.461837,0,0,0
88,213.9932863,1660,117,0,3465.124387,1690.968872,28,157.50565395454544,0,0,0
135,293.7890181,477,104,0,1345.197134,698.125021,15,96.08550957142856,0,1,0
123,194.4808351,1287,48,36,4366.129495,2277.070805,11,1091.53237375,0,0,1
83,439.1219163,2932,0,0,4629.857415,134.1571925,19,243.6767060526316,0,1,0
74,118.312776,3153,141,0,5394.50381,766.8189278,11,770.6434014285715,0,0,0
37,44.28939732,1406,75,10,5538.545388,4073.150058,24,346.15908675,0,0,0
1,6.48526283,410,216,100,3340.810006,1187.411503,25,175.83210557894736,0,0,0
94,169.8949766,2346,17,0,4150.966541,821.6051143,15,345.91387841666665,0,0,0
79,133.544746,3022,101,0,2370.613983,1686.590127,19,169.32957021428572,0,0,0
57,124.7055239,3009,151,0,1656.851012,1154.108921,18,92.04727844444444,0,0,0
9,85.84591871,2508,233,46,1278.82438,1049.504824,26,63.941219,0,0,0
43,66.51840324,1152,9,13,1848.378885,606.9148455,23,108.72816970588237,0,0,0
15,104.2095287,3238,17,14,4429.434517,3164.675215,26,260.5549715882353,0,0,0
11,99.66906657,1333,317,24,1518.402959,896.8117275,13,189.800369875,0,0,0
138,364.7545734,2337,2,0,4885.648722,2335.460963,29,203.56869675,1,0,0
52,66.87663643,329,144,89,3096.155818,903.5484221,25,182.12681282352943,0,1,0
41,167.6038252,3401,3,0,5061.809762,2742.095204,20,253.0904881,0,0,0
16,183.3004371,466,0,0,1373.165892,187.2730257,6,228.860982,0,1,0
26,122.5784751,3211,50,0,1978.776451,1057.023067,16,141.34117507142858,0,0,0
5,235.6646347,1689,0,0,2910.576946,2006.539788,22,138.5989021904762,0,0,0
8,197.7685196,1170,0,31,3068.457561,1428.954213,14,236.035197,0,0,0
14,122.2362014,1648,65,15,3645.425359,2246.46315,6,607.5708931666667,0,1,1
154,288.3574803,2204,0,39,869.2886952,624.9160366,31,36.2203623,1,0,0
26,56.4943051,22,32,11,3461.470594,1418.250795,22,247.2478995714285,0,0,0
120,254.670562,1058,198,0,2128.126714,1504.94699,25,125.18392435294118,0,0,0
17,26.55308554,1777,11,8,5869.552115,3204.923869,20,489.1293429166667,0,1,0
43,240.0447655,3243,327,37,2205.571684,728.640631,20,157.54083457142858,0,0,0
23,113.7471196,1762,75,12,6333.637262,2848.981974,2,0.0,0,1,0
30,58.58109341,177,51,52,8818.370042,2101.810996,23,464.1247390526316,0,0,0
15,489.1706781,91,0,87,3668.799859,810.1109372,30,131.02856639285716,0,0,0
76,112.055473,3162,0,31,3109.834792,2291.724633,22,163.67551536842106,0,0,0
70,113.4573559,180,104,28,1858.487968,316.6504616,24,103.24933155555556,0,1,0
11,94.04153697,2789,87,0,3001.816651,1351.838831,22,142.94365004761906,0,0,0
123,183.5035818,1511,261,6,835.2863531,505.9850043,10,167.05727062,0,0,0
25,208.0809942,3443,42,62,5095.998166,1775.409723,27,212.33325691666667,0,0,0
2,150.1245127,388,137,22,4193.961728,2192.013273,3,0.0,0,1,0
81,205.5255472,1109,117,37,1588.814083,653.6820021,6,264.80234716666666,0,0,0
28,137.1487393,2424,22,0,1325.835615,830.4748644,11,120.53051045454544,0,0,0
46,58.33706544,1928,0,0,2720.45625,2166.418977,14,209.2658653846154,0,0,0
53,89.17037622,1690,161,16,4432.827848,1432.078252,26,201.4921749090909,0,1,0
72,149.641957,145,0,28,1075.668831,793.8341521,19,63.27463711764705,0,0,0
23,69.44237652,3090,268,0,5569.113741,567.2004518,15,428.3933646923077,0,0,0
115,185.5428179,2550,0,20,4099.399628,1769.549928,18,227.7444237777778,0,1,0
48,286.644418,1473,101,96,2279.517027,629.6438033,27,91.18068108,0,0,1
7,197.4785231,2496,60,0,879.322966,384.1917643,25,39.96922572727272,0,0,0
78,239.6570085,1208,43,2,2821.963806,943.8726444,21,134.37922885714286,0,0,1
176,293.4926777,2842,0,18,4767.476333,1089.879902,4,0.0,0,1,1
39,169.5663899,878,50,0,968.1500476,510.9008721,25,46.10238321904762,0,0,0
83,291.737426,1817,172,94,2076.774494,1506.8389,1,0.0,0,1,0
51,358.1401194,1109,0,86,5641.128813,2588.330726,17,433.9329856153846,0,0,0
108,137.1431303,548,268,0,1932.872548,1024.589613,30,87.8578430909091,1,0,0
50,75.5673752,1428,98,16,4168.039118,2538.352108,23,260.502444875,0,1,0
132,498.7161391,587,157,17,6262.267674,3261.191348,23,298.20322257142857,1,1,1
37,97.30403752,2457,21,15,3249.063092,1553.323788,24,141.26361269565217,0,0,0
81,234.919897,3002,157,22,2763.448121,710.1965508,0,0.0,0,1,1
16,96.88851702,1682,10,43,2051.600583,759.302433,19,107.97897805263158,0,1,0
86,126.2737718,53,33,0,6627.481268,4449.676622,21,315.59434609523805,0,0,0
21,22.3122112,756,169,42,3595.929151,1232.784748,22,224.7455719375,0,0,0
6,134.1468923,760,35,13,4407.982277,3064.950727,10,1101.99556925,0,1,1
45,90.42049958,148,125,0,4662.36464,3648.230651,12,466.236464,0,0,0
53,121.0446794,2620,0,103,2854.141142,777.0467176,11,317.12679355555554,0,1,0
34,237.2689502,1269,26,19,1516.203405,182.0206147,27,72.20016214285714,0,0,0
16,187.3201268,369,0,3,3914.939847,2991.90914,30,139.81928025,0,0,0
6,64.12401957,1397,19,0,2829.77537,1053.956997,28,104.80649518518518,0,1,0
184,288.560455,3130,169,0,6382.973347,2858.079258,25,277.52058030434785,1,1,0
23,63.45424975,588,105,6,4231.731201,2312.138353,20,352.64426675,0,0,0
29,76.19141374,2348,0,59,4506.080513,3298.424286,30,166.89187085185185,0,1,0
8,418.3985385,226,156,58,861.5272234,699.2648536,19,78.32065667272728,0,1,0
20,216.3059461,2590,30,0,3070.786453,254.3668064,29,139.5812024090909,0,0,0
59,92.4146496,3410,0,0,2244.368894,882.1075689,29,93.51537058333334,0,1,0
132,137.1578052,1867,121,0,3567.960892,828.6388107,13,274.45853015384614,0,0,0
11,228.0900847,1857,66,28,5316.810807,3552.559278,17,531.6810806999999,0,0,0
76,173.2819403,2295,0,96,5985.876256,2646.077873,6,997.6460426666666,0,1,0
17,49.98706326,2666,46,52,2494.513288,950.0810931,21,178.17952057142858,0,0,0
29,332.7731529,3427,152,28,3517.473632,2623.48824,14,270.5748947692308,0,1,0
55,206.3103724,727,94,0,1494.029848,768.4537217,9,249.00497466666664,0,0,1
13,27.45321598,806,1,27,574.0568124,450.5323327,17,33.76804778823529,0,0,1
73,196.4574302,3121,164,24,3766.146137,722.4803238,17,418.4606818888889,0,0,0
68,96.27122116,474,86,87,3154.188537,1515.592179,15,394.273567125,0,0,0
58,79.72857134,197,118,0,3312.720659,2222.538793,12,276.0600549166667,0,1,0
105,164.0794406,34,119,0,4639.400545,1597.380808,16,289.9625340625,0,1,0
154,237.3397456,2354,0,8,1652.055879,1097.898234,15,206.506984875,0,1,0
169,326.8665731,966,0,0,1561.487834,1230.85499,17,173.49864822222222,0,0,0
6,22.95032908,2356,9,86,5679.839858,2213.344249,30,298.93893989473685,0,0,0
65,287.0822392,3253,205,39,5905.630108,3800.937374,8,738.2037635,0,1,1
166,458.062424,3291,379,87,6466.809328,1387.268281,0,0.0,0,0,0
7,76.87066184,2201,110,0,3403.400993,2822.176857,4,1134.4669976666669,0,1,0
185,484.6669094,2064,0,30,3357.823077,1827.783444,16,258.29408284615386,0,0,0
13,78.77684856,545,0,4,406.854844,196.4059686,29,21.413412842105263,0,1,0
45,76.5797583,250,0,30,3190.032707,366.7518107,26,159.50163535,0,1,0
62,208.2317188,2582,0,27,5795.224207,1094.845989,2,0.0,0,1,0
7,109.5701875,3001,321,24,5330.401723,336.9436134,15,484.5819748181818,0,1,0
31,72.43312126,2419,407,8,1739.284363,747.9612371,22,91.5412822631579,0,0,0
61,103.1463412,3007,368,34,3078.096387,589.2058696,20,279.8269442727273,0,1,0
51,55.80437185,208,155,0,2630.72513,1190.828764,2,0.0,0,0,1
46,277.1360027,1625,138,32,4833.155974,2287.260164,27,193.32623896,0,1,0
50,172.2948843,2035,161,34,3424.090925,2518.549391,28,148.87351847826088,0,0,0
16,95.86355856,1033,0,9,1960.560605,1014.875966,17,217.84006722222225,0,0,0
128,300.6958364,1760,77,0,4631.977399,1681.321828,9,514.6641554444445,0,0,0
112,162.2393169,1248,103,0,3229.879277,1869.423373,5,1076.6264256666666,0,1,0
117,252.2182469,3072,233,0,894.353784,705.834495,25,37.264741,1,1,0
48,89.84879347,83,314,12,3397.977073,1429.012655,18,188.7765040555556,0,1,1
12,159.4257076,782,0,20,1134.230212,810.8022096,4,283.557553,0,0,1
18,37.97239837,1785,151,17,7239.27123,4835.352149,15,556.8670176923077,0,1,0
32,70.91726163,3416,124,20,5286.359759,1966.484962,23,240.28907995454543,0,0,0
67,268.2495662,2856,91,88,2216.287489,1790.439342,19,138.5179680625,0,0,0
84,249.4232687,2994,0,65,2241.301461,838.7537344,8,1120.6507305,0,1,0
99,206.4277251,1463,137,51,2755.188509,441.449935,21,229.59904241666663,0,0,0
3,4.031623176,378,29,52,3454.579252,2399.357927,10,1151.5264173333333,0,0,0
68,94.89707103,2107,20,0,1685.704557,587.6080504,21,84.28522785,0,1,0
46,244.7283625,1378,224,0,3221.754029,1726.248748,30,161.08770145,0,1,1
28,99.04500234,3431,0,93,3750.850299,2336.826415,28,170.49319540909093,0,1,0
28,46.83263991,581,149,27,3350.303554,2287.71558,10,335.0303554,0,0,0
0,1.200659743,3136,0,0,2476.31968,1481.796869,21,176.87997714285714,0,1,0
5,50.62060078,2039,172,1,2068.825047,132.2787501,12,206.8825047,0,0,0
32,104.5909666,1191,262,40,4364.900818,2211.028353,10,436.4900818,0,0,0
68,453.1428173,2337,319,15,4783.143725,1504.462404,13,398.5953104166667,0,0,0
71,121.7094666,2014,22,0,8001.515401,3480.443477,19,615.5011846923077,0,0,0
71,152.291248,2585,39,9,1833.383516,578.292745,29,76.39097983333333,0,0,0
107,228.3354172,352,0,0,2985.67286,1289.4689,31,135.71240272727275,1,0,0
16,148.9069904,118,24,0,8777.948032,4457.570982,20,516.3498842352941,0,0,0
74,135.08158,1242,214,2,3134.067702,1199.977159,1,0.0,0,0,0
102,309.446026,2955,81,38,5310.693903,2791.26585,27,204.2574578076924,1,0,0
15,67.23787965,2654,2,8,1961.189281,771.0837433,7,653.7297603333333,0,1,0
55,178.3082266,2016,166,13,4832.461865,2342.68614,14,483.2461865,0,1,1
61,88.46782247,3095,317,62,4141.753885,2271.60296,2,0.0,0,1,0
24,30.31251892,1378,48,0,1921.201846,1504.122762,8,240.15023075,0,0,0
173,351.4257941,187,32,8,9398.800918,2721.63773,25,587.425057375,0,0,0
107,199.4337084,786,0,64,5034.407014,2795.785216,22,296.1415890588236,0,1,0
45,303.3694229,427,64,3,5173.534832,1690.490883,6,862.2558053333333,0,1,1
21,48.51254835,2189,0,3,1922.402631,1151.797878,5,384.4805262,0,1,0
26,47.88505295,511,21,0,2766.797343,716.028679,8,345.849667875,0,0,0
16,115.8752271,1562,159,10,2963.85652,1832.174716,26,141.13602476190476,0,0,0
8,92.94060617,1093,39,37,2533.937662,1017.091752,29,110.17120269565216,0,0,0
18,23.56708571,2304,385,0,1652.349046,917.0292185,5,330.4698092,0,0,0
31,49.45885711,931,0,14,4311.49374,1260.915434,7,718.58229,0,0,0
169,296.1705512,3126,0,0,2957.148028,1480.731617,27,155.63936989473686,0,0,0
1,61.15050821,358,30,18,2526.136962,1568.752252,24,114.82440736363635,0,0,0
99,294.8682464,1327,0,0,2133.097232,371.8141428,27,96.95896509090908,0,0,0
2,159.4567538,147,0,0,6307.137847,4091.668691,30,242.58222488461536,0,0,0
95,277.4896524,858,266,94,6974.928813,2221.31684,26,317.04221877272727,0,0,0
23,151.5929882,1129,95,0,2022.197168,961.6722921,8,674.0657226666666,0,0,1
49,242.0626372,1004,105,1,991.4979548,669.9816758,26,61.968622175,0,0,0
7,41.57233006,361,66,0,5570.236718,4030.99552,6,928.3727863333334,0,1,0
53,232.5389328,30,109,0,5018.361803,3367.889021,30,185.86525196296296,0,0,0
94,124.277023,783,83,17,2854.184384,1211.628231,19,158.56579911111112,0,1,0
34,77.7863923,1006,0,0,2157.381221,621.9462637,6,359.56353683333333,0,1,0
104,217.0712905,637,61,0,4304.423207,3146.667462,18,331.10947746153846,0,0,1
76,93.96856132,973,15,26,1912.878413,372.3822481,23,136.63417235714286,0,1,0
23,35.79883145,3470,51,0,2359.936405,1851.016241,25,102.60593065217392,0,0,0
32,184.549744,3072,148,0,4440.052231,500.5578059,1,0.0,0,1,1
150,217.9961268,648,61,25,2557.845227,987.634425,27,116.26569213636364,1,0,0
29,63.7544314,752,403,0,2666.607284,932.236217,19,140.3477517894737,0,0,0
