TV,Radio,Social_Media,Sales
49,13.85687212,0.150053364,173.7564969
89,34.72354863,6.137642552,315.2344468
67,28.63117245,9.072549075,238.4197656
40,18.81042973,0.847597289,139.8707439
88,20.58313089,3.181661603,312.2713228
14,6.082044887,1.15443211,49.04490098
42,6.180146182,1.886427524,145.2658074
38,12.90576954,0.090806236,136.2445207
56,12.97856308,1.005704299,204.3764128
55,15.76697775,3.123576476,197.7312739
84,27.6452302,5.916649652,300.9241889
85,30.35464777,7.753122794,305.6120608
67,25.58280593,4.020770888,238.6030704
17,7.197847026,1.394325609,59.49515943
22,15.12646596,3.792188111,86.80395604
10,5.040121601,0.704360749,36.86056147
96,27.25291238,3.938099223,341.9124151
39,14.37856572,0.241241209,141.1120057
64,22.81691505,6.280742013,226.5901704
60,13.09853245,5.210825936,215.5833592
55,12.37094913,0.918581511,194.6287816
57,23.74241823,2.585252416,206.4798298
56,11.22170396,1.626544308,200.347425
45,14.17801327,3.769634351,158.5393851
12,6.636054358,0.838317446,43.42825766
20,0.34573089,0.787325148,71.31864882
92,26.86626542,5.435402212,328.4437938
22,4.477489767,1.52846934,71.64559408
70,22.85824494,6.146319119,248.0506236
58,16.77650201,0.471002112,210.880927
46,15.50255633,4.69488484,161.7826384
43,15.51307679,1.626380158,155.0412374
63,22.17656835,7.68073193,223.4236503
47,9.961821714,4.068030765,164.214738
65,22.06340243,3.577571811,229.2522388
49,8.208255183,4.305739085,172.960982
15,8.592102996,4.880310779,54.88491943
27,9.406938289,4.527243502,96.75122632
86,20.66269354,2.867545084,312.4340082
98,34.22011288,4.474838371,350.7275252
24,5.117508649,2.209701443,83.75148225
13,4.782495242,1.413944986,46.90197979
16,2.075971434,1.435038997,52.4151192
23,12.05716495,1.448221333,84.12020878
43,14.74315816,5.086102811,152.6018822
71,26.23145593,3.893304561,252.8537271
18,1.056114844,0.748769308,62.49807961
95,35.16812138,6.795153993,345.0030328
74,28.1170026,5.894168882,260.1810487
85,32.27082677,1.256186655,300.0486748
27,8.643650064,3.579154088,99.479876
24,0.848264479,1.592571775,83.77156783
64,14.60464647,1.769477138,220.304746
40,10.48745064,2.202956943,142.6127026
63,17.9879371,3.817063176,222.9096238
36,17.03355173,4.427632709,130.9960832
24,0.894522052,1.024989237,85.81164773
80,25.70476151,2.284896577,281.5414585
39,17.29712291,2.14164632,135.3643958
14,3.443825411,0.082932606,52.3609775
75,32.4386176,4.859321808,269.5336088
37,6.128436597,1.455540155,130.2172702
38,17.84312218,2.009779488,130.3708814
12,6.233073586,3.695362555,45.07483438
80,26.19652482,5.181134485,286.7701102
91,24.92555148,4.999090743,322.3014359
27,14.94411052,1.452690809,98.6526218
75,23.68041523,3.618129755,266.3690338
41,19.96957206,4.491042639,148.2586363
20,6.870163575,5.127572518,69.69781948
11,11.85393949,3.008452988,37.70652904
67,18.14052759,1.952495587,239.1708881
82,31.18586055,7.488026788,291.314666
46,14.39237842,1.240397092,162.9001448
67,15.96230199,4.823873221,235.9387612
21,8.228726375,1.59572773,72.91644672
48,15.83963977,5.286098271,170.4486331
36,8.338703112,1.45363758,133.2701918
95,26.72353586,3.600530083,333.9225156
73,23.51262647,5.371989647,265.8966362
64,10.70299962,2.756141184,231.7348707
25,7.100091534,1.5936932,89.81015562
42,6.409452082,3.61896382,144.0515004
47,17.54913506,3.5932496,166.1240988
81,27.01392648,4.050401703,284.7887164
37,7.753853243,0.646902083,128.5775395
43,22.07496465,3.662349016,153.0649097
64,18.10614293,3.746012095,222.3419275
50,24.2342799,3.802225298,172.7968154
85,17.92814765,2.125619697,305.3832807
37,14.82608899,5.056452865,133.9665006
87,36.78144812,5.944544971,310.0064665
94,39.22119838,10.42085288,336.8884053
88,28.32811978,2.4669255,313.0482667
10,2.298248107,2.435478085,33.59144825
24,14.68411591,0.975862762,87.8650301
38,11.25013604,3.18319928,134.5871144
99,38.26367194,3.918182853,348.837593
33,22.70338207,2.302985634,118.8740489
57,24.07376287,3.314484216,208.1833927
72,14.31731074,1.755859447,256.1705613
29,11.92270713,6.033385743,103.8744139
40,21.84297247,4.621465773,147.4245875
17,5.002416953,3.00718727,59.24360112
96,33.16691487,4.802682588,345.054354
46,17.92129715,2.374454098,167.4756663
57,17.26553001,3.183217517,205.6516972
36,16.01664419,2.893217344,126.1776343
42,9.457616913,1.857779697,150.8827395
90,29.0968972,6.041618334,322.8363326
18,8.25489387,3.241749256,62.38868798
51,20.69590176,7.122475601,179.782486
28,15.02799004,2.260928448,94.77142622
44,11.90949864,3.863594664,152.2200272
18,0.544774758,0.584802079,61.92842166
38,12.06842573,0.85156322,133.2952269
65,18.47026586,3.450908225,230.4452322
33,13.38002348,5.391596379,113.6807083
74,25.85526144,5.046778104,260.9790138
21,4.981465892,3.017010069,75.36215456
74,29.34550253,3.295645315,262.0124404
40,10.83821968,3.212553047,143.3820862
94,30.97274726,3.950369298,336.6023006
75,24.56962198,3.306948842,261.289447
61,18.97689884,2.309437067,215.3913543
92,35.31185933,5.238633498,329.0311993
99,33.89927206,7.955180603,352.8999567
68,26.21474469,5.257853498,237.886004
42,19.99560462,4.136097691,145.7346993
63,16.52948801,3.351418583,223.6950619
75,28.80884454,6.73194589,268.791677
15,17.87852819,6.684451448,50.73559898
49,21.10566879,7.20966175,170.0457399
66,18.92735337,7.016310108,232.6205345
31,6.900105047,0.7423989,111.8268837
56,20.7459852,4.241658945,202.9861934
54,20.11177512,3.804180277,194.1291713
60,12.23406316,1.659737604,214.1917541
35,5.121271546,0.875164961,122.8236586
50,8.412303495,3.642783793,177.1283951
37,14.42898333,0.246283393,131.29209
39,13.63285082,2.890436804,136.8019191
28,18.40492335,2.688172679,102.3886217
87,26.92871169,0.550205659,306.9884652
61,23.9098499,5.37298311,218.092673
40,8.588407255,3.068645816,140.1615469
79,27.50669513,7.241425458,285.4800485
11,0.216101168,0.753242703,41.39651524
80,27.51236249,1.032765641,283.416972
11,0.491153398,1.505058922,34.93300225
94,34.15861088,5.82074361,330.640837
84,25.04782863,3.111012701,295.4963766
21,7.046414004,0.056054843,72.07541671
16,10.32754546,1.40656398,57.40985369
71,20.84941338,2.469887527,253.4622592
27,0.975331234,0.409356653,88.80402133
59,28.88785755,5.388404394,207.3302796
22,13.1533711,3.584616882,79.69777425
65,21.07836064,3.607061612,232.2761831
28,3.306779995,2.690659024,99.48425179
49,14.87396622,1.638303876,174.200192
61,20.00446791,6.081970669,220.1068272
72,24.68121877,6.002450357,256.0372024
27,8.158783618,1.846245517,100.2771075
50,12.39492222,0.742938135,176.9281077
79,33.69096007,7.889353903,279.6918286
57,17.73126576,1.135948669,200.1080526
49,16.39876978,1.569718706,171.3306322
20,9.578543177,2.141996655,72.31156329
59,8.856135087,3.232468215,214.291665
51,16.74509293,1.373291629,184.8950088
65,29.06907952,3.380965049,234.3780869
54,9.42171819,0.760326336,190.0490835
30,11.26567713,0.144117014,102.4712089
47,9.266865633,4.040010034,164.6380952
73,22.37030589,0.171148051,257.6727806
94,29.8950106,6.500131863,333.7007365
10,6.492418979,1.307754019,34.0463585
19,2.477590756,5.557077517,68.63176182
79,19.57607017,4.32634078,279.4144408
94,40.3813996,5.407997745,331.4446076
65,23.88150599,2.832255371,228.577409
80,33.31778758,5.06205685,284.0248239
24,9.255560345,3.540823973,85.37271907
35,5.785759307,3.368526918,127.2212975
27,8.720237277,1.05124005,100.6415713
98,34.15632865,6.982952679,347.8305464
45,6.134131482,2.619106545,160.3981526
29,15.47539803,4.828720171,106.3468306
100,41.1538091,4.31660016,353.617947
99,28.76670512,5.585103137,352.3179119
16,17.75660719,4.547851426,55.40369343
51,14.84955816,6.545391968,181.6616002
66,22.15855916,2.197680767,234.3288131
41,12.99793945,3.006704771,147.3867563
35,12.14629522,1.992383015,122.9577834
99,37.46822321,7.194404457,349.4961687
15,10.41031566,1.834639961,51.78609705
99,29.85251876,9.316561995,353.4458885
72,26.93997283,2.332437144,257.1804575
15,2.797290618,4.83886776,48.86115001
13,3.220673901,2.446239991,45.23135362
61,17.07116687,3.800921079,222.5963753
31,9.170028162,1.012183081,110.5825006
58,15.2413917,0.114189919,209.1489884
16,7.327697332,3.236219566,58.13798394
54,14.05805349,1.497131726,195.7694205
90,32.98908421,5.114303431,321.266614
12,0.683476114,0.765877712,43.57911654
59,24.66295001,4.291873948,209.1876697
17,11.16675392,2.370877592,63.48794091
60,23.53730258,4.940351212,213.9107918
17,5.114304619,0.260751503,61.81393577
25,6.831105212,1.051652994,94.28890228
32,4.01212603,0.427108804,112.2035442
47,20.27755079,0.747904517,169.8875281
57,20.46156446,5.264913626,197.1858386
48,13.68967669,3.947498786,173.0984379
21,14.44136866,0.342016761,74.21648745
27,9.569824803,2.216601931,97.36011862
90,36.55151239,9.883176364,317.576616
23,1.119933449,2.024287502,84.37002181
18,2.609402156,0.055425098,62.00526615
12,2.433254458,2.478694936,42.77124819
81,25.70916199,5.579523367,290.5860748
60,20.65364197,3.097761704,210.8924638
93,29.30608808,2.303326934,327.771081
47,18.85597236,2.305723529,167.6367081
10,8.939084838,1.008130201,34.10189493
55,20.1870126,5.001959098,197.6712502
78,37.59808506,5.780036656,277.0929501
80,26.98790612,3.081278114,284.7262777
95,33.32069261,3.488541517,340.9498167
51,16.94974752,1.348300822,176.0068363
70,24.90507404,2.458070702,249.4106969
83,31.8388312,3.84892856,292.0247067
70,20.74153565,4.51238522,243.5008161
92,36.90254427,7.630973429,326.2296412
71,17.14796237,3.407461351,255.9716288
16,12.54786817,2.389338867,60.38358214
89,26.70268754,3.575561714,315.9003207
61,20.19729211,1.344451932,214.7407046
51,20.1474308,4.116821554,178.5935732
57,20.71769224,2.66330205,209.0289496
37,20.04563677,3.7938089,132.2091868
16,4.597245997,1.669253333,56.07567864
17,6.151246864,1.483987622,60.76229385
43,13.99501231,0.845058595,152.4241128
36,7.083959569,1.081620709,124.1332061
89,23.72064054,0.690473124,321.3230185
33,16.10664487,0.423792124,116.4897309
98,34.41226462,1.939969763,352.3803252
16,8.303409472,2.058523812,52.87884782
60,19.17142898,4.820069297,211.203686
40,12.16897263,1.785034944,140.9139961
62,16.08778914,5.060162938,215.7297595
26,10.81384681,2.310877745,95.28065047
68,21.28876131,3.213254208,239.4136594
85,24.74836655,2.607544268,306.4206717
59,16.64673559,6.234787461,210.121506
62,24.93153398,5.478962155,216.9365271
60,21.11999146,5.703028235,209.3268298
77,28.85380575,6.217753837,279.7655483
79,30.0181942,4.184199312,283.5943902
58,20.50407599,3.431358073,208.9592114
100,34.36913284,5.77397264,358.8975626
80,23.9546322,3.203461356,283.78129
15,9.047571207,1.340007941,57.4053155
73,20.74650679,1.918559126,262.8661923
84,34.98456952,11.26042983,301.4931202
41,9.556845464,1.356011738,139.9053476
96,29.649119,5.09171967,343.1144234
97,28.72454528,6.334771996,348.1096475
59,20.68293062,1.912705682,209.2848034
60,14.31611675,3.134427989,215.4557751
49,17.82159027,2.732126315,175.8979831
23,10.2124244,0.104238928,83.19717896
76,24.45854148,4.009270923,266.413766
38,8.062971378,2.409346229,132.3142815
24,2.353887518,1.093828271,81.69957779
83,20.31568063,1.682342275,298.706397
53,16.56332672,3.969570171,189.9324946
33,8.183954068,0.147169499,114.2039293
33,19.33747589,0.742523265,114.0368952
93,31.24781296,7.63806843,331.006228
61,22.69716459,6.146138462,216.0364765
67,21.50116376,2.810213152,236.1821108
49,8.283163563,1.257285088,177.4436895
90,20.40428624,2.217787717,322.2209951
69,17.02750719,3.249834162,244.8532522
22,7.789761193,0.288511704,79.85053634
55,20.69486154,3.953574081,192.682492
68,16.67482871,1.329460183,242.9898876
77,27.15924867,6.883559609,275.9579113
70,25.92397364,4.101003394,249.0485731
28,17.01736977,3.049292563,98.52768262
32,11.95566454,3.206331913,115.6169326
83,36.0042875,6.299889469,295.2811812
39,16.43039265,0.629930468,140.2820132
94,37.63339784,3.593898692,337.8500686
39,14.85751537,4.283919463,142.9248859
48,17.88145952,0.076059762,169.2278032
83,29.04890683,1.976047337,287.2446931
98,34.76307368,3.207630038,347.2449302
73,26.57564178,2.874401986,260.1839205
47,13.39621739,4.181491721,164.7607918
59,17.21377371,3.625658422,213.9776583
43,13.78107412,1.250244985,150.938614
66,23.44360429,3.951207434,237.7629107
10,6.171299414,2.248700745,37.09921372
54,13.81708859,2.491412135,193.0901217
24,13.022179,0.776760663,84.8192448
52,20.82910512,3.906481634,182.7487325
77,27.59973089,5.084562862,277.7194554
61,20.21722551,6.875922114,216.6811536
88,38.86435129,2.621418947,311.1146946
92,30.29945976,5.942147048,328.3491751
36,16.53025145,2.138833994,125.6101586
84,26.01281569,3.027266611,303.1964247
94,31.26698648,5.332790413,339.190205
91,36.1004354,4.332061718,319.9056448
21,11.1103027,1.609824309,84.62406262
70,18.75537671,4.499500158,256.2428753
84,30.18997846,3.43325727,302.0929048
24,10.79356441,2.557924297,79.26863682
83,32.79010616,10.2437346,296.8122379
13,7.444383355,5.103530387,44.05096813
21,7.578230065,1.031606867,76.5992176
100,31.73905151,6.53042334,353.251334
76,23.59569776,4.519114653,267.7402836
67,32.88272902,3.497704311,241.3945829
73,24.18800586,5.899739191,264.2218327
25,12.01841398,4.143639285,86.43456078
23,17.77730935,3.588287267,79.41889491
11,8.572132356,3.802582991,40.67745075
36,20.38097787,3.928353632,123.4259731
97,38.17272809,5.546782045,347.7659391
55,14.15724514,3.449239584,201.9961016
11,2.608126516,2.573891358,42.18314566
46,24.51757273,1.461142201,162.7823996
32,3.117856352,1.381985223,113.4593656
74,25.11653866,5.846600188,261.9747959
14,12.39563737,1.908127571,58.53156501
64,22.46616939,7.150085369,233.0154686
66,22.33069931,4.741691262,236.0814972
19,3.562325119,1.729921479,62.19423217
50,22.48656303,4.686640068,170.8145171
47,20.82015775,3.598794638,165.7856483
46,19.46702048,1.145521306,162.1521711
50,16.68128451,1.258518049,174.8039768
89,31.55684861,6.639293117,316.1769362
97,34.46795513,4.088163909,347.5891327
53,5.856616799,2.762125352,190.619282
45,15.44215432,1.161453302,160.9908055
28,9.812923503,0.369971776,101.4386575
53,24.63674178,3.396340616,186.8078147
78,30.78263387,4.327262063,273.6113122
93,23.77163648,3.688207002,334.8717431
100,32.57274847,5.430991677,355.3297239
10,4.693662632,2.156240536,34.56679012
45,12.90064612,0.843237641,164.3390498
65,24.95557114,3.886572721,231.3658464
53,19.89061645,3.079466745,188.1511842
43,6.89825317,0.646096057,154.3991126
28,7.191053729,0.032587652,98.73333034
70,20.91279178,4.007210363,247.9036965
16,8.511221137,2.605974425,56.43314187
80,21.66131793,4.286278224,284.9795608
52,14.68622497,3.854732763,183.9145347
81,24.53215154,5.363193035,284.4296988
79,29.27454206,1.791240836,278.7830371
96,27.98283498,3.500553519,348.4377445
40,19.94695027,4.409942415,144.8765937
69,27.08276724,3.996892883,243.8078034
13,1.067301036,0.825314156,45.40662239
14,3.047946161,0.998475322,46.48788091
70,22.02797304,5.556095046,247.9725884
67,18.27604405,2.348785403,237.759577
30,22.46689109,4.616527829,104.4446664
56,16.76213505,5.647998207,196.4379226
50,24.05831736,4.741096535,173.2842591
45,13.48532605,5.942775544,157.8814771
96,31.0321785,2.172376019,339.2103946
82,26.53276921,4.872160564,295.9333467
19,13.68520147,2.216926901,61.63307421
33,16.58869133,2.016096817,121.0863531
76,28.3134171,5.173771428,266.3278715
67,13.8307792,2.90002924,236.3068542
11,4.952002391,7.309016168,40.14105417
55,10.29724464,1.36503372,188.667483
89,32.28081447,4.606427961,311.4335461
66,30.51105176,2.625733254,232.9948515
22,1.551591041,0.486129113,80.97345703
88,26.71216178,5.834040145,308.0598456
63,18.0716099,4.009603049,222.395167
89,18.42630998,3.158669402,316.3148646
98,32.98528869,3.891731352,351.0535774
47,7.903492524,1.551582154,173.5896069
43,12.11627058,4.173004258,152.0483513
61,24.68551263,5.22238047,218.9860804
51,30.89320729,7.389871572,175.9890313
93,32.53845535,5.331902545,333.932421
37,16.50000902,3.138409019,130.7588912
21,7.771726602,2.075967643,73.39580202
42,8.922966385,2.254832178,143.856228
88,20.72482281,4.321570987,314.8295426
59,25.19640177,3.404124993,209.3645304
35,7.868479803,0.06731754,121.8138666
72,22.66567386,5.289217664,257.1158759
47,22.38166556,2.322283907,166.0603064
80,32.20083678,5.583016234,282.61784
26,4.545110873,2.852404636,93.01538817
51,16.57349003,0.928129377,189.9203029
90,14.39599154,0.895646184,323.1347398
78,28.11706363,4.28069051,278.7620332
70,19.83350146,2.169126347,247.5921365
77,21.52322437,3.905081353,273.467668
85,32.16505613,5.313501318,299.831784
50,29.05558455,6.136696879,177.3238903
11,10.03259879,0.684486506,38.69555595
73,23.16628697,4.273919017,257.6681116
26,13.89189629,2.39359741,90.67791735
72,25.6542875,6.396459843,250.6669444
66,25.80615546,5.848905295,236.0313106
70,14.41461909,1.874666304,249.9984974
79,28.54447728,4.952881046,277.361873
76,27.79645954,3.915785408,270.3551046
21,13.85032361,2.900443085,73.83086992
49,10.81167265,3.056311578,174.5142338
90,32.75641678,1.581845181,321.7478782
15,8.240898541,4.207676862,54.81334067
27,11.58423742,2.547683061,95.49114899
24,6.688832575,1.043337879,83.99009901
28,5.930538265,0.861035978,103.1628319
75,22.71907633,3.566563314,265.7948897
58,15.69086872,3.143849286,204.4063412
18,10.75229268,1.832885616,59.7933953
25,5.717314068,0.126471551,91.03215459
43,17.26923733,2.668721882,156.493122
41,15.399307,1.168398986,150.2588494
61,11.51253111,2.793347914,220.165067
11,3.781891222,1.888196109,41.63749948
46,15.73424826,3.670681166,160.4675811
42,11.95627229,1.748785255,148.9220025
77,21.62079765,3.571579662,271.5474018
78,15.73486797,0.509432226,281.9068631
32,7.801082015,1.758760771,113.3989396
75,25.26324859,2.504473175,267.235998
22,10.90658815,0.283125518,80.50988544
79,28.86285965,1.487848366,283.1115459
49,7.870960618,4.867663371,176.1282464
66,22.46543434,0.283374568,236.1719099
47,9.721111207,0.881835115,167.9770283
96,38.09039458,4.942815974,345.7806832
42,16.05076847,1.614349914,147.5554217
33,12.52223274,0.056339938,119.0233823
40,13.19401085,3.892134438,139.9381321
69,21.85879116,3.273587772,246.7614496
50,18.9396793,2.457398302,176.9729111
17,10.32892552,0.22490442,63.35830561
39,14.37870711,2.671230095,138.7518293
34,18.84526775,6.501071139,123.0024932
23,15.98558312,6.713201271,82.14573955
68,19.89609401,3.691370434,243.5681539
68,29.49996311,3.520463252,242.827857
49,21.10940259,4.247449589,171.1891551
30,10.55302912,0.818136405,105.2992687
29,4.952167506,0.015178191,104.9023676
43,16.40090079,5.537219727,151.1494622
92,33.30626217,5.365256008,332.1394819
87,22.97221688,0.569872983,306.4455341
74,19.7537397,4.996981078,257.8633264
83,29.62779345,4.967052169,296.5404942
18,12.96311522,0.910273486,66.70886844
40,18.44826657,2.240236875,141.6144208
47,17.60586851,2.785139037,163.3526701
100,35.08319587,6.750893552,353.1287078
22,12.20577282,0.209628861,82.87350391
22,4.631875016,1.714052811,78.1091351
97,32.81499473,6.469135436,347.1460055
59,18.73693928,4.166428183,210.6886426
34,6.288521566,0.784940388,118.717563
78,27.18067734,3.462775387,276.0140254
44,13.79194397,4.325957086,155.787445
20,12.91275537,0.141228007,66.20189021
22,8.539958592,1.726208762,81.24394386
56,12.41464256,0.67122054,196.5945084
81,32.46276288,7.394593343,282.4714683
34,14.41990991,3.449966023,119.9675456
25,1.4394043,0.476601268,90.93193458
95,30.79811267,4.432037098,338.1495517
57,11.27077509,0.489079881,202.3643006
99,30.33118132,6.874902604,349.063226
78,26.71815053,3.363133607,279.2291959
42,3.554830199,0.175409196,147.7748273
16,14.11605382,2.421047312,56.11037488
77,26.85928418,4.954590412,274.5720105
24,12.90902808,4.127052774,84.23062597
28,6.029834723,4.226553307,95.39293351
34,16.54897865,2.507602578,118.1257389
10,3.795386859,0.08705152,33.77579231
84,21.84650885,1.464674884,303.3009791
25,10.14884347,4.178689225,90.8262619
71,9.960783911,0.563444389,255.8479365
13,7.54871986,0.881171591,46.00775135
26,11.43091748,1.637087299,91.22124236
96,27.05157984,2.847943087,339.6879601
16,2.181141862,0.316356235,56.18992373
59,18.35068386,1.831142407,214.2691154
37,18.37349871,4.085720398,136.2090591
12,1.578916632,4.637683176,41.7006822
86,40.5572006,3.490643013,307.8322326
68,18.75119331,4.596953264,245.2377744
89,25.7252168,2.967397866,317.0033014
16,0.364453104,0.471870511,56.76894157
52,18.22775097,1.46423568,184.4052178
21,12.14047899,2.424122986,75.12890956
80,21.65921915,0.185140718,283.8539032
93,33.44612465,6.737926736,330.7683247
36,11.74323228,1.380873108,130.1052305
96,32.57632596,4.849638451,343.006536
73,19.18375248,3.345825344,262.2812906
80,26.50857047,0.441110839,284.9354724
68,17.30522246,3.579885761,241.3253526
87,26.2868629,1.777654087,307.3900957
66,20.43830433,2.097019822,236.1587125
64,22.23688421,5.39787857,225.0827009
94,27.44276637,2.375615308,336.004897
84,34.75985708,7.786331165,301.566465
61,19.81327192,0.733182064,217.3399513
69,16.14051524,3.698544745,246.4092004
94,27.63922592,3.796985953,336.9047215
42,13.76651754,1.667909691,149.3342017
32,8.307830874,3.835013023,112.929838
18,24.48425958,5.258960389,64.91713396
96,33.24653379,3.953012517,343.302666
89,20.86981195,7.882758146,311.5458763
53,21.22223249,3.97683231,186.6132475
62,13.68365047,2.722705333,223.6224376
85,32.11478337,6.307491644,304.5559203
100,29.61090382,4.297266947,355.4113311
28,13.44187653,5.166034391,101.2131872
50,22.29554389,2.821388736,176.294088
26,10.27052279,1.711637177,96.7886356
40,5.283799574,0.056516876,137.1191055
22,11.86861071,0.222563672,78.82271742
39,21.75233897,6.362993293,139.5289455
97,39.72720142,5.700071103,345.4002424
15,11.65346233,0.4192589,57.6272184
42,6.574754043,1.906421473,146.4444888
60,29.91466827,7.566088234,213.232032
39,16.88059995,4.300450043,134.5819911
59,21.73227479,1.164412348,213.5462203
13,1.785753879,1.150818911,44.24211889
85,26.31262933,3.527462273,301.2905938
93,14.97152964,4.950837638,330.1523834
39,19.77258376,1.932404713,133.8829994
24,15.57823282,0.613989803,78.67476945
40,6.840434393,2.21127782,141.1148856
94,30.74081606,1.325993613,335.5279533
29,8.594467237,6.259991431,105.2733
75,23.21583157,2.823404512,267.1082037
85,30.88592551,2.762634911,297.1210103
51,15.57082643,4.419476769,181.3659079
37,16.22896033,1.856518043,136.5731341
18,10.61128089,2.088636201,64.96739545
13,1.132159663,2.182918919,44.56330667
90,29.89162818,7.445374733,316.0227054
38,10.62808317,4.223887377,136.9299956
89,31.34456883,5.531733764,313.8384574
26,4.561389512,1.791092844,90.85086418
92,31.09859014,5.451928941,328.2091588
60,19.56382452,3.911593076,213.8418717
67,15.84387923,0.274847731,242.9322355
91,29.30289498,2.054143187,324.2025999
15,3.367646768,0.817346265,52.82900074
82,27.9477843,2.390363872,293.5809716
51,12.96221782,1.307508427,182.02879
53,24.25593991,3.567089593,188.7849519
47,11.50318371,2.519338224,162.3156135
34,10.9248179,2.761077651,120.4480819
70,27.8250589,7.517227186,251.8373844
85,22.07045663,0.558257155,302.918988
53,15.78634705,1.018862371,193.0239206
57,16.93276889,0.570012164,205.320967
93,27.05446611,5.748857069,328.6740039
52,19.52140396,5.296023403,188.0374706
92,30.33052366,6.592402221,329.5506473
25,10.33219793,1.864729703,85.80145956
83,23.74402735,3.853397609,298.1843017
12,8.674406942,2.76024852,42.18848212
58,19.31265786,7.152376619,205.8501613
84,25.52112396,6.982196583,303.9417894
49,11.1856596,1.117540683,174.947983
17,5.915589549,3.679589765,57.35429218
58,14.39177935,1.226266329,207.6955665
46,12.8045883,0.403183606,162.9168273
49,14.01663901,0.804732595,178.6016611
86,24.11731486,7.885150229,297.4179838
82,31.27216356,7.156201274,292.8000064
46,16.33680868,2.608252956,164.1198541
43,15.18856944,0.760136913,153.6034143
45,19.52113112,5.018550323,159.6395752
39,9.711793355,4.085503675,136.2617
46,18.28916702,3.367685945,162.761069
19,11.30005574,1.951961716,66.92974218
61,20.73115242,2.60083973,219.2762729
87,28.93984477,4.558251395,309.1159827
93,29.24109161,3.030024575,328.5450716
100,33.15180841,5.473668013,352.0316527
79,24.182637,8.112998598,282.0068578
60,19.07589515,0.028584966,215.8630212
84,29.13806872,4.47779358,294.8365076
58,13.86884055,0.415369459,208.2141876
58,21.03563703,2.676063422,201.1306345
77,24.14322754,6.439212757,272.1369614
22,2.143675371,2.392674334,75.44740193
95,30.89825295,4.79585416,340.1787683
55,13.81363025,3.245540816,193.8410802
40,8.398906234,1.465690951,146.0624753
28,12.1401328,5.189186344,105.1757641
50,16.21666237,4.527337829,176.198368
30,0.559364137,0.865257524,104.0141267
22,12.65418479,1.185976057,78.51737028
60,15.6542643,1.535037337,213.0470224
77,27.55608572,7.176764184,274.1111902
12,13.93826554,0.411806407,43.62627014
30,4.448543912,1.895344267,102.9688972
79,23.62769699,4.313288112,283.23928
15,3.61889035,0.424484925,57.13208846
94,28.34632962,2.769185314,341.0961459
46,14.19276133,5.080543358,166.8532012
34,5.781911269,2.625228759,123.6854906
74,16.85524707,4.161090186,266.4905429
92,26.81404542,4.200575594,324.1613788
30,8.23299153,0.635691754,106.0646022
88,21.33298526,8.327309347,318.4175882
91,17.88186115,4.934914451,327.3869317
83,19.35093165,0.759754583,295.1684318
34,4.450949726,4.79777927,123.5891212
41,17.41067699,3.407154022,146.0814648
15,1.768192165,2.568925254,58.27357746
78,36.40241947,5.322761087,277.7072998
63,25.08149831,2.684253156,221.8098717
75,27.37790545,6.011353686,261.807769
48,20.83411647,0.539190245,171.7390914
94,30.87615447,7.201351187,336.7465414
39,8.027424156,3.780097613,141.0870842
13,9.434361981,1.80338467,49.11766
42,15.50442945,2.861961964,145.797656
71,18.51355605,0.825055868,250.9404408
36,14.41288029,3.113926336,129.8253781
64,18.92071357,3.2484686,230.4018509
99,34.19292834,7.824969974,357.1050913
95,39.3614212,6.182300153,342.7787915
17,0.0430822,1.299324106,64.98105749
20,11.33818605,3.13E-05,67.66681205
80,29.33668376,3.456429808,288.1780625
46,18.99508544,0.962846607,164.3320454
75,20.14218343,5.76350789,265.2327334
15,3.089352514,2.609818028,61.44385143
63,14.43895625,2.954981196,220.228013
20,12.61877735,1.600792875,74.82778835
68,28.70134242,3.706080385,242.1359205
74,22.44968986,0.305109692,263.346636
11,5.515064497,0.767888515,36.30549977
35,7.227368592,1.144932144,122.1256688
52,19.40080063,5.766919399,189.9818855
25,9.973957511,0.673025333,87.25168606
74,21.19623719,2.288930782,265.2197984
11,0.460924393,0.258229475,38.21640173
99,36.73607325,7.608349815,347.7546808
11,5.561586305,3.530209276,39.99208709
34,7.768529884,0.826269553,122.8157616
48,10.8228892,1.350736827,162.161589
82,35.05290297,5.145975121,291.2396759
59,13.85180397,2.552071784,210.5865244
23,2.032868017,1.433139817,85.89262454
14,0.148676092,2.597693107,50.64875812
62,14.94979109,0.274450752,222.741668
80,32.53584218,4.741996361,281.7446462
87,31.07122783,4.894238959,309.6609171
16,1.871599257,1.877711405,56.32163683
16,0.451244404,3.53978674,56.01689561
96,37.6626967,6.313926027,340.1496419
85,36.16908593,7.523611218,309.6662556
11,6.838044063,2.464856311,41.40970369
64,20.50457042,4.530971142,233.6303792
59,31.00062729,2.464132207,214.2389135
94,27.85248821,8.473494927,339.5852883
62,22.21647118,3.545499499,217.5085094
53,13.63457957,3.33947268,186.2793658
19,5.455547294,1.025903363,62.91034074
91,26.62861541,4.539204096,325.2819772
40,17.89165524,4.098492828,143.452238
71,21.46999184,3.220821267,251.221702
28,5.552356016,1.01689872,100.5776591
55,16.86494698,4.255422961,194.3988008
32,10.0151608,2.074406562,111.9802845
77,18.30862229,2.517847341,275.529781
48,12.33661999,1.217325392,166.731075
56,24.40554207,6.450373512,197.083995
81,26.09919087,4.351757741,289.0364803
