ndaysafteronboarding,activitydays,android,label
661,26,0,0
3034,4,0,0
2350,21,1,0
3284,31,1,0
1201,6,1,1
1263,11,1,0
2118,4,0,1
1150,19,0,0
1876,15,0,0
1170,4,0,0
1864,29,0,0
89,5,0,0
3252,29,1,0
3415,19,1,0
331,19,1,0
1111,23,0,0
527,27,1,1
1991,29,0,0
2409,30,0,0
1802,14,1,0
1971,31,1,0
1894,14,1,0
447,20,0,0
422,31,0,0
3145,19,0,0
3068,18,0,0
23,23,0,0
457,4,0,0
1147,19,0,0
1511,6,0,0
2522,28,0,1
2664,13,0,0
1343,4,0,0
2628,14,0,0
2103,16,0,0
783,8,0,1
1812,5,0,0
1469,27,0,0
2876,1,0,1
298,21,0,0
2157,29,0,0
729,30,0,0
446,8,0,0
27,27,0,0
2975,0,0,1
737,16,1,0
1156,8,1,1
2630,24,0,0
3054,24,0,0
611,11,0,0
551,15,0,0
134,22,1,0
2252,5,0,0
1193,17,0,1
3387,20,0,0
2062,30,0,0
2431,11,0,0
2144,14,0,1
1778,19,0,0
841,23,0,1
130,27,1,0
353,14,1,1
3486,16,1,0
3294,27,1,0
1552,4,1,0
789,27,0,0
1183,18,1,0
1498,28,1,0
354,18,0,0
3345,14,0,1
1700,0,0,0
1568,21,1,0
2985,14,1,0
3034,1,0,0
3212,11,0,0
2063,31,0,0
2142,21,0,0
1384,15,0,0
2082,5,0,0
560,10,0,0
781,17,0,0
295,21,1,0
3336,8,0,1
2057,28,0,0
1546,27,1,0
3007,20,0,0
1461,23,0,0
174,4,0,0
2585,14,1,0
1147,8,1,1
3260,11,0,1
1614,10,0,0
1238,25,0,0
173,19,0,1
1680,26,0,0
1087,5,0,1
2888,31,1,1
1885,31,0,0
217,9,0,0
337,26,0,0
705,20,1,0
1026,17,1,0
3040,22,1,0
68,27,0,0
1761,8,0,0
1997,29,0,0
2835,19,0,0
193,2,0,0
398,29,1,0
2981,3,0,0
1555,0,1,1
199,31,0,0
1975,11,0,0
3479,26,1,0
388,17,1,0
835,19,0,0
2703,23,0,0
3023,25,0,0
524,6,0,0
463,29,0,0
1033,29,0,0
1959,21,1,0
246,13,1,0
1834,25,0,0
3075,20,0,0
795,21,1,1
1066,27,0,0
1441,21,0,0
278,15,0,0
497,12,1,1
2864,28,0,0
1528,8,0,0
51,21,0,0
2192,26,0,0
494,17,0,0
1607,27,1,0
323,28,1,0
925,13,0,0
275,23,1,0
928,21,0,1
560,6,0,0
268,21,0,0
2122,29,1,0
2221,0,1,0
3147,31,0,0
3238,25,0,0
39,30,0,0
636,19,0,0
1394,26,0,0
2147,11,0,0
2471,22,1,0
3120,26,1,0
1775,17,0,0
2800,31,0,0
2178,6,0,0
2127,17,0,0
1891,25,0,0
1861,19,0,0
1026,14,0,1
3295,20,0,0
2819,17,0,0
846,26,0,1
1043,26,0,0
355,18,1,1
354,9,0,0
1823,25,1,0
2460,28,0,0
1550,20,0,0
465,8,0,0
2442,21,0,0
3397,28,1,0
1691,20,0,0
93,23,1,0
2375,19,0,0
612,27,0,0
2530,11,1,0
2614,16,0,0
2569,21,0,0
1818,28,0,0
2143,0,0,1
2688,21,0,0
983,17,0,0
1897,22,0,0
2421,5,1,0
368,28,1,0
2205,3,0,1
2327,12,0,0
698,17,0,0
1473,20,0,0
1817,5,0,0
1297,9,0,0
3292,11,1,0
2146,15,0,0
2258,11,1,0
1044,15,0,0
2993,9,0,0
2415,14,0,0
2065,30,0,0
909,10,0,0
682,17,0,0
1750,10,0,0
3255,13,0,0
77,30,1,0
2264,26,0,0
3124,17,1,0
222,9,0,0
1846,24,0,0
1583,5,0,0
3329,30,0,0
1101,29,1,1
1613,13,0,0
2777,23,1,0
2928,28,0,0
1365,16,0,1
353,17,1,0
2818,23,0,1
1581,6,0,0
1126,18,1,0
2337,21,0,0
913,4,1,0
3461,8,1,0
2806,18,0,0
984,28,0,0
2589,30,1,0
2126,3,1,0
1325,9,1,0
3007,29,0,0
3047,16,1,0
3460,21,0,0
430,13,0,0
2179,8,0,0
1309,7,0,0
1105,23,1,0
543,26,0,0
2748,28,1,0
620,27,1,0
2272,8,1,0
3339,30,0,0
2960,8,1,1
3477,18,1,0
2324,1,0,0
2156,19,1,0
1517,27,0,0
2756,13,0,0
631,29,0,0
844,10,0,1
2048,3,0,0
1081,14,1,0
2805,3,1,0
513,13,0,1
1992,23,1,0
2499,9,1,0
963,2,1,0
2792,16,1,0
3016,16,0,0
498,27,0,0
3411,30,1,0
805,2,0,1
1508,1,0,0
1642,21,1,0
1074,17,1,0
1619,28,0,0
3334,3,0,0
3033,14,0,0
2821,17,0,0
601,6,0,1
2195,21,1,0
3102,13,0,0
2986,26,1,0
818,17,0,0
1228,29,0,0
843,5,0,0
1120,16,1,1
2594,25,0,0
490,17,0,0
1688,20,0,0
765,8,0,1
2732,0,1,0
2182,10,1,0
3068,24,0,0
2700,14,0,0
1362,22,0,0
804,12,0,0
1037,22,1,0
1573,21,0,1
1280,0,0,0
540,28,0,0
1937,13,0,0
1178,22,0,0
2617,9,0,0
747,3,0,0
2819,21,1,0
341,10,0,0
2264,6,1,0
1902,20,1,0
653,28,1,0
929,11,1,0
1377,25,1,0
3132,12,0,0
3450,30,0,1
3436,23,0,0
1347,31,0,0
860,2,0,0
975,17,0,1
1725,2,0,0
313,28,1,0
1487,18,0,0
1019,10,0,0
3356,30,0,0
2940,19,1,0
2684,17,1,0
3071,29,0,0
1938,1,0,1
942,29,1,0
2532,17,0,0
2353,0,1,0
2028,22,0,0
250,16,0,0
2797,19,1,0
3362,26,1,0
1723,3,0,1
2085,11,0,0
3179,26,0,0
3412,15,0,0
1596,20,1,0
1464,27,1,0
999,8,1,0
1209,20,0,0
3203,13,1,0
1277,21,0,0
1696,22,0,0
601,19,0,0
1027,20,0,0
1569,7,1,1
593,7,1,0
398,22,0,0
340,15,0,0
2470,4,1,0
1404,18,0,0
132,29,0,0
3264,18,1,0
728,28,1,0
3019,21,0,0
1390,19,1,0
1018,20,0,0
2456,30,1,0
2753,18,1,0
2619,17,1,0
801,26,1,0
2473,2,0,1
484,6,1,0
568,20,0,1
322,21,1,0
2957,12,0,1
3464,29,0,0
3360,27,1,1
1241,10,0,0
2634,5,1,0
2677,24,1,0
2763,7,1,0
396,14,0,1
1057,6,1,1
1140,18,1,0
1498,25,0,0
1066,23,0,1
3497,13,0,0
3203,29,1,0
429,26,0,1
2084,0,0,0
703,23,0,1
2137,31,0,0
1043,17,1,1
696,23,0,0
3035,29,0,0
3307,13,0,0
1927,17,0,1
779,3,0,0
630,15,0,0
1388,25,0,0
2575,3,0,0
1588,23,1,0
1873,25,1,0
1243,28,0,0
1025,22,1,0
3433,6,0,0
1186,14,0,0
613,16,1,0
955,18,0,1
33,18,0,0
1626,17,1,0
2165,8,0,0
2380,4,0,1
1086,17,0,1
3399,30,0,0
860,7,1,0
2554,21,0,0
2045,2,1,0
3418,28,1,0
1699,25,0,0
2772,10,0,0
1413,7,0,0
1703,7,0,0
3012,0,1,0
2886,24,0,0
8,8,0,0
332,20,1,0
301,28,0,0
755,9,0,0
1237,8,1,0
702,10,0,0
2066,16,0,0
1805,13,1,0
27,27,0,0
1619,11,1,0
904,4,0,0
198,3,0,0
2049,24,1,0
1699,0,1,0
711,1,0,1
809,2,0,1
3449,11,0,0
2820,30,0,0
2005,10,1,0
1860,12,1,0
3419,22,1,0
2572,16,1,0
1445,29,0,0
2570,26,0,0
644,10,1,0
3323,9,0,0
784,15,0,1
2469,26,0,0
1028,9,0,0
2975,14,1,0
1388,31,0,0
341,0,1,1
2915,13,0,0
2393,13,0,0
600,0,0,0
1448,25,0,0
1043,24,0,0
817,29,0,0
1431,18,1,0
3224,15,1,0
2336,4,0,0
87,23,0,0
1548,17,0,0
3166,18,1,0
2281,10,0,0
3454,26,0,0
1387,23,0,0
656,10,0,0
1146,11,0,0
2506,24,0,0
3468,27,0,0
2853,19,0,0
2042,7,1,1
2899,17,0,0
3248,30,0,0
2595,3,1,0
1818,12,0,1
3284,13,0,0
1305,17,1,0
3106,6,0,0
1107,25,0,0
3359,23,0,0
2952,18,0,0
3395,28,0,0
3227,12,1,0
3336,1,0,0
895,5,0,0
3038,19,1,0
2382,28,1,0
2864,24,1,0
2177,23,1,0
1503,6,1,0
2475,28,0,0
2506,17,1,0
2753,21,0,0
286,14,0,1
2329,6,0,0
341,5,0,0
2416,11,1,0
983,19,1,1
280,10,0,0
875,12,1,0
2326,21,0,0
3398,30,1,0
1215,5,0,0
958,19,0,0
3346,22,0,0
2552,29,0,0
2789,5,0,0
2222,8,0,1
473,27,1,0
1140,10,1,0
763,21,1,0
2343,28,0,0
2017,26,0,0
894,15,0,0
2399,5,0,0
3432,26,1,0
3166,23,1,0
1069,1,1,1
1760,22,0,0
2067,16,0,0
3062,21,0,0
3451,29,0,0
2482,22,0,0
2342,31,1,1
3163,9,1,0
174,20,1,0
3452,25,1,0
2853,28,1,0
418,22,0,0
2955,15,0,0
1136,6,0,0
1116,25,0,0
2537,3,0,0
1433,21,1,0
3102,19,0,0
2904,7,0,0
19,19,0,0
1309,5,1,0
1777,21,0,0
2057,19,0,1
721,15,0,0
492,11,0,0
3418,28,0,0
2433,22,1,0
3434,8,0,0
3219,19,0,0
2765,16,1,0
1490,5,1,0
2203,8,0,0
2647,3,0,1
644,23,0,0
2085,5,1,0
1633,24,1,0
2042,26,0,0
158,22,0,1
10,10,0,0
2875,21,0,0
3305,15,0,0
542,28,0,0
866,30,0,0
1010,26,0,0
1308,2,0,1
588,24,1,0
2171,24,0,0
1572,9,1,1
2081,3,0,0
72,25,0,0
1304,30,0,0
3108,25,0,0
925,4,1,0
584,26,0,0
58,10,0,1
115,14,0,0
19,19,1,0
807,3,0,0
3435,29,0,0
2555,3,0,0
409,12,1,0
2839,8,0,0
855,10,1,0
458,17,1,0
2225,23,1,0
373,9,0,0
2450,16,1,0
3475,9,0,0
3298,31,1,0
2033,23,1,0
715,23,1,0
1943,9,0,0
1872,22,0,0
908,10,0,0
3255,9,1,0
1181,26,0,0
692,16,1,0
3274,10,1,0
3125,26,0,0
1243,22,0,1
3035,12,0,0
1635,16,0,0
416,30,0,0
2682,5,0,0
1601,6,0,0
2843,2,0,1
760,25,0,0
1909,29,1,0
1237,14,0,0
965,27,1,0
1922,27,0,0
49,21,0,0
2832,30,1,0
1706,8,0,0
504,20,0,0
51,12,0,0
131,20,1,0
1506,15,1,1
1815,26,0,0
1590,20,0,0
215,25,0,0
2319,16,0,0
1241,9,0,0
1336,30,0,0
1889,4,1,0
1012,29,0,0
2865,1,0,1
3273,14,0,0
3027,14,0,0
1481,5,1,1
231,16,0,0
3115,19,0,0
2481,28,0,0
3084,1,0,0
1326,27,0,0
2694,25,0,0
271,8,0,0
2949,22,0,0
713,28,0,1
1235,21,0,0
357,30,0,0
335,20,1,0
972,6,0,0
1320,28,1,0
2863,30,1,0
1096,19,0,1
1280,7,1,0
3471,6,1,1
2305,13,0,0
2530,18,1,0
2293,0,0,1
3490,25,0,0
1248,22,1,0
876,8,0,0
2912,28,1,0
845,30,1,0
3061,19,1,0
2556,17,1,0
2253,11,1,0
1075,10,0,0
1731,22,0,0
1294,1,0,1
1515,10,1,0
2713,28,1,0
1986,19,0,0
3212,27,1,0
2646,17,1,0
2395,30,1,0
74,29,1,0
2710,11,0,0
1756,22,0,0
2755,15,1,1
1049,16,1,1
2364,14,0,0
2579,24,0,0
779,3,1,0
3379,17,1,0
1251,13,0,1
948,11,0,0
1550,10,1,0
1393,29,0,0
15,14,0,0
291,29,1,0
1698,17,0,0
42,19,0,0
2180,12,0,1
605,25,1,0
2640,12,0,0
2860,29,0,1
2487,29,0,0
759,25,0,0
1831,19,0,0
109,16,0,0
1889,18,0,0
2550,10,0,0
1760,20,0,0
1166,15,0,0
833,22,0,0
995,5,1,1
3431,17,0,0
2484,16,1,1
1010,15,1,0
2048,10,0,0
2427,13,0,0
879,9,0,1
605,11,0,0
1455,15,1,0
1944,22,1,0
1244,0,1,0
102,14,1,0
2609,30,0,0
34,3,0,0
716,23,0,0
1375,20,0,0
1759,5,1,0
377,6,0,0
1032,24,1,1
838,3,0,0
3445,13,0,0
1011,21,0,0
502,23,0,0
2917,26,0,0
169,14,0,0
811,28,1,0
1049,15,1,1
1829,17,0,0
2507,1,1,1
3498,3,1,0
1148,21,1,0
760,30,1,0
2197,22,1,0
3265,27,1,0
684,13,0,0
2213,26,1,0
1023,3,0,0
3020,26,0,0
1660,29,0,0
725,9,0,0
1137,10,0,0
1123,12,1,0
171,0,1,1
306,15,0,0
3166,8,1,0
1077,29,0,0
3177,30,1,0
275,27,0,0
2945,22,1,0
2124,11,1,0
2748,18,1,0
168,6,1,0
630,28,0,1
3102,18,0,0
1667,3,0,0
2522,26,1,0
2664,9,0,0
2238,30,0,0
2302,29,1,0
106,16,0,0
863,12,0,0
2385,12,0,0
2994,17,1,0
2073,23,0,1
1109,14,1,0
2824,6,1,0
21,18,1,0
2415,28,0,0
95,16,0,0
219,16,0,0
3174,19,1,0
2068,3,0,0
2118,27,1,0
2841,26,1,0
2089,15,0,0
2202,3,0,0
123,21,0,0
2122,23,1,0
2505,11,1,0
2854,28,1,1
779,15,0,0
2684,24,0,0
671,2,0,0
2960,27,0,0
586,1,0,0
1950,18,0,0
1490,29,0,0
427,21,1,0
2725,18,1,0
2588,8,0,0
2497,3,0,1
2105,19,0,0
2712,21,1,1
3076,5,0,0
716,17,1,1
1880,31,1,0
438,18,0,0
2324,15,0,0
1350,8,0,1
2300,15,0,0
398,10,1,1
2191,8,1,0
2350,22,1,0
2285,10,1,1
1074,5,0,1
3458,21,1,0
2813,3,1,0
488,29,0,0
3311,20,0,0
1469,30,1,0
3212,8,1,0
987,25,0,0
2884,23,0,0
1664,11,1,0
2682,19,0,0
898,0,0,1
2409,8,0,0
197,14,1,1
3026,27,1,0
2082,0,0,1
2578,11,0,0
1944,29,1,0
3236,6,0,0
2331,19,0,0
2983,28,0,0
393,16,0,0
20,20,1,1
1792,10,0,0
852,31,0,0
1976,24,1,0
1327,6,0,1
1511,17,0,1
1433,28,1,0
2285,24,0,0
3080,7,0,0
2286,14,1,0
1768,6,1,0
2829,9,1,0
3364,28,0,0
3149,11,0,0
47,31,1,0
1047,26,0,0
1180,15,1,0
2122,11,0,0
2997,12,0,0
2310,31,1,0
1436,14,1,0
2020,7,0,0
2628,5,0,0
557,17,1,1
396,19,0,0
1089,29,1,0
3201,26,0,0
3080,7,0,0
1008,19,1,0
227,13,1,1
847,3,1,1
447,22,0,0
2276,28,1,0
2128,2,0,1
2382,25,1,0
383,30,0,0
1274,29,0,0
305,19,0,0
1719,7,1,0
1878,4,0,1
304,7,0,1
2780,10,1,0
2033,8,0,0
3486,29,0,0
3136,21,1,0
2515,19,1,0
951,13,0,0
2568,8,1,0
1359,6,0,0
1811,28,0,0
1798,9,0,0
1550,28,1,0
204,17,1,0
1472,7,1,0
2133,28,1,0
1594,21,1,0
1494,0,0,1
1402,16,0,0
75,18,1,0
741,29,0,0
1649,10,0,0
3040,24,0,0
935,21,0,1
979,3,1,1
1307,1,0,1
1005,16,0,0
2079,26,0,0
686,14,0,1
1723,8,1,0
1529,14,0,0
1397,25,0,0
2916,9,0,0
820,26,0,1
2102,27,0,0
3013,3,0,1
2076,16,0,0
1058,13,0,0
797,29,1,0
2589,1,0,1
2280,4,0,0
3481,5,0,0
1189,24,1,0
2996,2,1,1
2068,17,0,0
481,22,0,0
638,30,0,0
1967,18,0,0
814,27,0,0
74,14,1,1
2788,22,1,1
1322,5,1,0
2144,16,0,0
2150,12,1,0
2508,10,0,1
1495,31,1,0
2068,10,1,0
2255,9,0,0
479,21,0,0
278,15,0,0
692,14,0,0
1695,12,0,0
2859,27,1,0
2312,16,0,0
1100,23,1,0
2603,0,0,0
1949,23,0,0
2542,27,1,0
3177,8,1,0
736,24,0,0
3101,19,1,1
3486,16,0,0
949,13,0,0
3066,21,1,0
782,29,0,0
1241,23,1,0
1095,28,1,0
152,22,0,0
2730,14,1,0
1778,5,0,1
2320,21,1,0
2075,1,0,1
1599,11,0,1
542,0,0,0
1404,2,0,1
2762,24,0,0
934,2,0,0
484,23,0,0
1668,26,1,0
481,23,0,0
1102,18,0,0
829,6,1,1
1637,27,0,0
1146,5,0,0
2902,14,0,0
2143,12,0,0
2874,31,0,0
209,28,0,0
925,22,0,0
21,21,0,0
3000,17,0,0
1158,27,0,0
2802,19,0,0
498,9,0,1
2437,17,0,0
3387,27,1,0
1302,19,0,0
3139,18,0,1
159,14,1,0
2230,6,0,1
2490,14,0,0
2075,24,0,0
431,2,0,1
1560,12,0,1
2819,26,0,0
1596,16,0,0
387,9,1,0
1418,13,0,0
1535,26,0,0
669,27,1,0
3267,7,1,0
1190,12,1,0
1947,10,0,1
1923,31,1,0
2406,8,0,0
2127,17,1,0
1175,23,1,1
1510,11,0,0
1721,23,0,0
942,13,0,1
3139,18,0,0
507,0,0,1
1296,6,1,1
654,27,0,0
133,29,0,0
1535,25,0,0
2208,24,0,0
1901,16,0,0
1614,30,0,0
1117,11,0,1
2941,7,0,0
82,25,1,1
242,12,1,0
278,20,0,0
1258,10,0,0
372,14,1,0
375,11,0,1
3189,4,0,0
2840,5,0,0
442,6,0,1
809,17,1,0
19,19,0,0
3483,4,1,0
700,10,0,0
3368,26,1,0
1137,22,0,0
3305,21,0,0
3179,3,1,0
2107,20,0,0
1407,3,0,1
2487,5,0,0
725,30,0,0
30,30,0,1
2617,19,1,0
2973,12,1,0
2586,19,1,0
1346,9,1,0
305,6,0,0
2799,20,0,0
291,5,1,1
2211,10,1,1
478,26,0,0
2877,29,0,0
271,20,0,1
3239,7,1,0
591,9,0,1
1370,11,1,0
534,12,0,0
2282,30,0,0
2867,22,0,0
1615,30,0,0
930,18,0,0
2933,29,0,0
1622,4,0,0
2424,19,0,0
2239,26,1,0
28,28,0,0
1169,30,0,0
237,28,0,0
2375,8,1,1
1820,30,1,0
2600,19,1,0
471,10,1,0
1515,22,0,0
1742,26,0,0
3187,13,1,0
3374,0,0,0
764,15,0,0
1174,30,0,0
1770,17,0,0
147,24,0,0
2194,26,0,0
3490,8,1,0
3480,31,0,0
2083,17,1,0
992,3,0,0
1635,18,0,0
1786,18,0,0
2198,0,0,0
1525,5,1,0
1992,18,0,0
1970,28,0,0
2232,8,1,0
2456,28,1,0
778,4,0,0
2823,26,1,0
602,21,1,0
1876,24,0,0
214,17,0,0
336,21,1,0
2500,26,0,0
3478,13,1,0
1894,4,0,1
1614,8,0,1
2227,6,1,0
710,28,0,0
2564,25,0,0
3437,24,0,0
1080,18,0,0
520,3,1,0
1772,29,0,0
3170,27,0,0
1272,17,0,0
1611,6,1,0
2611,5,1,0
737,16,0,0
1112,29,0,0
628,30,1,0
3179,22,0,0
2900,18,0,0
1103,3,1,1
348,6,0,1
193,30,0,0
386,6,0,0
3167,0,1,0
2301,19,0,0
2767,1,0,1
3428,14,0,0
573,28,0,0
621,15,1,0
1127,1,0,0
1094,14,0,0
819,17,0,0
2103,5,0,0
2824,22,0,0
515,9,1,0
2434,25,0,0
584,8,0,0
3361,20,0,0
2022,10,1,0
1160,4,0,1
1929,12,1,0
1083,27,1,0
1270,22,1,0
1943,1,1,0
1119,24,1,0
3265,20,0,0
1051,15,0,0
2776,24,0,0
1431,25,1,0
3387,26,1,0
88,5,1,1
988,16,0,0
138,12,1,0
120,14,0,0
3272,26,0,0
2171,23,1,0
1469,17,0,0
118,15,0,1
619,29,0,0
2616,2,1,0
3047,13,0,0
2166,10,1,0
828,30,0,0
1187,3,0,0
1229,6,0,1
2504,24,1,0
2150,13,0,0
1232,10,0,1
107,12,0,1
1400,28,1,0
488,8,0,0
692,19,0,0
1487,9,0,1
2761,23,1,0
381,24,0,0
1956,1,1,0
2968,2,0,0
903,9,1,1
3459,22,1,0
1494,22,1,0
1019,26,0,0
2723,28,0,0
93,13,1,1
942,10,0,0
2218,17,0,0
1598,17,1,0
3243,8,0,0
2810,25,0,0
2846,27,1,0
3223,9,0,0
47,9,0,0
1885,14,1,0
692,23,0,0
2519,19,1,0
1343,26,0,0
3096,27,0,0
460,11,1,1
2229,8,0,0
2837,25,0,0
2934,25,0,0
374,30,1,0
1014,1,1,0
954,31,1,0
2531,24,1,0
977,10,0,0
1012,7,0,1
1170,17,0,0
319,17,0,0
1501,15,0,0
2754,29,0,1
40,24,0,0
1239,25,1,0
2796,7,0,0
430,24,0,0
3398,7,0,0
1561,23,0,0
3496,7,1,0
103,18,0,0
2870,9,0,0
1889,22,0,0
1502,21,1,0
2244,20,0,0
1054,14,0,0
1977,12,0,0
2662,17,1,1
785,9,0,0
628,24,1,0
315,23,0,0
293,21,1,0
1515,1,0,0
2352,24,0,0
2731,19,0,0
2266,25,0,0
32,5,0,0
376,9,0,0
3285,26,0,0
3024,18,0,0
3340,2,0,1
2417,18,0,0
1642,1,1,0
3336,23,1,0
1762,24,1,1
898,24,0,0
3142,20,0,0
1758,13,1,0
32,29,0,1
209,30,0,0
1015,2,0,1
3009,29,1,0
2583,27,0,0
2774,10,0,0
2080,24,0,0
504,14,1,0
2657,27,0,0
2126,29,0,0
1131,28,0,0
1540,27,0,0
857,17,1,1
125,3,0,1
2367,26,0,0
3113,1,1,1
1543,9,0,0
2104,11,0,0
1310,10,1,1
1910,29,0,0
672,6,1,0
168,21,1,0
2738,15,0,0
2199,3,0,0
2678,25,1,0
3084,24,0,0
919,30,1,0
2393,25,0,0
2159,12,0,0
1312,8,0,0
2946,20,0,0
1972,8,0,0
2924,16,0,0
692,21,0,0
747,27,0,0
2625,29,0,0
2120,8,1,0
2709,7,1,0
3013,25,0,0
225,18,0,0
2106,13,1,0
2251,21,1,0
776,30,1,0
711,0,1,0
597,13,1,0
2920,23,0,0
1014,10,0,0
1558,24,1,0
638,15,1,0
2810,13,1,0
1645,30,0,0
1525,4,1,1
2234,9,0,0
3080,25,0,0
2936,19,1,0
3251,24,0,0
2671,30,0,0
1875,31,0,0
3065,24,0,0
3317,25,1,0
3227,25,0,0
2668,16,0,1
758,5,0,1
1758,16,1,0
2763,27,1,0
2893,6,1,0
1399,13,1,0
3326,6,0,0
584,27,1,0
472,11,0,0
2290,15,0,0
441,8,0,0
689,16,1,0
66,10,0,0
3053,31,0,0
1458,26,1,0
3336,11,1,0
1511,28,0,1
1339,15,1,0
3481,27,0,0
3465,20,1,0
1562,2,0,0
1925,30,0,0
2591,28,1,0
268,10,0,1
1140,23,1,0
1444,8,0,0
156,20,1,0
316,4,0,1
2907,19,1,0
3073,23,0,0
961,15,0,0
3325,17,0,0
1735,28,0,0
2354,22,0,0
435,17,0,1
1131,2,0,0
1945,16,0,0
309,11,0,0
2584,3,0,1
788,3,0,0
2637,28,1,0
2236,20,0,0
1218,1,1,0
1476,31,1,0
1097,12,0,0
1214,31,1,0
1513,20,0,0
1667,15,1,1
664,26,0,0
374,11,0,1
144,0,0,0
1643,13,1,0
1155,3,0,1
2547,30,0,0
723,21,0,0
1368,30,0,0
1907,1,1,0
3282,21,1,0
2175,29,0,0
2469,29,0,0
3015,21,0,0
125,10,0,0
1345,10,0,0
1152,5,0,1
1060,22,0,0
3373,27,1,0
2635,22,1,0
2737,1,0,0
2733,12,0,0
1693,26,0,0
2127,1,1,0
2067,29,0,0
294,2,0,0
2429,6,1,0
1960,8,0,0
3464,10,0,0
2114,22,0,0
49,13,0,0
1836,25,0,0
2754,29,1,0
2765,20,1,0
2945,31,1,0
86,28,0,0
987,29,1,0
480,11,0,0
1245,2,0,0
1547,24,1,0
1050,18,0,0
2783,27,0,0
453,28,0,0
1010,13,1,0
2308,17,0,0
1764,29,1,0
2798,26,0,0
264,30,0,0
2478,28,1,0
714,2,0,1
1242,26,0,0
1376,13,0,0
2324,11,1,0
307,20,0,0
1055,19,1,0
522,17,1,1
2561,22,0,0
1265,17,1,0
2496,5,0,0
3088,14,0,0
3409,26,1,0
1403,9,0,0
1149,26,1,0
221,10,0,1
2273,8,1,1
2442,11,0,0
1344,14,1,0
1187,2,0,1
556,2,1,0
2581,15,1,0
1522,30,0,0
686,2,1,0
2028,12,1,0
2964,6,0,0
323,8,0,1
2985,16,0,0
1222,23,0,0
2122,26,0,0
466,24,0,0
1321,28,0,0
2467,13,0,0
2112,9,0,0
99,16,1,1
174,19,1,0
1029,27,1,0
1269,11,1,1
2173,24,0,0
408,25,1,0
2232,13,1,1
3487,9,0,0
499,20,0,0
1280,0,0,1
152,23,1,0
3337,10,1,0
2002,12,1,0
3411,24,1,0
211,9,0,0
1363,30,0,0
3488,23,1,0
3031,21,0,0
1536,9,0,0
2267,16,0,0
118,9,1,0
2464,22,0,0
3055,11,1,0
1118,16,0,0
1659,16,0,0
1322,30,0,0
2862,5,0,0
1768,28,0,0
3069,25,1,0
318,16,0,0
1159,17,1,0
2749,29,1,0
2093,31,1,0
2245,19,1,0
1535,3,0,1
283,29,0,0
2916,12,0,0
2749,15,0,0
893,17,1,0
2821,20,1,0
31,23,0,0
543,15,0,1
2477,30,1,0
2336,11,1,0
2285,18,0,0
930,9,0,0
998,13,0,0
2350,20,0,0
3025,11,0,0
326,24,1,0
849,27,0,0
3188,2,0,0
3054,29,1,0
1055,17,1,1
3071,3,0,0
1589,12,1,0
1181,13,0,0
1878,11,0,0
394,8,1,0
1216,31,0,0
1115,25,0,0
1040,30,1,0
231,12,0,0
2044,17,0,0
2849,13,0,0
1164,1,0,0
678,6,0,1
2442,19,0,0
2745,8,0,1
852,9,1,0
1577,24,0,0
89,4,0,0
2157,21,0,0
1355,10,1,1
2214,30,1,0
709,17,1,0
1142,10,0,0
3303,28,0,0
1101,20,0,0
2944,5,0,0
933,29,1,0
3363,1,1,0
568,27,0,1
99,22,0,0
667,10,0,0
1441,16,1,1
315,16,1,0
1790,10,0,0
680,3,0,0
2200,26,0,0
132,31,0,0
2670,24,0,0
1512,29,0,0
462,12,1,1
2239,16,0,0
2659,11,0,0
2806,20,0,0
2550,21,1,0
2537,16,0,0
1940,24,1,0
2369,23,0,0
814,8,1,1
2807,24,0,0
2120,21,0,0
531,14,0,0
470,17,1,0
2688,6,0,0
1217,1,1,0
2488,5,0,0
852,28,1,0
1296,17,1,0
2982,4,0,0
2814,5,1,0
1059,28,0,0
1783,20,1,0
487,13,1,0
2422,19,0,0
2058,22,0,0
3467,29,0,0
648,19,0,0
100,26,0,0
1903,26,0,0
2190,29,0,0
2493,7,1,0
2140,18,0,0
2746,27,1,0
964,0,0,1
1724,25,1,0
753,30,1,0
1632,24,1,0
1967,24,0,0
2098,4,0,0
120,0,0,1
2693,16,1,0
2084,18,0,0
976,27,0,0
658,8,0,0
2294,18,0,0
2297,12,1,0
1445,29,1,0
3164,1,1,1
590,25,0,0
2511,28,1,0
3039,28,0,0
2235,27,1,0
2130,2,0,0
1468,20,0,0
2202,23,0,0
639,17,0,0
670,13,1,0
2765,3,0,0
1709,24,0,0
858,14,0,1
108,17,1,0
2291,20,0,0
898,23,0,0
2555,19,0,0
958,14,1,0
533,11,0,0
1545,10,1,1
3030,17,0,0
3369,17,0,0
1689,21,0,0
3020,27,0,0
1698,24,1,0
699,9,1,0
275,29,1,0
3019,8,0,1
1038,24,0,0
30,30,1,0
2678,3,0,0
2163,15,1,0
606,26,1,1
2645,8,0,0
343,18,1,0
1807,2,1,0
1268,29,0,0
757,11,1,1
2756,11,1,0
1199,13,1,0
2032,26,0,0
3252,17,0,0
236,6,0,0
2202,28,0,0
3299,23,1,0
744,30,0,0
2963,16,0,0
3112,8,0,0
2916,23,1,0
1084,25,0,0
1547,11,0,0
1305,10,1,0
1175,21,0,0
3498,25,1,1
3487,27,0,0
2839,9,0,0
1095,17,0,0
1912,22,1,0
2021,25,0,0
1330,22,0,0
1478,27,0,0
