ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device
3852,retained,169,135,293.7890181,477,104,0,1345.197134,698.125021,15,14,Android
3853,churned,152,123,194.4808351,1287,48,36,4366.129495,2277.070805,11,4,iPhone
3854,retained,100,83,439.1219163,2932,0,0,4629.857415,134.1571925,19,19,Android
3855,retained,92,74,118.312776,3153,141,0,5394.50381,766.8189278,11,7,iPhone
3856,retained,44,37,44.28939732,1406,75,10,5538.545388,4073.150058,24,16,iPhone
3857,retained,1,1,6.48526283,410,216,100,3340.810006,1187.411503,25,19,iPhone
3858,retained,111,94,169.8949766,2346,17,0,4150.966541,821.6051143,15,12,iPhone
3859,retained,101,85,105.8837985,2585,228,54,2584.6438,182.3430045,4,2,iPhone
3860,retained,94,79,133.544746,3022,101,0,2370.613983,1686.590127,19,14,iPhone
3861,retained,67,57,124.7055239,3009,151,0,1656.851012,1154.108921,18,18,iPhone
3862,retained,10,9,85.84591871,2508,233,46,1278.82438,1049.504824,26,20,iPhone
3863,retained,44,43,66.51840324,1152,9,13,1848.378885,606.9148455,23,17,iPhone
3864,retained,15,15,104.2095287,3238,17,14,4429.434517,3164.675215,26,17,iPhone
3865,churned,511,418,530.8883503,3064,99,0,3798.989533,1077.00685,16,14,iPhone
3866,retained,13,11,99.66906657,1333,317,24,1518.402959,896.8117275,13,8,iPhone
3867,retained,171,138,364.7545734,2337,2,0,4885.648722,2335.460963,29,24,iPhone
3868,retained,65,52,66.87663643,329,144,89,3096.155818,903.5484221,25,17,Android
3869,retained,49,41,167.6038252,3401,3,0,5061.809762,2742.095204,20,20,iPhone
3870,retained,37,30,232.5829017,2728,82,175,3819.145201,665.1475987,5,1,iPhone
3871,retained,12,10,200.2307298,3495,153,0,10277.79685,7007.194368,26,23,iPhone
3872,retained,18,16,183.3004371,466,0,0,1373.165892,187.2730257,6,6,Android
3873,retained,32,26,122.5784751,3211,50,0,1978.776451,1057.023067,16,14,iPhone
3874,retained,6,5,235.6646347,1689,0,0,2910.576946,2006.539788,22,21,iPhone
3875,retained,8,8,197.7685196,1170,0,31,3068.457561,1428.954213,14,13,iPhone
3876,churned,15,14,122.2362014,1648,65,15,3645.425359,2246.46315,6,6,Android
3877,retained,161,154,288.3574803,2204,0,39,869.2886952,624.9160366,31,24,iPhone
3878,retained,32,26,56.4943051,22,32,11,3461.470594,1418.250795,22,14,iPhone
3879,retained,266,243,398.3101861,356,205,0,5565.881564,4563.691697,31,24,iPhone
3880,,15,12,119.425408,681,6,49,14238.66237,2207.066233,26,22,Android
3881,retained,32,26,115.1502134,2844,19,26,11316.33486,1372.33619,15,14,iPhone
3882,retained,57,46,395.8951211,2345,79,42,13873.2897,1792.062885,2,2,iPhone
3883,retained,150,120,254.670562,1058,198,0,2128.126714,1504.94699,25,17,iPhone
3884,retained,19,17,26.55308554,1777,11,8,5869.552115,3204.923869,20,12,Android
3885,,48,43,240.0447655,3243,327,37,2205.571684,728.640631,20,14,iPhone
3886,retained,28,23,113.7471196,1762,75,12,6333.637262,2848.981974,2,0,Android
3887,retained,35,30,58.58109341,177,51,52,8818.370042,2101.810996,23,19,iPhone
3888,retained,19,15,489.1706781,91,0,87,3668.799859,810.1109372,30,28,iPhone
3889,retained,21,19,174.9218801,1428,107,123,2265.779789,683.2262718,23,15,iPhone
3890,,94,76,112.055473,3162,0,31,3109.834792,2291.724633,22,19,iPhone
3891,retained,89,89,218.312428,1492,16,117,3921.445728,726.5482445,11,10,iPhone
3892,retained,18,15,125.2721413,534,229,108,1813.514513,659.908911,27,23,Android
3893,retained,87,70,113.4573559,180,104,28,1858.487968,316.6504616,24,18,Android
3894,retained,115,93,610.6217016,831,0,164,519.1105768,285.8728556,14,13,iPhone
3895,retained,255,204,402.0114217,3063,312,100,1420.378916,1147.264226,3,3,iPhone
3896,retained,13,11,94.04153697,2789,87,0,3001.816651,1351.838831,22,21,iPhone
3897,retained,26,21,137.9948102,2445,0,116,6860.444401,2930.21417,28,17,iPhone
3898,retained,9,9,233.6680676,2871,0,0,4347.128032,1653.193001,4,3,iPhone
3899,,152,123,183.5035818,1511,261,6,835.2863531,505.9850043,10,5,iPhone
3900,retained,47,38,123.561861,3314,40,143,7927.87004,3743.683968,11,10,iPhone
3901,retained,31,25,208.0809942,3443,42,62,5095.998166,1775.409723,27,24,iPhone
3902,retained,2,2,150.1245127,388,137,22,4193.961728,2192.013273,3,0,Android
3903,retained,101,81,205.5255472,1109,117,37,1588.814083,653.6820021,6,6,iPhone
3904,retained,33,28,137.1487393,2424,22,0,1325.835615,830.4748644,11,11,iPhone
3905,retained,57,46,58.33706544,1928,0,0,2720.45625,2166.418977,14,13,iPhone
3906,retained,66,53,89.17037622,1690,161,16,4432.827848,1432.078252,26,22,Android
3907,retained,89,72,149.641957,145,0,28,1075.668831,793.8341521,19,17,iPhone
3908,retained,157,126,347.9119998,3159,0,11,2740.874704,1001.928735,2,2,iPhone
3909,retained,28,23,69.44237652,3090,268,0,5569.113741,567.2004518,15,13,iPhone
3910,retained,142,115,185.5428179,2550,0,20,4099.399628,1769.549928,18,18,Android
3911,churned,60,48,286.644418,1473,101,96,2279.517027,629.6438033,27,25,iPhone
3912,retained,106,86,190.4669263,132,0,259,1786.12301,371.1571043,0,0,iPhone
3913,,19,16,32.15240522,1083,20,158,3109.298814,1967.460685,13,12,iPhone
3914,retained,34,27,447.0018501,2245,328,0,13192.17439,3127.624887,10,6,iPhone
3915,retained,8,7,197.4785231,2496,60,0,879.322966,384.1917643,25,22,iPhone
3916,retained,308,293,323.3811739,1366,0,3,8375.2602,34.30748147,3,3,iPhone
3917,churned,97,78,239.6570085,1208,43,2,2821.963806,943.8726444,21,21,iPhone
3918,churned,220,176,293.4926777,2842,0,18,4767.476333,1089.879902,4,0,Android
3919,churned,270,216,343.0036115,3391,216,0,4251.908012,3011.005488,7,2,Android
3920,retained,26,21,182.4332485,1628,112,7,11061.47993,8811.599886,6,6,iPhone
3921,retained,48,39,169.5663899,878,50,0,968.1500476,510.9008721,25,21,iPhone
3922,retained,103,83,291.737426,1817,172,94,2076.774494,1506.8389,1,0,Android
3923,churned,147,120,646.6308559,2011,225,1,2885.935494,1083.209648,11,11,Android
3924,retained,43,36,73.56043995,886,0,0,9464.793134,3283.717123,2,2,Android
3925,retained,63,51,358.1401194,1109,0,86,5641.128813,2588.330726,17,13,iPhone
3926,retained,134,108,137.1431303,548,268,0,1932.872548,1024.589613,30,22,iPhone
3927,retained,60,50,75.5673752,1428,98,16,4168.039118,2538.352108,23,16,Android
3928,churned,149,132,498.7161391,587,157,17,6262.267674,3261.191348,23,21,Android
3929,retained,45,37,97.30403752,2457,21,15,3249.063092,1553.323788,24,23,iPhone
3930,churned,101,81,234.919897,3002,157,22,2763.448121,710.1965508,0,0,Android
3931,retained,20,16,96.88851702,1682,10,43,2051.600583,759.302433,19,19,Android
3932,retained,107,86,126.2737718,53,33,0,6627.481268,4449.676622,21,21,iPhone
3933,retained,21,21,22.3122112,756,169,42,3595.929151,1232.784748,22,16,iPhone
3934,retained,18,18,165.1212873,1040,0,60,8917.619098,6894.358319,26,24,iPhone
3935,churned,6,6,134.1468923,760,35,13,4407.982277,3064.950727,10,4,Android
3936,retained,53,45,90.42049958,148,125,0,4662.36464,3648.230651,12,10,iPhone
3937,retained,66,53,121.0446794,2620,0,103,2854.141142,777.0467176,11,9,Android
3938,retained,41,34,237.2689502,1269,26,19,1516.203405,182.0206147,27,21,iPhone
3939,retained,16,16,187.3201268,369,0,3,3914.939847,2991.90914,30,28,iPhone
3940,retained,6,6,64.12401957,1397,19,0,2829.77537,1053.956997,28,27,Android
3941,,368,297,447.7229306,2464,56,71,1936.464013,1335.635134,7,5,Android
3942,retained,229,184,288.560455,3130,169,0,6382.973347,2858.079258,25,23,Android
3943,retained,6,6,91.07671425,3482,0,0,3121.732549,1389.502032,2,2,iPhone
3944,retained,227,182,235.8750168,2318,125,11,12495.05031,1111.182246,20,14,Android
3945,retained,29,23,63.45424975,588,105,6,4231.731201,2312.138353,20,12,iPhone
3946,,27,22,103.2706607,1985,112,20,6112.055908,4356.708902,7,3,iPhone
3947,retained,27,21,36.4472282,1774,613,52,7137.253544,1555.878774,31,27,Android
3948,retained,24,21,39.39869379,3033,52,9,8923.365405,1341.530706,6,6,Android
3949,retained,36,29,76.19141374,2348,0,59,4506.080513,3298.424286,30,27,Android
3950,retained,10,8,418.3985385,226,156,58,861.5272234,699.2648536,19,11,Android
3951,retained,20,20,216.3059461,2590,30,0,3070.786453,254.3668064,29,22,iPhone
3952,retained,74,59,92.4146496,3410,0,0,2244.368894,882.1075689,29,24,Android
3953,retained,132,132,137.1578052,1867,121,0,3567.960892,828.6388107,13,13,iPhone
3954,retained,154,124,469.3407511,2358,0,84,7972.175891,5257.032871,20,14,iPhone
3955,retained,199,160,768.3746574,288,83,15,7448.374123,1998.980467,18,13,iPhone
3956,retained,11,11,228.0900847,1857,66,28,5316.810807,3552.559278,17,10,iPhone
3957,retained,368,297,402.9268273,512,0,11,4771.291962,1216.061329,1,0,Android
3958,retained,95,76,173.2819403,2295,0,96,5985.876256,2646.077873,6,6,Android
3959,retained,17,17,49.98706326,2666,46,52,2494.513288,950.0810931,21,14,iPhone
3960,churned,61,54,98.12060468,1890,0,37,6240.126925,1213.02672,5,5,Android
3961,retained,29,29,332.7731529,3427,152,28,3517.473632,2623.48824,14,13,Android
3962,churned,68,55,206.3103724,727,94,0,1494.029848,768.4537217,9,6,iPhone
3963,churned,15,13,27.45321598,806,1,27,574.0568124,450.5323327,17,17,iPhone
3964,retained,87,73,196.4574302,3121,164,24,3766.146137,722.4803238,17,9,iPhone
3965,retained,68,68,96.27122116,474,86,87,3154.188537,1515.592179,15,8,iPhone
3966,churned,334,270,339.1167784,699,552,14,3310.962316,1433.375558,18,13,iPhone
3967,retained,142,117,541.3986331,1875,0,136,924.6293573,697.4767243,20,20,iPhone
3968,retained,69,60,173.6047622,772,92,3,7390.95532,5504.238285,16,10,Android
3969,retained,230,184,554.5200396,42,40,79,5627.239827,2723.974641,13,12,Android
3970,,70,58,79.72857134,197,118,0,3312.720659,2222.538793,12,12,Android
3971,retained,131,105,164.0794406,34,119,0,4639.400545,1597.380808,16,16,Android
3972,churned,88,71,164.7472111,488,0,81,7740.974629,5414.313495,19,10,iPhone
3973,retained,35,28,244.964527,498,65,109,2396.174449,1896.44678,31,22,Android
3974,retained,191,154,237.3397456,2354,0,8,1652.055879,1097.898234,15,8,Android
3975,retained,6,5,34.01225479,1463,848,30,1251.259904,755.2529673,28,26,Android
3976,retained,209,169,326.8665731,966,0,0,1561.487834,1230.85499,17,9,iPhone
3977,retained,6,6,22.95032908,2356,9,86,5679.839858,2213.344249,30,19,iPhone
3978,,102,83,221.0560961,2023,155,0,8002.913856,6244.707182,10,4,Android
3979,churned,80,65,287.0822392,3253,205,39,5905.630108,3800.937374,8,8,Android
3980,retained,207,166,458.062424,3291,379,87,6466.809328,1387.268281,0,0,iPhone
3981,retained,9,7,76.87066184,2201,110,0,3403.400993,2822.176857,4,3,Android
3982,retained,229,185,484.6669094,2064,0,30,3357.823077,1827.783444,16,13,iPhone
3983,retained,15,13,78.77684856,545,0,4,406.854844,196.4059686,29,19,Android
3984,churned,307,246,758.5479161,496,580,86,4257.303121,2603.111055,8,8,iPhone
3985,retained,55,45,76.5797583,250,0,30,3190.032707,366.7518107,26,20,Android
3986,retained,77,62,208.2317188,2582,0,27,5795.224207,1094.845989,2,0,Android
3987,retained,9,7,109.5701875,3001,321,24,5330.401723,336.9436134,15,11,Android
3988,retained,31,31,72.43312126,2419,407,8,1739.284363,747.9612371,22,19,iPhone
3989,churned,27,22,219.3556024,536,170,131,6079.34019,4623.470028,0,0,Android
3990,retained,75,61,103.1463412,3007,368,34,3078.096387,589.2058696,20,11,Android
3991,churned,52,51,55.80437185,208,155,0,2630.72513,1190.828764,2,0,iPhone
3992,retained,51,46,277.1360027,1625,138,32,4833.155974,2287.260164,27,25,Android
3993,retained,51,50,172.2948843,2035,161,34,3424.090925,2518.549391,28,23,iPhone
3994,retained,20,16,95.86355856,1033,0,9,1960.560605,1014.875966,17,9,iPhone
3995,churned,108,86,117.8246769,1249,9,0,2987.918613,884.4290993,2,2,iPhone
3996,retained,155,128,300.6958364,1760,77,0,4631.977399,1681.321828,9,9,iPhone
3997,retained,140,112,162.2393169,1248,103,0,3229.879277,1869.423373,5,3,Android
3998,retained,130,117,252.2182469,3072,233,0,894.353784,705.834495,25,24,Android
3999,churned,59,48,89.84879347,83,314,12,3397.977073,1429.012655,18,18,Android
4000,retained,0,0,23.39833048,3241,50,42,8588.417122,6418.361512,8,3,Android
4001,churned,14,12,159.4257076,782,0,20,1134.230212,810.8022096,4,4,iPhone
4002,retained,18,18,37.97239837,1785,151,17,7239.27123,4835.352149,15,13,Android
4003,retained,266,213,294.5903246,68,30,0,2767.01749,1474.549834,15,13,iPhone
4004,,246,197,422.7220068,328,0,9,4474.988925,2692.106452,23,13,iPhone
4005,retained,39,32,70.91726163,3416,124,20,5286.359759,1966.484962,23,22,iPhone
4006,retained,83,67,268.2495662,2856,91,88,2216.287489,1790.439342,19,16,iPhone
4007,churned,374,299,425.0788001,1234,129,0,1699.328549,781.0850159,6,6,Android
4008,retained,89,84,249.4232687,2994,0,65,2241.301461,838.7537344,8,2,Android
4009,retained,123,99,206.4277251,1463,137,51,2755.188509,441.449935,21,12,iPhone
4010,churned,343,296,431.8488952,1659,78,0,1387.055558,1055.795439,7,3,iPhone
4011,retained,3,3,4.031623176,378,29,52,3454.579252,2399.357927,10,3,iPhone
4012,retained,68,68,94.89707103,2107,20,0,1685.704557,587.6080504,21,20,Android
4013,churned,53,46,244.7283625,1378,224,0,3221.754029,1726.248748,30,20,Android
4014,retained,31,28,99.04500234,3431,0,93,3750.850299,2336.826415,28,22,Android
4015,retained,34,28,46.83263991,581,149,27,3350.303554,2287.71558,10,10,iPhone
4016,retained,0,0,1.200659743,3136,0,0,2476.31968,1481.796869,21,14,Android
4017,retained,5,5,50.62060078,2039,172,1,2068.825047,132.2787501,12,10,iPhone
4018,retained,139,112,249.525405,2276,222,97,10864.52607,2223.334928,6,6,iPhone
4019,retained,32,32,104.5909666,1191,262,40,4364.900818,2211.028353,10,10,iPhone
4020,retained,85,68,453.1428173,2337,319,15,4783.143725,1504.462404,13,12,iPhone
4021,retained,7,7,89.46500688,2896,175,79,5006.177288,440.6204842,1,1,iPhone
4022,retained,83,71,121.7094666,2014,22,0,8001.515401,3480.443477,19,13,iPhone
4023,retained,88,71,152.291248,2585,39,9,1833.383516,578.292745,29,24,iPhone
4024,retained,133,107,228.3354172,352,0,0,2985.67286,1289.4689,31,22,iPhone
4025,retained,16,16,148.9069904,118,24,0,8777.948032,4457.570982,20,17,iPhone
4026,retained,92,74,135.08158,1242,214,2,3134.067702,1199.977159,1,0,iPhone
4027,retained,128,102,309.446026,2955,81,38,5310.693903,2791.26585,27,26,iPhone
4028,retained,18,15,67.23787965,2654,2,8,1961.189281,771.0837433,7,3,Android
4029,churned,68,55,178.3082266,2016,166,13,4832.461865,2342.68614,14,10,Android
4030,retained,76,61,88.46782247,3095,317,62,4141.753885,2271.60296,2,0,Android
4031,retained,9,9,108.7645333,2729,694,34,3753.381493,2362.842656,28,19,Android
4032,retained,30,24,30.31251892,1378,48,0,1921.201846,1504.122762,8,8,iPhone
4033,retained,39,33,240.8677103,1978,43,16,10145.08073,1779.760003,12,9,Android
4034,retained,213,173,351.4257941,187,32,8,9398.800918,2721.63773,25,16,iPhone
4035,retained,133,107,199.4337084,786,0,64,5034.407014,2795.785216,22,17,Android
4036,churned,57,45,303.3694229,427,64,3,5173.534832,1690.490883,6,6,Android
4037,churned,46,46,241.6197996,514,30,3,3824.795363,1443.3919,2,2,iPhone
4038,churned,123,105,158.2575532,3149,75,127,3922.29541,2413.019118,1,0,iPhone
4039,retained,21,21,48.51254835,2189,0,3,1922.402631,1151.797878,5,5,Android
4040,retained,33,26,47.88505295,511,21,0,2766.797343,716.028679,8,8,iPhone
4041,retained,17,16,115.8752271,1562,159,10,2963.85652,1832.174716,26,21,iPhone
4042,churned,187,165,226.8286386,2986,574,12,12606.36508,722.9883988,9,5,Android
4043,retained,9,8,92.94060617,1093,39,37,2533.937662,1017.091752,29,23,iPhone
4044,retained,18,18,23.56708571,2304,385,0,1652.349046,917.0292185,5,5,iPhone
4045,retained,31,31,49.45885711,931,0,14,4311.49374,1260.915434,7,6,iPhone
4046,churned,3,3,10.38334793,1063,492,0,4358.492417,2074.978557,13,11,iPhone
4047,retained,211,169,296.1705512,3126,0,0,2957.148028,1480.731617,27,19,iPhone
4048,retained,2,1,61.15050821,358,30,18,2526.136962,1568.752252,24,22,iPhone
4049,retained,123,99,294.8682464,1327,0,0,2133.097232,371.8141428,27,22,iPhone
4050,retained,2,2,159.4567538,147,0,0,6307.137847,4091.668691,30,26,iPhone
4051,retained,118,95,277.4896524,858,266,94,6974.928813,2221.31684,26,22,iPhone
4052,churned,28,23,151.5929882,1129,95,0,2022.197168,961.6722921,8,3,iPhone
4053,retained,14,12,99.16994684,52,0,7,5259.967726,2641.387919,28,23,Android
4054,,61,49,242.0626372,1004,105,1,991.4979548,669.9816758,26,16,iPhone
4055,retained,7,7,41.57233006,361,66,0,5570.236718,4030.99552,6,6,Android
4056,churned,80,65,210.6709808,701,7,0,5902.466984,2919.38833,6,2,Android
4057,retained,395,316,441.082067,3087,267,15,2365.316003,390.2901818,22,14,iPhone
4058,retained,65,53,232.5389328,30,109,0,5018.361803,3367.889021,30,27,iPhone
4059,retained,118,94,124.277023,783,83,17,2854.184384,1211.628231,19,18,Android
4060,retained,34,34,77.7863923,1006,0,0,2157.381221,621.9462637,6,6,Android
4061,churned,129,104,217.0712905,637,61,0,4304.423207,3146.667462,18,13,iPhone
4062,churned,100,81,195.0162504,361,144,190,3474.493285,2360.318842,10,4,iPhone
4063,retained,46,38,48.15019661,2003,0,49,8421.506363,6776.325723,12,5,Android
4064,churned,53,45,241.9931862,2116,0,164,3075.22964,2273.755069,0,0,iPhone
4065,retained,93,76,93.96856132,973,15,26,1912.878413,372.3822481,23,14,Android
4066,retained,136,111,550.136366,1842,0,10,1208.468638,341.9090213,12,9,Android
4067,retained,28,23,35.79883145,3470,51,0,2359.936405,1851.016241,25,23,iPhone
4068,retained,105,84,254.6285545,2945,32,35,8071.756388,5339.264625,29,25,Android
4069,churned,95,76,642.3701317,3430,104,0,1948.833153,788.5777581,4,4,iPhone
4070,retained,6,5,111.325933,2761,452,114,2690.910299,486.947781,5,3,Android
4071,churned,155,124,253.9051154,743,94,0,5112.427348,1412.848372,2,2,iPhone
4072,churned,40,32,184.549744,3072,148,0,4440.052231,500.5578059,1,0,Android
4073,retained,182,150,217.9961268,648,61,25,2557.845227,987.634425,27,22,iPhone
4074,retained,33,29,63.7544314,752,403,0,2666.607284,932.236217,19,19,iPhone
4075,retained,204,164,207.8371289,2757,129,0,1270.959676,220.8680591,8,8,Android
4076,retained,27,27,210.8159778,3054,67,31,9309.950605,7193.817473,19,18,iPhone
4077,retained,7,6,83.47016893,2363,70,0,3704.207163,2334.56073,4,0,iPhone
4078,retained,22,20,105.318945,506,118,29,6887.503528,4828.202011,24,20,iPhone
4079,retained,91,91,201.8675502,1287,286,60,2839.747695,2349.762423,2,2,iPhone
4080,retained,43,36,130.1119916,1292,193,0,5447.138977,1056.208687,26,24,iPhone
4081,retained,65,63,77.51028344,2784,132,43,6505.983061,2501.3694,23,16,Android
4082,retained,473,422,798.4479283,840,314,95,1527.94227,1203.658772,13,13,Android
4083,retained,8,6,68.41547962,387,234,14,1266.802609,774.7341415,28,22,Android
4084,retained,5,4,9.233308621,3484,35,66,2033.789875,456.5892345,25,22,iPhone
4085,retained,103,83,146.3608215,419,163,0,5491.67792,1157.761386,12,10,iPhone
4086,churned,28,28,154.2596388,591,93,0,1974.690682,1348.127712,22,21,iPhone
4087,retained,305,247,346.9269359,1206,270,0,7415.414475,5854.002797,13,13,iPhone
4088,retained,39,34,132.5110298,2493,54,0,2391.288783,1319.703663,30,28,iPhone
4089,retained,36,29,140.5158458,2998,95,93,5672.709206,917.0124872,25,20,iPhone
4090,churned,100,84,107.513206,648,189,89,1108.242503,518.5394249,5,5,iPhone
4091,churned,138,111,289.0633581,1236,4,43,4653.014239,1568.584793,3,3,Android
4092,retained,89,72,354.8013675,714,92,36,2140.345325,1352.226303,29,23,iPhone
4093,retained,14,14,33.66448817,601,220,0,2553.291521,963.7264769,20,19,iPhone
4094,retained,62,50,88.46286552,2174,184,0,3399.406459,391.380753,6,6,iPhone
4095,churned,59,47,137.992782,422,182,4,3379.428959,1782.717272,27,26,iPhone
4096,retained,69,55,154.662299,3382,0,50,2407.115621,417.1041396,13,13,iPhone
4097,retained,184,149,231.2336418,1925,179,5,7978.041661,1230.141722,26,20,iPhone
4098,retained,73,59,127.3527473,1232,0,103,1242.490982,850.1917078,13,13,iPhone
4099,retained,56,45,148.2601455,3198,7,0,3226.907399,485.9030015,28,26,iPhone
4100,retained,66,54,178.2337583,2645,67,16,3902.159977,2307.513611,18,18,iPhone
4101,retained,34,34,76.01363359,3222,125,0,2934.594207,1290.441565,15,13,Android
4102,retained,50,42,78.40283171,2427,29,37,2664.486557,2132.514707,10,6,iPhone
4103,churned,47,40,211.5552327,1165,19,6,2007.688778,608.8754622,4,0,iPhone
4104,,4,4,233.0846821,2598,27,0,1553.254624,667.4180885,31,30,iPhone
4105,retained,23,18,45.46902682,2177,268,0,3622.46946,2030.383498,1,0,iPhone
4106,retained,33,26,62.97260314,266,0,32,2662.606342,1085.161153,25,21,iPhone
4107,retained,45,38,152.340308,1391,371,0,436.8606813,301.3645753,3,3,Android
4108,churned,73,58,271.8422633,1139,403,0,2080.78977,439.9772613,11,11,Android
4109,churned,108,87,292.687545,1223,255,231,808.0673415,655.3037939,4,4,iPhone
4110,retained,102,82,200.1884964,3345,14,24,3191.823428,1405.41687,23,17,iPhone
4111,retained,314,255,321.7260463,2577,47,0,1697.515918,539.5513635,18,14,Android
4112,retained,106,85,184.6114588,2120,0,175,3713.975468,1695.280555,8,4,iPhone
4113,retained,25,20,49.63771726,1014,0,67,1006.846019,527.8502135,25,23,iPhone
4114,churned,59,49,62.71951025,2160,172,27,4325.891853,1821.768901,6,1,iPhone
4115,retained,31,27,34.92073639,1575,133,0,1653.565336,1370.394227,21,15,iPhone
4116,retained,45,45,112.4232524,2127,0,5,1174.568346,817.8818471,8,4,iPhone
4117,retained,41,33,104.5408502,2140,38,26,1948.229628,1400.816235,23,14,iPhone
4118,,180,145,210.7320726,1712,495,185,502.5621807,188.2759051,3,3,iPhone
4119,retained,33,27,349.3553254,2018,3,86,3152.873892,361.9426222,13,12,Android
4120,churned,75,61,209.9175146,2196,0,23,1509.913753,1124.147181,11,11,iPhone
4121,retained,40,32,136.7883471,532,62,0,5817.352785,866.4917819,6,1,Android
4122,retained,13,13,50.83519468,1852,286,0,3419.737405,1368.426152,29,20,iPhone
4123,retained,489,391,504.6170537,385,15,53,7363.263076,3418.281276,2,2,iPhone
4124,retained,6,5,117.8066011,455,34,204,8757.113802,4355.419823,27,19,iPhone
4125,retained,69,65,369.6649307,2137,132,39,5301.4693,1804.860405,12,11,Android
4126,churned,90,72,180.7604447,1590,0,155,3831.352183,2795.163064,1,0,iPhone
4127,retained,72,58,82.08358633,3357,51,124,4453.286201,1484.096688,8,6,iPhone
4128,retained,132,105,312.5256216,1767,0,0,4344.746451,755.7844402,18,13,iPhone
4129,retained,62,50,91.84269155,1606,228,125,3054.921756,1672.315262,18,17,Android
4130,retained,74,60,84.82982087,2470,32,52,1419.185417,1171.640156,2,0,iPhone
4131,retained,9,7,131.8347377,1486,176,80,2590.502778,1872.743919,6,6,iPhone
4132,,62,50,90.20318303,453,46,49,2272.999432,732.4684898,15,7,Android
4133,retained,40,32,59.77728157,393,486,51,1147.245684,893.7431052,19,16,iPhone
4134,retained,21,21,310.973672,903,35,0,1529.941193,733.008423,23,23,iPhone
4135,retained,51,41,221.5787875,3013,0,118,4773.816512,1186.638015,4,0,Android
4136,retained,21,21,215.5473289,2051,3,0,744.6575532,382.1205399,7,7,iPhone
4137,retained,25,21,76.49633058,151,118,0,6709.764212,907.8244969,7,2,Android
4138,retained,43,35,55.83539873,397,86,0,3978.635105,1192.298253,25,18,Android
4139,churned,6,6,12.78418716,3238,172,56,1278.892998,960.9230703,5,5,iPhone
4140,retained,96,77,409.1705671,189,71,135,3560.846684,1553.218513,21,17,Android
4141,retained,108,88,159.8587642,90,216,36,9046.380664,5160.720042,17,10,iPhone
4142,retained,20,17,289.6947535,106,229,0,5243.558022,3946.234326,24,20,Android
4143,churned,253,206,259.762916,1678,51,3,5112.780605,2703.237392,6,6,Android
4144,retained,49,40,163.1200521,3227,230,2,5253.365527,1946.541826,1,0,iPhone
4145,retained,25,20,62.36489309,253,193,103,7067.155021,2353.804235,17,17,iPhone
4146,,78,64,415.315661,3123,238,16,2206.376739,1359.760314,14,14,iPhone
4147,retained,63,63,66.17532858,2328,159,0,3456.296017,1968.745295,28,24,Android
4148,retained,27,27,283.0194024,2093,14,73,2402.902702,1796.892873,15,8,iPhone
4149,retained,42,35,175.7585963,44,508,41,8368.555022,3912.656099,30,27,iPhone
4150,retained,22,18,393.6956665,2130,410,45,1893.048915,984.2580918,16,13,Android
4151,retained,19,17,353.6416239,1706,0,99,2123.372416,967.709542,20,12,Android
4152,retained,120,96,460.5780169,469,90,22,3143.634987,1719.232166,18,18,iPhone
4153,retained,27,22,47.56026455,2979,0,52,4666.824656,2105.488067,5,1,iPhone
4154,retained,62,50,90.45563045,257,81,91,1424.868936,961.2773662,2,2,iPhone
4155,retained,51,41,52.59987509,2531,0,26,2170.984136,1382.713118,24,14,iPhone
4156,churned,85,70,152.6851095,3227,0,0,1539.340282,444.0456346,7,7,Android
4157,churned,13,11,34.33903367,2383,108,0,9062.044588,1827.022632,1,1,iPhone
4158,retained,129,104,145.9254503,2710,0,0,2000.319617,1361.726603,30,21,Android
4159,retained,69,56,106.389429,1096,35,59,12585.25428,5587.562519,1,1,Android
4160,retained,209,169,294.751239,2594,301,0,2067.780141,1380.208,0,0,iPhone
4161,retained,169,139,308.021398,1637,62,7,3344.082016,2344.232022,26,24,iPhone
4162,retained,47,37,94.7604354,2035,0,14,1848.107075,639.5973979,15,13,iPhone
4163,retained,2,2,21.32521307,2032,0,0,2683.395442,1693.590362,16,15,iPhone
4164,retained,57,53,124.4588012,3224,131,0,1448.982082,475.2979798,3,0,iPhone
4165,churned,38,31,88.69221884,2427,0,17,5573.308224,1034.753977,12,7,iPhone
4166,retained,34,29,155.5909556,635,185,0,2482.67093,605.4258023,23,23,Android
4167,retained,218,175,282.5762778,627,20,46,2880.735275,698.1513012,7,7,iPhone
4168,retained,3,3,24.63214378,2177,30,22,6116.691338,2997.424823,17,15,iPhone
4169,retained,45,45,109.1425173,749,557,0,1331.776205,1076.623007,19,10,iPhone
4170,churned,24,24,114.6692473,1665,166,0,2008.073115,1173.544909,2,0,Android
4171,retained,130,110,154.5655603,1496,21,61,2337.019388,1846.703187,12,12,iPhone
4172,churned,185,155,618.3829854,2757,79,228,5299.078361,3541.662537,1,1,iPhone
4173,retained,55,49,92.33903006,270,22,72,4040.766461,2014.504468,25,22,Android
4174,churned,19,19,32.26114114,526,0,22,4230.31653,2027.732649,3,3,iPhone
4175,churned,33,31,165.3043168,3108,201,0,6304.410372,3819.498066,2,0,Android
4176,churned,183,147,201.7531873,3445,18,0,5464.70625,2138.272315,2,2,Android
