VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,05/14/2017 7:58:34 PM,05/14/2017 8:10:35 PM,4,2.1,1,N,100,224,2,10,0,0.5,0,0,0.3,10.8
2,12/14/2017 3:18:08 AM,12/14/2017 3:25:45 AM,1,1.84,1,N,246,107,1,8,0.5,0.5,1,0,0.3,10.3
2,12/17/2017 1:30:06 PM,12/17/2017 1:49:06 PM,1,3.14,1,N,238,141,1,14.5,0,0.5,1.11,0,0.3,16.41
2,07/25/2017 9:36:20 PM,07/25/2017 9:59:44 PM,3,2.78,1,N,234,45,1,16,0.5,0.5,3.46,0,0.3,20.76
2,02/14/2017 11:25:14 AM,02/14/2017 11:33:29 AM,1,0.73,1,N,249,186,1,7,0,0.5,1.56,0,0.3,9.36
2,12/16/2017 4:02:02 PM,12/16/2017 4:06:38 PM,3,0.89,1,N,90,246,1,5.5,0,0.5,1.26,0,0.3,7.56
2,05/25/2017 2:14:25 PM,05/25/2017 2:34:47 PM,1,2.2,1,N,151,263,2,13.5,0,0.5,0,0,0.3,14.3
2,05/16/2017 8:14:15 AM,05/16/2017 8:34:03 AM,3,3.52,1,N,161,166,2,15.5,0,0.5,0,0,0.3,16.3
2,5/1/2017 6:45,5/1/2017 6:50,1,0.91,1,N,236,237,1,5.5,0,0.5,1.26,0,0.3,7.56
2,06/25/2017 3:04:06 AM,06/25/2017 3:09:54 AM,1,2.48,1,N,137,236,1,8.5,0.5,0.5,2.94,0,0.3,12.74
1,01/31/2017 6:15:55 PM,01/31/2017 6:22:04 PM,1,1,1,N,24,238,2,6,1,0.5,0,0,0.3,7.8
2,05/29/2017 9:27:33 AM,05/29/2017 9:30:28 AM,3,0.72,1,N,249,125,2,4.5,0,0.5,0,0,0.3,5.3
1,4/6/2017 20:51,4/6/2017 21:08,1,1.3,1,N,141,230,1,11.5,0.5,0.5,2.55,0,0.3,15.35
2,11/4/2017 12:06,11/4/2017 12:25,1,2.84,1,N,234,186,2,10,0,0.5,0,0,0.3,10.8
1,09/14/2017 2:02:11 PM,09/14/2017 2:09:53 PM,1,0.4,1,N,161,162,1,6,0,0.5,2,0,0.3,8.8
2,08/14/2017 9:15:20 AM,08/14/2017 9:33:34 AM,2,2.52,1,N,142,236,1,14,0,0.5,3.7,0,0.3,18.5
2,7/9/2017 13:50,7/9/2017 14:02,4,1.88,1,N,186,229,2,9.5,0,0.5,0,0,0.3,10.3
1,09/27/2017 9:09:26 PM,09/27/2017 9:38:31 PM,1,3.9,1,N,162,232,2,19.5,0.5,0.5,0,0,0.3,20.8
1,05/19/2017 8:13:34 PM,05/19/2017 8:18:10 PM,1,0.7,1,N,142,163,1,5,0.5,0.5,1.25,0,0.3,7.55
1,04/25/2017 9:36:17 PM,04/25/2017 9:57:07 PM,1,7.5,1,N,140,13,1,24,0.5,0.5,3,0,0.3,28.3
1,11/14/2017 9:22:21 PM,11/14/2017 9:24:36 PM,1,0.2,1,N,239,143,2,3.5,0.5,0.5,0,0,0.3,4.8
1,05/23/2017 8:17:10 AM,05/23/2017 8:30:59 AM,1,2.1,1,N,125,170,1,11,0,0.5,2.35,0,0.3,14.15
2,5/5/2017 23:27,5/5/2017 23:41,1,3.21,1,N,234,236,1,12.5,0.5,0.5,2.76,0,0.3,16.56
2,9/12/2017 12:13,9/12/2017 12:20,1,0.79,1,N,262,263,2,6,0,0.5,0,0,0.3,6.8
1,11/8/2017 19:44,11/8/2017 19:44,1,0,1,N,231,231,3,2.5,1,0.5,0,0,0.3,4.3
2,7/4/2017 12:35,7/4/2017 12:45,1,2.27,1,N,238,163,2,10,0,0.5,0,0,0.3,10.8
1,05/29/2017 12:00:40 AM,05/29/2017 12:14:04 AM,1,2.6,1,N,186,137,1,11.5,0.5,0.5,1.5,0,0.3,14.3
1,4/11/2017 17:19,4/11/2017 17:31,1,1.2,1,N,230,142,2,9,1,0.5,0,0,0.3,10.8
2,05/24/2017 6:25:12 PM,05/24/2017 7:30:30 PM,1,16.44,2,N,170,132,1,52,4.5,0.5,12.57,5.54,0.3,75.41
1,10/25/2017 6:08:16 PM,10/25/2017 6:08:35 PM,1,0.1,2,N,132,132,1,52,4.5,0.5,5,5.76,0.3,68.06
1,01/31/2017 11:51:00 PM,2/1/2017 0:03,1,3.1,1,N,170,231,2,12,0.5,0.5,0,0,0.3,13.3
2,04/20/2017 1:29:35 PM,04/20/2017 2:09:36 PM,1,4.46,1,N,186,13,2,25.5,0,0.5,0,0,0.3,26.3
2,4/8/2017 15:56,4/8/2017 16:05,1,0.74,1,N,163,162,2,7,0,0.5,0,0,0.3,7.8
1,1/7/2017 12:17,1/7/2017 12:28,1,1.5,1,N,229,142,1,8.5,0,0.5,2.75,0,0.3,12.05
2,01/18/2017 9:35:00 PM,01/18/2017 9:57:23 PM,1,5.27,1,N,113,238,2,19.5,0.5,0.5,0,0,0.3,20.8
2,6/6/2017 7:12,6/6/2017 7:28,1,3.88,1,N,231,189,1,15.5,0,0.5,3.26,0,0.3,19.56
1,8/7/2017 15:42,8/7/2017 15:43,1,0,1,N,233,233,3,2.5,0,0.5,0,0,0.3,3.3
1,01/22/2017 6:33:35 PM,01/22/2017 6:51:12 PM,1,3,1,N,186,238,1,14,0,0.5,2.95,0,0.3,17.75
1,6/7/2017 8:21,6/7/2017 8:29,1,0.8,1,N,237,236,2,6.5,0,0.5,0,0,0.3,7.3
2,05/22/2017 4:28:23 PM,05/22/2017 4:29:01 PM,1,0,2,N,132,132,1,52,4.5,0.5,22.22,5.76,0.3,85.28
1,09/21/2017 7:37:56 AM,09/21/2017 7:44:03 AM,1,0.4,1,N,229,162,1,5.5,0,0.5,1.25,0,0.3,7.55
2,02/24/2017 6:57:11 AM,02/24/2017 7:06:48 AM,2,2.42,1,N,79,161,1,9.5,0,0.5,2.06,0,0.3,14.31
2,12/13/2017 7:37:07 AM,12/13/2017 7:48:34 AM,1,1.53,1,N,68,161,2,9,0,0.5,0,0,0.3,9.8
2,2/4/2017 10:42,2/4/2017 10:49,5,1.2,1,N,107,113,1,6.5,0,0.5,1.46,0,0.3,8.76
1,02/18/2017 12:28:20 PM,02/18/2017 12:45:49 PM,1,2.7,1,N,142,161,1,14,0,0.5,4.4,0,0.3,19.2
2,10/8/2017 2:13,10/8/2017 2:25,1,2.72,1,N,148,97,1,12,0.5,0.5,2.66,0,0.3,15.96
2,12/15/2017 3:51:02 PM,12/15/2017 4:01:17 PM,1,0.76,1,N,263,263,2,7.5,0,0.5,0,0,0.3,8.3
2,06/22/2017 11:56:37 AM,06/22/2017 11:59:23 AM,1,0.66,1,N,48,48,2,4.5,0,0.5,0,0,0.3,5.3
1,10/19/2017 6:51:55 PM,10/19/2017 7:04:50 PM,1,0.8,1,N,170,230,1,9,1,0.5,2.15,0,0.3,12.95
1,1/4/2017 15:25,1/4/2017 15:34,1,1.2,1,N,68,234,2,7.5,0,0.5,0,0,0.3,8.3
2,3/9/2017 8:14,3/9/2017 8:27,2,2,1,N,113,246,1,10.5,0,0.5,1.92,0,0.3,13.22
2,11/5/2017 17:10,11/5/2017 17:26,2,0.47,1,N,163,163,2,10.5,0,0.5,0,0,0.3,11.3
2,03/30/2017 10:30:52 PM,03/30/2017 10:43:19 PM,3,1.49,1,N,161,48,1,9.5,0.5,0.5,2.7,0,0.3,13.5
2,03/24/2017 9:44:36 PM,03/24/2017 9:47:36 PM,1,0.5,1,N,164,263,2,4,0.5,0.5,0,0,0.3,5.3
1,12/21/2017 5:57:57 PM,12/21/2017 6:32:19 PM,1,5,1,N,138,53,1,23,1,0.5,5,0,0.3,29.8
2,10/30/2017 3:29:52 PM,10/30/2017 3:54:09 PM,1,2.74,1,N,237,238,1,16,0,0.5,2,0,0.3,18.8
2,12/17/2017 10:09:29 PM,12/17/2017 10:23:05 PM,3,3.76,1,N,79,262,1,13.5,0.5,0.5,2.22,0,0.3,17.02
2,8/10/2017 19:49,8/10/2017 20:08,1,2.59,1,N,162,114,1,13,1,0.5,2.96,0,0.3,17.76
1,7/2/2017 14:29,7/2/2017 14:35,1,1.7,1,N,186,50,1,7,0,0.5,1,0,0.3,8.8
2,10/27/2017 10:00:14 AM,10/27/2017 10:26:32 AM,1,3.21,1,N,161,144,2,17.5,0,0.5,0,0,0.3,18.3
2,12/9/2017 0:16,12/9/2017 0:23,2,2.06,1,N,230,239,1,8.5,0.5,0.5,0,0,0.3,9.8
2,7/12/2017 17:53,7/12/2017 18:19,1,2.79,1,N,162,236,2,17,1,0.5,0,0,0.3,18.8
2,01/31/2017 2:31:39 PM,01/31/2017 2:37:28 PM,1,0.7,1,N,249,113,1,5.5,0,0.5,1.58,0,0.3,7.88
1,1/11/2017 16:29,1/11/2017 16:55,1,3.2,1,N,137,142,1,17,1,0.5,2.2,0,0.3,21
2,11/19/2017 10:49:57 PM,11/19/2017 10:54:38 PM,1,1.05,1,N,239,238,1,6,0.5,0.5,2,0,0.3,9.3
2,12/20/2017 1:37:37 AM,12/20/2017 1:50:21 AM,1,2.83,1,N,68,48,1,11.5,0.5,0.5,1.5,0,0.3,14.3
1,09/27/2017 9:39:24 AM,09/27/2017 9:50:53 AM,2,0.9,1,N,186,246,1,8.5,0,0.5,1.85,0,0.3,11.15
2,07/13/2017 8:11:34 AM,07/13/2017 8:34:08 AM,1,2.56,1,N,161,113,1,15,0,0.5,3.16,0,0.3,18.96
2,03/19/2017 11:55:24 AM,03/19/2017 12:16:41 PM,1,3.19,1,N,141,186,1,16,0,0.5,5.04,0,0.3,21.84
2,01/13/2017 1:07:07 PM,01/13/2017 1:29:56 PM,3,3.28,1,N,263,229,1,16,0,0.5,2,0,0.3,18.8
2,07/27/2017 4:08:41 AM,07/27/2017 4:16:55 AM,1,3.66,1,N,144,80,2,12.5,0.5,0.5,0,0,0.3,13.8
1,04/26/2017 5:57:54 PM,04/26/2017 6:01:27 PM,1,0.4,1,N,236,236,1,4,1,0.5,1.45,0,0.3,7.25
1,10/13/2017 5:07:01 PM,10/13/2017 5:18:28 PM,1,1.5,1,N,48,239,1,9.5,1,0.5,2.25,0,0.3,13.55
2,04/30/2017 12:42:30 AM,04/30/2017 12:56:35 AM,1,2.07,1,N,249,137,1,11,0.5,0.5,2.46,0,0.3,14.76
2,9/6/2017 9:50,9/6/2017 9:56,6,1.28,1,N,90,125,1,6.5,0,0.5,1.46,0,0.3,8.76
2,5/8/2017 19:34,5/8/2017 19:45,1,1.6,1,N,141,236,1,8.5,1,0.5,2.06,0,0.3,12.36
1,05/26/2017 7:13:47 PM,05/26/2017 7:29:48 PM,1,1.9,1,Y,100,142,2,11.5,1,0.5,0,0,0.3,13.3
2,06/14/2017 2:49:35 PM,06/14/2017 3:10:06 PM,2,2.78,1,N,163,75,1,14.5,0,0.5,0,0,0.3,15.3
2,12/31/2017 9:44:13 AM,12/31/2017 9:55:19 AM,1,2.42,1,N,233,43,2,10.5,0,0.5,0,0,0.3,11.3
2,07/17/2017 6:46:44 PM,07/17/2017 7:11:34 PM,1,8.19,1,N,74,241,1,26.5,1,0.5,2,0,0.3,30.3
1,6/1/2017 8:32,6/1/2017 8:45,1,1.5,1,N,263,141,1,10,0,0.5,3.2,0,0.3,14
2,10/21/2017 10:48:58 AM,10/21/2017 10:57:35 AM,2,0.84,1,N,90,79,1,7,0,0.5,1,0,0.3,8.8
1,04/19/2017 1:42:18 PM,04/19/2017 1:57:39 PM,1,2.3,1,N,138,129,1,12,0,0.5,5,0,0.3,17.8
2,03/24/2017 7:45:51 AM,03/24/2017 8:08:20 AM,1,11.85,1,N,264,264,1,33.5,0,0.5,8,0,0.3,42.3
2,01/29/2017 7:25:48 PM,01/29/2017 7:39:07 PM,5,3.12,1,N,158,50,1,12.5,0,0.5,3.32,0,0.3,16.62
2,03/18/2017 11:29:30 PM,03/18/2017 11:36:38 PM,1,1.49,1,N,181,25,1,7,0.5,0.5,1.66,0,0.3,9.96
2,5/7/2017 18:29,5/7/2017 19:04,2,15.94,1,N,132,145,2,46,0,0.5,0,0,0.3,46.8
2,07/23/2017 5:31:47 PM,07/23/2017 5:47:14 PM,1,2,1,N,186,162,1,11.5,0,0.5,2.09,0,0.3,14.39
2,04/29/2017 1:14:17 AM,04/29/2017 1:23:07 AM,1,1.91,1,N,158,50,2,8.5,0.5,0.5,0,0,0.3,9.8
2,5/11/2017 18:33,5/11/2017 18:39,1,0.7,1,N,229,170,2,5.5,1,0.5,0,0,0.3,7.3
1,9/2/2017 16:48,9/2/2017 16:54,1,1,1,N,239,142,1,6,0,0.5,1.02,0,0.3,7.82
1,09/16/2017 12:43:42 PM,09/16/2017 12:55:36 PM,2,0.9,1,N,261,231,2,9,0,0.5,0,0,0.3,9.8
2,04/30/2017 2:29:26 PM,04/30/2017 2:34:49 PM,1,0.85,1,N,236,263,2,6,0,0.5,0,0,0.3,6.8
2,3/4/2017 18:37,3/4/2017 18:41,3,0.62,1,N,141,237,2,5,0,0.5,0,0,0.3,5.8
1,11/17/2017 10:10:38 PM,11/17/2017 10:14:19 PM,1,0.9,1,N,236,237,1,5,0.5,0.5,1.25,0,0.3,7.55
1,3/8/2017 13:53,3/8/2017 14:09,1,1.5,1,N,230,90,1,10.5,0,0.5,2.8,0,0.3,14.1
2,5/10/2017 12:01,5/10/2017 12:37,3,4,1,N,100,142,2,21,0,0.5,0,0,0.3,21.8
2,02/18/2017 4:43:19 PM,02/18/2017 5:02:45 PM,2,2.19,1,N,50,161,1,13.5,0,0.5,2.86,0,0.3,17.16
2,09/14/2017 11:21:12 PM,09/14/2017 11:42:32 PM,2,2.78,1,N,164,140,1,15.5,0.5,0.5,2,0,0.3,18.8
2,07/26/2017 12:01:54 PM,07/26/2017 12:10:31 PM,1,0.8,1,N,170,186,1,7,0,0.5,2.34,0,0.3,10.14
2,12/7/2017 13:48,12/7/2017 14:29,1,17.96,3,N,164,1,1,70,0,0,17.88,19.1,0.3,107.28
1,09/16/2017 6:37:35 AM,09/16/2017 6:46:25 AM,1,2.3,1,N,144,186,1,9.5,0,0.5,0,0,0.3,10.3
2,8/7/2017 12:08,8/7/2017 12:24,3,2.5,1,N,100,43,2,12.5,0,0.5,0,0,0.3,13.3
1,11/23/2017 9:47:08 PM,11/23/2017 9:52:15 PM,1,0.9,1,N,162,230,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,03/31/2017 6:39:23 AM,03/31/2017 6:47:29 AM,1,2.1,1,N,151,142,1,9,0,0.5,1.2,0,0.3,11
1,05/30/2017 8:16:02 AM,05/30/2017 8:27:51 AM,1,3.4,1,N,87,246,1,13,0,0.5,2.75,0,0.3,16.55
1,04/16/2017 6:07:02 PM,04/16/2017 6:39:33 PM,1,4.2,1,N,231,50,1,22,0,0.5,3,0,0.3,25.8
1,11/14/2017 11:11:59 PM,11/14/2017 11:24:02 PM,2,1.8,1,N,249,148,2,9.5,0.5,0.5,0,0,0.3,10.8
2,01/22/2017 12:05:07 AM,01/22/2017 12:06:32 AM,5,0.49,1,N,141,141,1,3.5,0.5,0.5,0.96,0,0.3,5.76
1,09/16/2017 11:24:25 AM,09/16/2017 11:33:22 AM,1,1.9,1,N,48,234,1,8.5,0,0.5,1,0,0.3,10.3
1,7/7/2017 5:55,7/7/2017 6:04,1,2.7,1,N,162,148,1,10,0.5,0.5,1.5,0,0.3,12.8
2,7/12/2017 7:11,7/12/2017 7:17,1,0.88,1,N,48,161,2,6,0,0.5,0,0,0.3,6.8
2,04/18/2017 5:26:47 PM,04/18/2017 5:30:06 PM,5,0.66,1,N,79,79,2,4.5,1,0.5,0,0,0.3,6.3
2,6/2/2017 19:10,6/2/2017 19:12,1,0.43,1,N,246,90,2,3.5,1,0.5,0,0,0.3,5.3
2,06/13/2017 10:04:05 PM,06/13/2017 10:30:40 PM,1,8,1,N,186,228,1,26.5,0.5,0.5,6.71,5.76,0.3,40.27
2,1/12/2017 18:23,1/12/2017 18:27,6,0.85,1,N,13,87,2,5.5,1,0.5,0,0,0.3,7.3
1,9/5/2017 20:29,9/5/2017 20:33,1,0.7,1,N,246,100,2,4.5,0.5,0.5,0,0,0.3,5.8
2,3/1/2017 21:28,3/1/2017 21:33,1,0.46,1,N,231,13,1,5,0.5,0.5,1,0,0.3,7.3
2,2/10/2017 18:32,2/10/2017 18:47,1,2.23,1,N,237,107,1,11.5,1,0.5,2,0,0.3,15.3
2,7/6/2017 21:49,7/6/2017 22:04,1,1.87,1,N,230,137,1,11,0.5,0.5,2.46,0,0.3,14.76
1,12/13/2017 11:06:50 PM,12/13/2017 11:12:07 PM,2,1,1,N,114,114,1,6,0.5,0.5,1.45,0,0.3,8.75
2,12/28/2017 1:26:03 PM,12/28/2017 1:37:48 PM,2,1.44,1,N,163,239,2,9.5,0,0.5,0,0,0.3,10.3
1,09/24/2017 10:53:27 AM,09/24/2017 11:04:57 AM,1,2.5,1,N,68,114,1,10.5,0,0.5,2,0,0.3,13.3
1,12/14/2017 3:12:24 PM,12/14/2017 3:22:10 PM,1,1.2,1,N,246,234,2,8,0,0.5,0,0,0.3,8.8
2,05/17/2017 6:18:26 PM,05/17/2017 6:44:57 PM,5,2.12,1,N,186,142,2,16.5,1,0.5,0,0,0.3,18.3
1,9/8/2017 10:48,9/8/2017 11:14,1,5.4,1,N,236,234,1,21.5,0,0.5,4.45,0,0.3,26.75
1,03/30/2017 2:25:52 AM,03/30/2017 2:37:27 AM,1,2.3,1,N,42,244,1,10.5,0.5,0.5,2,0,0.3,13.8
2,6/1/2017 23:53,6/2/2017 0:24,1,7.95,1,N,230,243,1,29,0.5,0.5,2,0,0.3,32.3
1,11/2/2017 16:12,11/2/2017 17:23,1,9.1,1,N,138,230,1,45.5,1,0.5,7.5,0,0.3,54.8
2,4/11/2017 10:03,4/11/2017 10:17,1,2.69,1,N,75,142,2,12.5,0,0.5,0,0,0.3,13.3
2,05/25/2017 8:09:31 PM,05/25/2017 8:24:49 PM,1,3.19,1,N,237,42,1,13,0.5,0.5,0,0,0.3,14.3
1,12/15/2017 10:31:25 PM,12/15/2017 10:37:45 PM,1,0.9,1,N,249,68,1,6,0.5,0.5,1.46,0,0.3,8.76
2,12/28/2017 8:00:51 PM,12/28/2017 8:09:28 PM,5,1.29,1,N,239,142,1,7.5,0.5,0.5,1,0,0.3,9.8
2,06/22/2017 6:18:50 AM,06/22/2017 6:29:30 AM,2,2.06,1,N,79,186,1,9.5,0,0.5,2.06,0,0.3,12.36
1,04/14/2017 5:39:41 PM,04/14/2017 5:44:43 PM,1,0.5,1,N,113,249,1,5,1,0.5,1.35,0,0.3,8.15
2,05/22/2017 11:49:07 AM,05/22/2017 12:36:55 PM,2,2.03,1,N,90,161,1,26.5,0,0.5,2,0,0.3,29.3
2,1/11/2017 10:09,1/11/2017 10:19,1,0.76,1,N,140,236,1,7.5,0,0.5,1.66,0,0.3,9.96
2,1/10/2017 6:36,1/10/2017 6:40,1,0.85,1,N,90,164,1,5,0,0.5,1.45,0,0.3,7.25
1,11/10/2017 20:13,11/10/2017 20:18,1,0.8,1,N,163,162,2,6,0.5,0.5,0,0,0.3,7.3
1,02/16/2017 6:04:56 PM,02/16/2017 6:13:17 PM,1,0.7,1,N,230,161,1,6.5,1,0.5,1.66,0,0.3,9.96
1,04/26/2017 10:15:14 PM,04/26/2017 10:17:59 PM,1,0.5,1,N,48,50,1,4,0.5,0.5,3,0,0.3,8.3
1,11/24/2017 10:02:19 AM,11/24/2017 10:12:57 AM,1,1.4,1,N,170,50,2,8.5,0,0.5,0,0,0.3,9.3
1,12/15/2017 6:05:31 AM,12/15/2017 6:34:38 AM,1,10.2,1,N,75,80,2,32.5,0,0.5,0,0,0.3,33.3
2,12/7/2017 10:10,12/7/2017 11:06,2,11.08,1,N,138,33,2,39.5,0,0.5,0,0,0.3,40.3
1,01/31/2017 5:00:54 PM,01/31/2017 5:08:07 PM,1,1.3,1,N,249,164,1,7,1,0.5,1.75,0,0.3,10.55
1,04/19/2017 3:54:26 PM,04/19/2017 4:05:29 PM,1,1.3,1,N,249,144,2,8,0,0.5,0,0,0.3,8.8
1,01/28/2017 11:50:53 AM,01/28/2017 11:52:46 AM,1,0.9,1,N,246,143,1,4.5,0,0.5,1.05,0,0.3,6.35
1,10/2/2017 17:07,10/2/2017 17:12,1,0.7,1,N,239,239,2,5.5,1,0.5,0,0,0.3,7.3
1,08/21/2017 12:56:05 PM,08/21/2017 1:06:37 PM,1,1.1,1,N,170,237,2,8,0,0.5,0,0,0.3,8.8
2,12/18/2017 10:22:54 PM,12/18/2017 10:26:53 PM,1,0.62,1,N,68,186,1,5,0.5,0.5,1.58,0,0.3,7.88
2,12/29/2017 6:32:09 PM,12/29/2017 6:40:15 PM,1,1.56,1,N,170,224,1,8,1,0.5,1.96,0,0.3,11.76
2,3/5/2017 10:00,3/5/2017 10:13,1,2.33,1,N,238,141,1,11,0,0.5,2.36,0,0.3,14.16
1,06/15/2017 3:12:43 PM,06/15/2017 4:25:51 PM,1,18.8,2,N,132,87,1,52,0,0.5,11.7,5.76,0.3,70.26
1,9/6/2017 10:49,9/6/2017 11:22,1,2.8,1,N,148,164,1,20,0,0.5,4.15,0,0.3,24.95
2,6/12/2017 6:08,6/12/2017 6:13,2,1.45,1,N,113,68,1,6.5,0,0.5,1.82,0,0.3,9.12
2,01/30/2017 1:14:57 PM,01/30/2017 1:22:05 PM,5,1.06,1,N,233,141,1,6.5,0,0.5,0,0,0.3,7.3
1,7/1/2017 16:10,7/1/2017 16:20,1,1.6,1,N,239,140,1,8.5,0,0.5,1.85,0,0.3,11.15
1,09/17/2017 1:47:16 AM,09/17/2017 2:03:10 AM,2,3.4,1,N,229,249,1,13,0.5,0.5,1,0,0.3,15.3
2,12/30/2017 10:56:38 PM,12/30/2017 11:16:12 PM,2,4.68,1,N,48,13,1,18,0.5,0.5,3.86,0,0.3,23.16
2,8/3/2017 16:16,8/3/2017 16:28,2,1.08,1,N,161,186,1,8.5,1,0.5,2.58,0,0.3,12.88
1,3/4/2017 23:10,3/4/2017 23:17,1,1,1,N,170,137,1,6.5,0.5,0.5,1,0,0.3,8.8
2,03/25/2017 3:30:09 AM,03/25/2017 3:35:37 AM,5,0.71,1,N,114,148,1,5.5,0.5,0.5,1.36,0,0.3,8.16
1,12/1/2017 8:56,12/1/2017 9:00,1,0.8,1,N,231,158,1,5,0,0.5,1.45,0,0.3,7.25
2,11/11/2017 17:53,11/11/2017 18:00,6,1.05,1,N,236,140,2,7,0,0.5,0,0,0.3,7.8
1,4/9/2017 0:55,4/9/2017 1:21,1,4.3,1,N,4,255,1,20,0.5,0.5,4.25,0,0.3,25.55
1,6/2/2017 21:21,6/2/2017 21:50,1,6.1,1,N,249,255,1,24.5,0.5,0.5,5.15,0,0.3,30.95
1,07/17/2017 7:43:01 PM,07/17/2017 7:47:51 PM,1,1.1,1,N,140,237,1,5.5,1,0.5,1.45,0,0.3,8.75
1,07/15/2017 2:23:51 AM,07/15/2017 3:03:37 AM,2,13.3,1,N,164,95,1,41,0.5,0.5,8.45,0,0.3,50.75
1,3/6/2017 20:39,3/6/2017 20:59,2,3.5,1,N,234,236,1,15.5,0.5,0.5,2.8,0,0.3,19.6
2,1/2/2017 14:22,1/2/2017 14:26,1,0.71,1,N,234,113,2,5,0,0.5,0,0,0.3,5.8
2,06/21/2017 7:51:05 AM,06/21/2017 7:55:54 AM,2,0.84,1,N,141,162,1,5.5,0,0.5,0.6,0,0.3,6.9
2,12/5/2017 11:28,12/5/2017 11:36,1,0.81,1,N,237,161,2,7,0,0.5,0,0,0.3,7.8
1,04/22/2017 3:52:00 AM,04/22/2017 4:00:04 AM,3,1.1,1,N,144,211,1,7,0.5,0.5,1.65,0,0.3,9.95
1,11/20/2017 5:39:08 AM,11/20/2017 5:42:14 AM,1,1.3,1,N,48,68,2,5.5,0.5,0.5,0,0,0.3,6.8
1,09/25/2017 4:52:58 PM,09/25/2017 5:27:13 PM,1,3.9,1,N,236,114,1,21.5,1,0.5,4,0,0.3,27.3
1,10/13/2017 5:14:35 PM,10/13/2017 5:34:49 PM,1,3.9,1,N,141,151,1,15.5,1,0.5,4.3,0,0.3,21.6
2,07/30/2017 8:09:49 PM,07/30/2017 8:30:28 PM,1,9.67,1,N,138,182,1,28,0.5,0.5,8.76,5.76,0.3,43.82
1,10/17/2017 12:51:21 PM,10/17/2017 1:10:10 PM,1,1.6,1,N,68,107,2,12.5,0,0.5,0,0,0.3,13.3
1,05/13/2017 9:21:00 AM,05/13/2017 9:28:15 AM,1,2.1,1,N,50,237,1,8.5,0,0.5,2,0,0.3,11.3
2,07/19/2017 1:06:51 AM,07/19/2017 1:17:38 AM,1,1.84,1,N,48,141,1,9.5,0.5,0.5,2.5,0,0.3,13.3
1,1/9/2017 10:13,1/9/2017 10:16,1,0.5,1,N,162,170,2,4,0,0.5,0,0,0.3,4.8
1,10/8/2017 16:03,10/8/2017 16:07,1,0.8,1,N,237,236,2,5,0,0.5,0,0,0.3,5.8
1,5/1/2017 16:44,5/1/2017 16:51,1,1.3,1,N,68,249,1,7,1,0.5,1.75,0,0.3,10.55
1,10/29/2017 3:40:58 PM,10/29/2017 3:50:08 PM,1,1.1,1,N,264,249,2,7.5,0,0.5,0,0,0.3,8.3
1,05/21/2017 3:53:32 AM,05/21/2017 4:03:58 AM,3,2.1,1,N,141,238,1,9.5,0.5,0.5,2.15,0,0.3,12.95
1,07/20/2017 10:22:11 PM,07/20/2017 10:56:32 PM,2,4.5,1,N,211,61,1,22.5,0.5,0.5,4.75,0,0.3,28.55
2,12/11/2017 22:17,12/11/2017 22:25,1,1.82,1,N,234,4,1,8.5,0.5,0.5,1.96,0,0.3,11.76
2,08/14/2017 7:45:15 PM,08/14/2017 7:49:40 PM,1,0.89,1,N,231,144,1,5,1,0.5,1.36,0,0.3,8.16
2,05/15/2017 5:01:36 PM,05/15/2017 5:06:13 PM,1,0.83,1,N,42,41,1,5.5,1,0.5,2.19,0,0.3,9.49
1,10/26/2017 3:07:36 PM,10/26/2017 4:18:57 PM,2,18.3,2,N,132,161,1,52,0,0.5,5,5.76,0.3,63.56
2,11/20/2017 5:30:09 PM,11/20/2017 5:45:55 PM,1,3.68,1,N,231,186,2,14.5,1,0.5,0,0,0.3,16.3
2,11/22/2017 2:17:37 PM,11/22/2017 2:21:00 PM,1,0.56,1,N,48,50,1,4.5,0,0.5,1,0,0.3,6.3
1,10/26/2017 11:18:25 PM,10/26/2017 11:38:41 PM,1,4.9,1,N,209,68,1,18.5,0.5,0.5,3.95,0,0.3,23.75
1,01/18/2017 12:07:26 AM,01/18/2017 12:09:49 AM,2,0.5,1,N,151,238,2,4,0.5,0.5,0,0,0.3,5.3
1,2/12/2017 10:28,2/12/2017 10:32,1,0.5,1,N,236,236,2,4.5,0,0.5,0,0,0.3,5.3
1,07/26/2017 9:20:02 PM,07/26/2017 9:47:28 PM,2,3.7,1,N,148,48,1,18.5,0,0.5,3.85,0,0.3,23.15
1,5/4/2017 2:07,5/4/2017 2:14,2,1.3,1,N,107,114,2,7.5,0.5,0.5,0,0,0.3,8.8
1,1/2/2017 12:14,1/2/2017 12:46,3,18,3,N,162,1,2,67.5,0,0,0,13,0.3,80.8
2,02/13/2017 8:03:14 AM,02/13/2017 8:09:19 AM,5,1.06,1,N,263,237,1,6,0,0.5,1.5,0,0.3,8.3
2,12/13/2017 7:40:05 PM,12/14/2017 7:31:09 PM,3,0.93,1,N,162,230,1,12,1,0.5,2.07,0,0.3,15.87
1,05/31/2017 9:32:16 PM,05/31/2017 9:34:05 PM,3,0.5,1,N,170,107,2,3.5,0.5,0.5,0,0,0.3,4.8
