drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,activitydays,kmperdrivingday,label
68,400.3743128,1010,291,0,15,155.8880642,0
17,35.47047409,2344,55,50,31,90.75585477,0
23,114.3096816,459,261,0,7,378.6996087,1
8,75.83483522,692,62,0,16,169.497604,0
37,131.0264653,3494,27,0,21,119.6295351,0
82,263.3171321,744,0,0,1,390.6987455,1
85,138.7232722,3379,6,0,5,0.0,0
132,173.7367967,2033,314,24,0,0.0,1
8,9.361384008,3033,240,0,16,394.4244441,1
24,51.99990422,66,102,9,8,1082.78993,1
3,27.42707551,2109,344,0,26,233.1554216,0
62,153.1650088,3397,226,32,20,129.8856425,0
11,28.48136292,2356,47,28,22,77.28219777,0
29,263.6583315,131,0,11,27,92.35103417,0
15,217.5251173,610,21,0,24,219.2190565,0
74,484.5971678,3139,255,4,7,595.5693283,0
56,72.56344538,1120,72,85,26,315.4548068,0
163,292.4624791,790,80,0,29,305.827301,0
115,233.3413977,3069,241,0,19,76.60906829,0
54,138.2807398,739,143,0,21,90.92052117,0
136,175.9672828,1100,104,0,9,675.3828361,0
52,293.1135348,3092,24,0,9,732.989224,0
13,89.97715211,37,1,3,15,417.2074087,0
105,435.9465801,3120,15,27,3,904.7258237,0
181,220.9574434,3115,47,0,18,492.8897363,0
3,19.41461321,1983,15,11,17,134.2461016,0
11,131.7100813,2848,79,51,7,758.7322532,1
3,43.41904818,306,6,0,22,254.5570846,0
39,264.014903,3134,0,0,30,80.1708929,0
20,177.7112875,3420,282,0,20,385.0241385,0
4,74.51066604,1348,11,38,19,256.2131721,1
139,209.8651693,2102,268,0,23,216.7208359,1
53,63.83251062,3338,137,50,3,0.0,0
63,103.9863714,2686,0,0,8,233.0110303,0
49,338.9657748,75,34,0,24,43.21244596,0
1,38.98056544,2739,126,0,26,89.90715896,0
126,164.1386998,1039,151,0,23,207.762659,0
63,106.1021608,2422,200,0,7,333.5099677,0
15,86.60313899,537,48,0,21,417.9894747,0
194,451.591159,2154,0,20,13,202.596221,0
91,160.8846596,1608,71,11,2,726.615194,1
10,139.3431554,3325,227,19,14,401.9143433,0
17,126.0549093,2747,164,28,4,102.9383248,0
95,205.4442916,2884,0,0,30,359.9956725,0
172,498.6622737,420,29,44,30,105.60686,0
19,229.8606854,1054,0,45,9,366.3196425,0
15,224.0099074,1617,330,2,12,157.2326244,1
65,194.6396173,2753,159,0,16,397.9198995,0
8,106.8516498,2277,121,85,30,39.77149345,0
63,411.6411861,2223,211,64,5,572.9569226,1
78,110.938805,525,79,60,13,487.8907654,0
4,111.7895222,1286,0,5,16,230.9121039,0
5,134.4266866,2308,0,0,9,495.9025694,0
28,94.19121563,759,178,67,21,165.3352826,0
20,63.98632447,988,0,24,0,0.0,0
21,114.3989492,518,0,0,28,128.4111362,0
108,285.3859931,99,77,0,28,48.12629467,1
20,67.17247498,2685,139,0,8,384.3619275,1
10,89.92385156,1130,35,100,12,459.685123,0
103,391.3194499,726,375,0,3,755.258593,0
15,203.6105785,3187,97,15,19,352.8345291,0
9,35.92463232,872,0,33,7,792.171789,0
76,136.5922597,2233,179,0,10,267.6020566,1
23,27.72001274,3257,0,39,24,139.5120158,0
178,257.8843941,3491,67,0,0,0.0,0
55,115.9286784,851,36,30,31,214.2399602,0
25,76.45218381,1709,197,10,21,315.3002875,0
184,329.6916053,2667,68,60,0,0.0,0
31,301.8420691,30,327,0,21,164.1746619,0
169,239.5341204,1055,168,34,30,91.18471638,0
127,263.3190972,3455,95,47,12,380.6065539,0
50,156.4521684,1945,0,11,22,74.28409782,0
65,125.6702261,1088,356,72,8,274.602567,0
27,57.82168664,841,61,8,23,189.8526277,0
148,309.1910072,89,210,6,4,0.0,0
36,151.8376698,87,163,25,20,119.5942692,0
114,390.5441525,935,60,0,14,162.1716759,0
47,149.160979,2004,0,84,21,185.9409407,0
58,107.3244447,689,252,22,31,322.5673258,0
20,258.8956147,981,415,0,26,335.7244973,0
148,330.8644204,102,0,28,11,534.8348203,0
180,331.5921702,2601,95,9,24,154.2166377,0
81,146.1256172,633,0,0,20,206.3724434,0
31,346.8506746,3276,125,61,15,191.1287842,0
98,177.1599117,1229,8,0,29,226.6599964,0
147,206.0643724,940,0,101,17,238.6452926,0
51,69.18758327,2951,114,50,26,296.8332148,0
21,113.2025124,823,36,8,14,807.4916145,1
16,128.8460754,3422,11,28,19,462.4812705,0
3,10.13120589,2559,213,2,0,0.0,0
64,81.1066349,75,0,0,9,899.9057005,1
40,176.3591648,1313,251,67,11,573.3934434,0
76,127.7869291,3422,0,0,30,47.46799296,0
105,255.076622,2078,0,0,16,161.7502935,0
68,101.042317,851,143,0,12,233.7378214,1
16,95.10388494,3277,19,0,20,137.8504318,0
81,213.2803365,1239,78,0,29,391.0745759,0
25,105.5084292,3083,364,0,16,433.6849118,0
31,138.8618502,3378,106,0,0,0.0,0
34,66.00329167,3332,143,0,27,189.1508564,1
84,174.4103035,2342,0,43,9,45.12142051,0
52,383.0447625,2216,0,22,7,527.9616489,0
38,107.1287023,3485,24,74,28,108.7396814,0
36,103.0061372,2046,0,75,16,311.6348492,0
1,21.87761421,1016,0,39,27,117.0374648,0
81,165.3048975,1853,47,9,19,107.311495,0
81,177.5221446,2392,156,7,16,604.4850996,0
98,224.1972836,1120,75,0,16,168.0554472,0
54,151.728995,3138,110,0,21,361.7169985,0
36,95.44976791,2311,6,37,9,569.7511457,0
45,499.0298964,537,288,1,22,311.084344,0
13,110.5678972,1223,317,48,18,279.2393682,0
30,88.4010466,1695,6,26,2,0.0,1
91,132.9019972,3269,121,10,27,84.92410918,0
127,306.0722463,2930,371,0,24,267.1573539,1
185,310.960606,2301,279,28,5,1021.249539,0
0,225.1538502,1194,206,0,10,867.7423607,0
133,154.5543522,1522,0,70,27,144.7150147,0
75,105.8666382,3043,126,76,24,134.9931218,0
43,172.124559,324,52,0,8,253.9795786,0
86,227.2543112,1664,169,0,15,625.7000452,0
3,90.80613211,2707,30,44,21,334.0450612,1
4,47.58887269,3066,142,11,6,683.585579,0
92,226.4188913,1323,405,0,11,374.8262479,0
85,361.8032062,3001,249,3,0,0.0,0
66,316.4418868,56,0,0,5,0.0,0
28,48.14682388,1451,0,100,27,194.2113788,1
140,251.3057344,906,56,54,20,350.5173278,0
169,294.2868067,1902,131,0,15,23.54439615,0
41,66.22722717,3229,106,66,9,194.9830483,0
52,238.8734208,77,101,67,20,158.8334946,0
8,34.84572955,436,157,48,25,301.1160205,0
105,402.1938402,2663,189,23,18,55.97727067,0
67,189.7476969,411,84,0,26,98.06060943,0
14,102.6717176,1457,0,0,15,149.7242202,0
2,3.206452971,1518,35,8,18,499.1935243,0
173,305.3173306,1822,160,10,10,211.8732466,0
23,183.9536754,2276,25,37,28,115.392529,0
186,331.1635529,1486,10,0,26,124.653192,0
163,241.9283407,2364,235,75,8,604.404061,0
143,431.3195445,1119,92,0,2,0.0,0
19,30.56696766,1191,56,0,19,112.4125271,1
36,104.620954,2452,2,0,25,275.0123059,1
27,50.44460307,1566,182,0,22,193.651545,0
44,144.7741175,3117,367,0,25,561.0275059,0
183,206.9018216,1117,60,0,20,329.5306135,0
31,81.14843376,1617,0,0,21,169.7943969,0
42,154.4430025,762,12,30,12,264.8566678,0
71,158.0093487,2955,173,1,30,246.4919653,0
164,393.8276421,1930,29,0,25,27.55322244,0
45,328.0644175,972,107,0,20,161.1647687,0
41,252.2802497,3246,0,8,0,0.0,0
115,142.1248583,254,220,0,26,239.0321811,1
35,54.51611425,1119,84,0,29,157.4716211,0
140,386.6812197,2369,227,5,16,744.4323284,0
10,49.62421796,1208,103,4,10,170.6550907,0
194,258.4661248,1370,0,27,22,376.9565364,0
54,142.1642468,3378,414,0,27,29.33571062,0
15,154.2490518,2632,140,0,2,0.0,1
38,68.93584544,595,104,0,20,143.7671155,0
6,9.823028131,1539,229,0,23,293.5084477,0
141,215.1609562,680,218,53,27,246.7782501,1
18,93.58210994,3336,59,33,29,124.6050987,0
10,42.81525867,1830,25,0,20,129.82054,0
62,177.0351143,859,40,0,4,723.1732743,0
50,240.8251514,3191,108,11,12,157.2949452,0
61,358.641387,1414,27,0,17,130.8080645,0
60,67.33966713,125,55,13,26,143.2295877,0
115,120.922636,2113,51,0,21,131.179212,0
115,122.7597781,3035,11,20,10,374.7269357,0
7,80.41773529,3036,72,64,12,581.2983526,0
17,59.85181655,2616,259,46,12,795.3166062,0
85,145.238802,2030,32,0,21,88.98627439,0
24,169.3009208,2618,0,0,24,98.80041006,1
113,178.1452967,2783,73,25,15,241.5414482,0
39,193.3358705,2488,257,45,25,176.1657258,0
26,68.38135477,2743,171,96,18,270.7586352,0
45,72.31204387,573,126,89,2,1112.797101,1
125,282.3906142,1574,107,15,27,168.5587174,0
41,444.8050744,2568,77,0,28,201.094953,0
56,256.1144963,3494,53,72,6,141.3043265,0
4,6.921138543,1798,162,32,23,229.6451881,0
103,256.5750674,1603,147,63,9,1128.725234,0
22,45.98367821,1715,44,6,20,196.3013379,0
47,84.06910766,1540,12,52,29,158.7067549,0
121,253.0522588,187,0,0,30,43.98505522,0
64,164.6173937,3054,65,0,23,288.7619753,0
73,185.5268264,578,0,13,20,72.59190953,0
26,155.2291389,1567,158,0,27,68.9920385,0
54,358.601405,551,90,0,6,359.3544583,1
93,138.1630309,2923,47,83,12,938.9341755,0
73,125.1379905,650,0,0,13,306.996381,1
119,199.3840899,3233,82,58,20,210.5370018,0
16,187.576241,1501,3,0,16,137.3600357,0
72,110.1963406,2603,5,0,4,391.6719937,0
84,145.618094,1441,0,29,6,268.4912285,0
8,63.86212653,1951,22,13,10,521.7652847,0
48,84.11291065,3290,5,16,5,843.0501554,0
80,161.1814727,3139,0,0,27,92.12928,0
30,272.4495926,2285,143,66,18,133.9508733,0
8,151.3689532,1654,23,5,20,270.6830223,0
189,264.865973,294,28,69,11,628.9842238,1
44,197.640222,1130,1,9,11,500.8595773,0
41,95.78704173,1222,37,0,28,201.8445803,0
36,182.4767346,2166,25,69,24,249.4542243,0
116,157.42623,3128,0,81,22,79.22078491,0
106,192.567072,2447,155,0,10,929.21105,0
1,132.1554183,2867,0,21,24,70.34650281,0
40,116.8826274,2037,82,7,24,393.0839875,0
30,240.8394445,3144,0,78,27,234.6760623,0
162,258.7973844,2480,9,0,4,412.0968958,0
83,216.8933541,2837,148,0,9,427.1432407,0
5,226.7351752,2420,64,0,14,349.0821606,0
23,43.94301269,2225,0,18,4,560.1968508,0
17,25.31429004,3150,218,0,21,125.943125,0
100,181.8767311,3257,48,0,15,126.3625076,0
25,148.4334449,1252,266,0,27,39.87888678,0
61,156.9135395,2240,4,0,17,173.5990482,0
2,46.57032727,570,197,101,16,348.3532299,0
41,215.8291713,1986,8,93,10,71.8177081,0
24,119.6715782,3163,45,0,9,276.0304557,0
43,67.66788099,663,334,0,18,197.5614602,0
4,189.4090107,366,31,8,28,220.3323241,1
88,296.6710779,1658,0,77,11,345.1062038,1
32,132.0248803,3439,31,2,6,491.7069278,0
51,135.0803915,304,177,37,10,478.715063,0
35,169.3389973,671,0,14,11,276.6450289,1
3,25.89414233,664,398,23,2,0.0,1
13,85.71471609,2920,259,20,18,152.0440463,0
57,318.4291868,2757,27,56,29,170.7330589,0
92,121.6432052,2827,0,0,10,708.690123,0
174,320.535172,1125,36,0,15,478.101836,1
12,72.55635714,801,0,26,29,363.4656859,0
90,140.1849955,2434,99,0,11,338.7199601,0
24,407.7581935,1247,80,0,24,60.65605604,0
70,138.5746044,1199,0,0,15,367.8562681,0
58,166.9149894,3172,200,101,8,220.6262264,0
12,159.7784258,1686,0,6,9,670.3535118,0
95,123.4174455,2888,0,9,15,568.7657787,0
14,91.74133076,86,110,0,4,0.0,1
57,126.8578955,3015,0,53,17,343.8433757,0
71,87.52815716,1930,0,80,12,1098.997106,0
25,36.76006407,3436,157,69,16,398.8185049,1
26,47.09847105,589,36,0,11,74.44600667,0
15,29.25557064,2447,28,11,26,177.5639808,0
106,237.3858046,1054,0,0,31,119.5093887,0
18,78.99231631,1072,189,65,14,214.5831913,0
30,229.9742334,2322,0,1,16,393.5934159,0
116,118.9237083,2907,65,9,12,272.5881562,0
64,187.8450778,1501,192,0,22,242.4751471,0
125,256.1343771,3434,0,0,17,312.9491168,0
88,115.9685697,760,0,54,6,626.967429,1
59,113.4699324,1744,246,24,22,389.3176761,0
51,196.5185004,2421,70,0,3,0.0,1
44,99.02409794,768,8,28,7,487.8601938,0
46,238.9834396,479,175,0,22,306.0996533,0
64,80.93313123,1941,292,83,21,226.4860648,0
38,49.60654536,651,376,0,25,191.5740074,0
64,88.19469671,1043,8,48,15,412.6374522,0
82,86.74403635,2537,38,22,15,444.7729391,1
28,63.4061072,3445,0,14,10,288.3620849,0
62,77.85540432,3223,0,0,24,413.9407218,0
17,97.63521073,3175,136,0,4,777.230881,0
11,128.5130631,1042,0,19,12,149.7895012,0
4,45.93254054,1340,0,0,15,135.7419968,0
29,42.47217342,2445,65,16,30,196.8688306,0
7,59.48631698,2614,38,27,19,54.21179368,0
19,313.8838143,825,0,0,28,97.5848915,0
54,195.4990492,3426,127,5,18,562.7014895,0
10,197.3339014,50,357,4,29,38.58334029,0
13,38.34637497,558,5,8,22,236.4262074,0
19,197.4108508,2202,7,34,19,262.3334506,0
22,56.20470155,883,388,62,14,325.9850865,0
26,327.6853733,905,69,53,1,810.3966092,0
42,312.0030521,2869,19,0,13,257.538922,0
98,262.1378184,2057,225,54,23,198.1914063,0
30,145.2835833,841,151,28,13,518.9539079,0
18,186.0904759,2448,354,0,27,102.4938406,0
6,315.7354648,2485,0,9,15,169.645721,0
53,214.799816,517,0,0,3,764.753322,0
50,88.06832866,1857,0,17,4,900.0232963,0
21,155.2413321,817,273,0,21,23.02338624,0
178,206.2665214,2051,71,0,29,58.71041505,0
50,147.8548198,1200,213,4,1,0.0,1
112,183.1563456,2606,0,8,29,333.1777091,0
64,142.5600515,443,0,0,9,626.0508846,0
106,358.7799859,2631,80,69,0,0.0,1
78,91.35802206,2855,110,96,21,138.536135,1
64,205.4421119,3373,39,56,24,283.5726062,0
32,64.42854933,173,0,0,22,363.5962632,0
109,139.004463,1792,148,59,26,90.88453853,0
116,290.6786914,2182,102,0,20,263.0253995,0
21,79.39344081,2725,92,0,11,435.9252409,0
16,269.8849997,2026,42,58,28,242.6264675,0
14,99.08636817,1837,128,0,3,1091.291544,0
25,52.13650155,1980,92,1,5,0.0,0
49,67.91860233,471,0,0,30,235.5451333,0
9,258.8305629,1834,0,32,11,257.3986688,1
25,102.0858553,239,425,50,9,311.6174219,0
24,81.53466189,1123,27,0,18,78.4334415,0
10,14.64702361,996,241,32,30,290.3384635,0
17,36.71311256,1931,156,7,9,177.1833388,0
141,256.2646897,382,198,0,18,167.1271835,0
20,188.2939442,2163,337,0,11,943.4839458,0
25,32.84913062,2708,371,45,5,46.29446142,0
40,71.01323298,1769,23,88,6,642.804758,1
72,122.6602815,1946,271,3,3,1117.966603,0
132,239.0821912,2824,26,66,9,232.5662209,0
87,170.6155192,3322,32,42,14,50.17601967,0
15,46.75876754,733,124,0,13,318.5495453,0
64,139.1569324,653,1,29,7,669.9334063,0
17,52.5604031,2067,300,15,10,572.6516841,0
148,262.0710757,3422,99,0,17,470.5199256,0
4,172.8591279,1115,0,0,29,60.17058972,0
103,178.8935659,1526,74,0,13,118.653906,0
59,150.8420619,2943,48,0,13,353.9798878,0
97,102.847378,187,0,52,0,0.0,0
21,155.958391,1036,282,2,13,472.1990769,0
183,414.5576115,795,28,11,3,0.0,0
57,169.8810731,2563,32,0,30,123.0319397,0
174,332.6929779,2056,0,67,18,212.8217013,0
4,114.7927341,2388,236,58,28,251.601869,0
18,44.69237943,3401,237,0,10,1179.466953,0
7,29.01537813,3441,137,0,14,157.7086324,0
131,318.4033567,770,0,0,21,319.4078524,0
8,40.91240845,1647,12,0,24,80.06927413,0
114,235.3217557,1987,361,0,30,249.2823726,0
89,147.6694822,1572,0,0,20,259.1922993,1
58,75.73313208,570,0,92,8,971.384034,0
4,179.0895662,2928,1,0,7,929.3997806,0
31,67.49610899,3498,0,0,12,573.3505479,0
15,292.0438302,3073,0,0,25,144.5458764,1
134,192.754132,3058,0,37,23,145.9052117,0
28,177.4701413,3089,0,0,22,178.4000643,0
21,108.8739501,185,120,61,25,123.4744472,0
33,55.23312538,2922,340,26,7,1162.238722,1
17,66.06408201,312,0,16,0,0.0,1
49,124.6191207,886,311,78,8,484.163001,1
23,50.716431,1048,47,25,16,220.5334811,0
13,47.15111277,1142,0,0,9,629.0359436,0
8,27.39369781,1585,195,4,21,257.4015113,0
33,90.45983497,2562,173,16,27,327.8845367,0
18,39.8926036,1920,69,0,10,656.331652,0
16,72.70203443,2430,0,97,29,140.0568586,0
35,268.6426575,284,0,10,22,119.3015881,1
67,142.6958116,3359,216,51,21,139.5108587,0
49,151.0253389,1739,137,0,4,0.0,1
113,254.3321868,298,0,50,20,363.760973,0
135,192.216874,2343,45,0,13,494.9834449,0
45,157.7431229,2615,66,58,21,88.46458121,0
63,243.5289643,3083,156,0,30,104.5187136,0
11,134.088305,1147,0,0,29,176.9126604,0
83,170.4612905,1751,5,35,15,220.2823742,0
78,140.4410135,3228,260,73,4,0.0,0
47,78.88325221,2951,0,0,21,594.5642504,0
0,44.3375326,2566,18,0,21,264.5446946,0
68,117.3026518,2004,46,82,23,49.01680452,1
50,141.496572,1187,66,57,14,71.69405398,0
33,443.1990324,1679,0,0,7,331.3712096,0
160,326.0293533,1145,0,0,8,465.3872165,0
74,137.8610182,1074,347,0,23,39.90096132,0
25,134.2950486,1400,18,0,28,149.0379506,1
32,104.3355916,1691,170,45,21,152.5992836,0
96,154.7708084,3431,150,0,26,261.4920472,0
6,424.2151011,326,141,55,13,442.1173838,1
60,95.80913506,321,41,1,0,0.0,0
7,177.4938173,2855,283,0,29,318.4102908,0
175,314.8632029,2371,13,0,16,519.1974034,0
86,186.0812779,3001,2,39,7,508.6761043,0
11,47.36896167,1614,47,98,21,340.0331547,1
19,484.6731175,234,80,73,5,446.358258,1
22,343.0582665,869,34,32,21,205.1249555,0
18,27.37639367,1268,27,32,12,512.325568,1
20,21.44660025,1374,166,7,24,32.12321615,0
8,31.39397044,726,147,6,2,0.0,0
100,205.0489141,1318,47,12,28,117.7170068,0
18,23.30644185,2081,227,63,23,58.87329896,0
48,132.7104514,706,0,0,17,825.9659137,0
45,497.8287251,2582,76,0,9,556.6385072,0
35,352.650882,31,0,3,29,313.1247645,0
8,74.51322723,1575,25,0,26,469.1173205,0
47,74.94795735,2416,236,0,3,0.0,1
4,72.52927832,2379,87,0,4,0.0,0
34,359.3109546,3035,35,17,30,76.73835933,0
1,257.5487328,688,100,27,5,531.7838828,0
52,76.19410634,139,0,34,10,415.0557109,1
11,418.2217788,201,427,60,11,470.1164424,0
13,58.55850515,2125,0,0,15,219.9808386,0
80,175.2124554,686,74,0,18,209.751532,1
112,282.9730049,3259,42,27,25,213.3504548,0
76,127.2075316,2371,134,56,11,412.4475014,1
169,227.3475349,1660,0,24,4,0.0,1
20,80.82774277,95,162,21,13,304.4216077,1
41,97.82136159,1582,0,80,19,239.954478,0
46,172.2173968,1426,0,15,29,128.4710003,0
6,242.9165072,3290,22,25,30,212.8304477,0
22,87.75889723,2815,27,38,14,867.2206744,0
60,130.601004,143,0,4,27,68.41017206,0
72,111.9562979,2997,60,0,0,0.0,0
17,51.91364207,421,30,0,8,157.3584546,0
104,174.2857977,1376,107,0,12,294.5426636,0
126,415.689125,1848,19,14,20,415.1337814,0
75,294.0623216,2139,219,0,14,155.5593747,0
46,99.37399493,749,0,41,10,846.4416633,0
39,125.2125023,3111,353,0,1,0.0,1
13,195.9492969,859,55,0,3,0.0,0
3,3.518442055,2095,123,0,21,157.1911173,0
110,414.6139024,2692,122,32,13,938.4817013,0
20,129.8182563,1466,64,7,2,0.0,0
99,215.7381765,1603,122,25,25,231.3697597,0
12,155.7377087,2759,0,9,5,0.0,0
167,232.8235252,973,10,1,18,244.4683957,1
173,266.8850468,947,180,0,31,105.060279,0
24,61.79441124,3182,0,35,4,353.6406743,0
89,347.5131775,580,146,30,2,0.0,1
32,158.9428941,3337,63,0,12,765.3289382,0
54,76.52462447,2981,66,0,10,736.7090941,0
16,65.62535824,1963,29,0,25,176.8605708,0
12,87.95726081,1439,62,28,28,78.30692654,0
182,227.1814086,3305,114,4,7,174.4948611,0
72,111.0451381,2060,0,0,30,313.7036357,0
11,87.89292419,277,248,17,23,168.8529677,0
34,140.0193393,459,147,14,8,583.426954,0
25,124.056393,1748,0,0,26,131.7924536,0
22,157.3622256,931,0,10,13,316.4645515,1
64,228.4696788,2486,410,0,17,216.9905198,0
36,80.21327214,1566,34,34,3,900.8558933,1
34,72.78689831,1948,162,0,18,95.92936928,0
99,192.7016272,2872,197,0,1,0.0,1
122,203.4690315,122,391,4,20,257.2802612,0
182,349.4662258,3008,273,20,15,549.1563614,0
57,110.900275,605,213,91,10,469.1279059,1
4,164.5942587,3479,105,0,9,921.7988245,0
15,121.3866621,2301,182,0,28,351.8244775,1
10,100.52971,2287,14,0,7,968.2000443,1
14,279.034668,1227,25,34,27,273.1584796,0
55,142.9424402,2628,0,8,7,308.2716726,0
19,145.8215454,79,85,29,1,0.0,1
26,287.0661475,2717,41,0,9,665.9600346,0
31,69.81036502,3256,180,24,1,0.0,0
2,49.35084605,3232,275,0,9,308.7373519,0
175,223.0974932,1459,126,49,16,698.1375027,0
39,99.10180617,2603,79,28,21,186.7127342,0
7,36.95002442,314,58,30,25,216.5115903,0
22,43.73460687,744,0,0,14,556.9054627,0
17,72.54091116,483,172,0,15,333.2341731,0
11,149.2797378,3188,86,105,31,247.3489846,0
8,88.75362815,347,105,14,4,0.0,0
28,210.833943,1803,0,0,31,103.3589315,0
125,257.5443562,1206,14,75,20,317.8632365,0
22,482.7842471,1651,0,105,29,286.8052443,0
68,350.145978,826,0,66,27,111.5716016,0
46,59.86194596,2547,110,0,16,271.5435779,0
44,237.0892634,1562,18,0,10,483.8817747,0
21,151.8772311,3235,41,0,30,241.6621307,0
154,255.9174255,2954,0,0,13,336.5198452,0
34,334.8364877,3276,82,0,24,138.0870738,0
39,87.65133879,994,80,42,16,268.1872335,0
195,360.8938835,950,51,0,15,235.5520579,0
99,188.7078835,2914,0,9,27,40.92229003,0
16,386.4722594,506,148,35,23,81.06230655,0
160,247.8790354,3168,73,68,15,233.0376949,0
55,187.152993,1273,124,0,20,221.6357736,0
1,120.6954558,1477,0,20,29,108.0774598,0
2,118.5479703,1022,0,0,23,102.7072944,0
32,159.2607185,3075,82,0,22,433.1446928,0
22,45.22134271,576,0,72,1,0.0,1
111,192.115338,2766,228,22,7,188.4117134,0
7,117.941832,645,23,0,21,192.6138217,0
53,120.2958796,161,13,4,24,53.88567806,0
27,182.9806182,2291,27,17,25,84.77331733,0
35,98.48375028,2858,57,14,22,120.7145116,0
92,198.1640652,2579,48,56,15,117.4353031,0
41,306.3381565,718,275,10,8,1017.369577,1
49,75.56456369,840,169,0,20,61.54632526,0
39,193.5568419,106,13,41,6,449.6146218,1
17,96.58932942,2314,27,23,26,139.5467831,0
127,184.7300883,2249,54,26,9,371.2538484,1
11,170.4301285,310,255,0,5,0.0,0
119,300.9100936,1240,217,0,6,278.6199552,0
62,153.857299,821,94,8,5,376.8664168,1
3,65.03802465,709,375,56,14,442.2020333,0
90,122.2441594,1941,37,23,23,163.2861746,0
62,120.0515044,2317,28,83,7,637.7072639,1
2,42.34844807,2445,86,0,17,536.7843595,0
6,36.68451442,1242,0,0,3,0.0,1
33,286.1453392,3165,50,0,9,799.9466724,0
31,98.59025885,1085,56,68,29,121.7957978,0
72,262.2865518,216,171,59,19,182.4203572,0
4,85.35910477,177,52,0,30,219.2916843,0
94,196.7838984,2526,0,0,13,738.5592949,0
132,175.6308547,1796,176,104,18,133.431408,0
155,487.6654815,2719,64,36,19,185.5712208,0
80,216.7673382,2657,62,28,3,0.0,0
57,257.3401095,1896,320,34,27,134.623915,0
141,188.5904947,2017,0,37,29,307.887594,0
62,100.4705833,324,9,67,10,632.7024,0
43,102.4480941,1588,142,54,23,311.4196494,0
4,123.429291,910,250,11,30,261.4443216,0
41,257.9194155,18,48,5,18,245.6949043,1
36,326.4467832,2414,0,0,25,181.0177061,0
92,279.5617397,3175,15,43,17,602.1932899,0
78,213.4416186,1822,34,0,8,109.7420142,0
27,273.6645705,1339,311,48,4,988.6988948,1
13,29.77031919,1653,118,88,20,45.64032642,0
30,57.86993432,1974,6,32,7,124.0195815,0
18,161.0194848,648,212,11,20,286.9951399,0
160,375.1961153,2834,330,16,7,654.1880023,0
2,45.66839298,1126,77,0,21,379.3050693,0
40,111.9531409,3220,164,0,11,235.4134277,1
23,56.06254254,941,126,0,28,327.5699564,0
87,110.4594334,1253,135,39,1,0.0,0
92,203.8139604,726,45,97,6,416.8190275,0
72,428.136065,2555,31,5,8,498.458471,0
68,186.9359725,864,0,28,9,320.7479043,0
7,135.7666551,111,140,103,0,0.0,0
10,15.65419107,3493,127,13,0,0.0,1
55,330.3662531,1411,5,72,3,0.0,0
98,195.9343293,2807,0,6,23,167.7147413,0
20,242.0943059,2520,27,50,28,247.024434,0
72,331.4010375,1055,0,44,15,132.9277622,0
38,244.8097717,3372,135,0,11,277.9137395,0
21,31.34421465,1144,216,0,31,67.39818827,0
62,64.97681695,1550,0,83,10,244.9578903,0
14,41.095243,3455,0,0,6,457.9177152,0
66,80.22350758,1579,51,53,2,855.154627,0
57,75.55413318,2214,140,50,29,154.5167088,0
33,107.587958,1787,238,0,15,676.3653189,0
5,250.6107035,832,43,33,17,436.1848158,0
114,172.9658772,1514,0,29,29,160.4888937,0
190,465.7719402,3145,45,52,28,65.19954791,0
17,63.17013008,203,295,21,19,148.7158771,0
169,263.8527718,1857,14,37,24,272.5747418,0
94,148.7527382,1282,302,63,19,543.4662016,1
38,50.90258893,1414,93,7,25,186.8342278,0
101,138.0457463,377,18,0,2,0.0,1
5,290.8976363,1113,27,3,11,128.9323659,0
24,259.3372164,2452,0,16,2,0.0,0
110,269.042039,295,44,21,6,194.062631,0
54,167.9681528,1506,0,0,9,392.003843,0
32,48.19575876,3215,1,27,10,521.5944448,0
118,278.2231014,2147,63,67,16,253.4015037,0
60,250.3807668,2185,292,0,6,157.7478034,0
137,176.6068307,1879,113,12,16,224.3461087,1
47,100.4676855,2465,100,0,3,0.0,1
13,224.1824258,1777,125,0,28,156.2725009,0
112,174.1734302,3129,31,68,24,342.1824674,1
118,226.3364683,2705,0,0,8,457.5015418,0
16,85.35756673,3258,0,20,3,0.0,0
59,70.88611975,799,20,0,22,388.4429023,0
62,179.700892,2659,68,13,2,0.0,0
44,232.8319903,819,207,0,31,59.75458193,0
34,115.8444987,701,101,0,26,307.7322947,0
3,136.3717091,2892,28,38,17,151.1693898,0
92,169.6963701,2527,185,0,3,0.0,1
37,192.5886356,2826,72,0,18,330.8730319,0
38,70.74406486,2590,177,23,29,282.5677196,0
16,49.10031898,2085,5,30,24,359.1952951,0
7,205.2944157,2000,374,0,12,474.4345554,0
55,106.2261345,474,0,0,7,343.3502783,0
150,333.228918,1847,0,43,21,87.99296695,0
27,83.13509524,3182,0,22,21,289.6888995,0
21,170.2584746,1250,64,25,30,191.6775337,0
118,284.2368818,2493,0,27,13,443.4095328,0
7,23.25777795,1531,71,0,13,146.022454,0
94,194.7214062,1510,238,0,25,164.5199971,0
1,99.3035489,1872,57,43,27,222.7921611,0
45,152.9778059,1254,0,0,27,203.0685993,0
27,83.10669105,2471,173,0,21,404.3083812,1
34,66.17630619,1012,100,0,28,125.9700968,0
50,90.46891988,1039,0,15,2,0.0,0
17,144.9111402,2146,335,0,10,268.4842525,1
