,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
109416844,2,12/25/2017 9:06:05 PM,12/25/2017 9:15:57 PM,5,1.7,1,N,107,249,1,9,0.5,0.5,2.06,0,0.3,12.36
112957716,1,01/06/2017 6:27:56 PM,01/06/2017 6:55:14 PM,1,11,1,N,163,158,1,29.5,1,0.5,5,0,0.3,36.3
40385720,2,05/18/2017 9:12:37 PM,05/18/2017 9:23:59 PM,1,2.58,1,N,90,13,1,10.5,0.5,0.5,2.36,0,0.3,14.16
112492662,2,01/05/2017 9:36:35 PM,01/05/2017 9:53:39 PM,1,2.47,1,N,237,164,2,12.5,0.5,0.5,0,0,0.3,13.8
88992456,2,10/22/2017 12:46:07 AM,10/22/2017 1:07:13 AM,1,3.67,1,N,50,144,1,16.5,0.5,0.5,4.45,0,0.3,22.25
66129650,1,08/04/2017 6:21:42 PM,08/04/2017 6:39:27 PM,1,3.6,1,N,50,263,1,15,1,0.5,2,0,0.3,18.8
70770968,2,08/21/2017 10:48:49 PM,08/21/2017 11:02:05 PM,1,1.37,1,N,142,229,1,10.5,0.5,0.5,2.36,0,0.3,14.16
44153367,2,05/23/2017 7:33:10 AM,05/23/2017 7:47:28 AM,1,2.36,1,N,249,162,1,11.5,0,0.5,1,0,0.3,13.3
30217582,2,04/14/2017 7:36:09 AM,04/14/2017 8:08:02 AM,1,18.99,3,N,246,1,1,68,0,0,15,18.26,0.3,101.56
29530883,2,04/09/2017 10:30:20 AM,04/09/2017 10:33:41 AM,1,0.84,1,N,50,142,1,5,0,0.5,1.45,0,0.3,7.25
65197672,1,08/01/2017 5:33:00 PM,08/01/2017 5:34:10 PM,1,0,1,N,14,14,2,3,1,0.5,0,0,0.3,4.8
19501154,1,03/08/2017 12:40:34 PM,03/08/2017 1:04:06 PM,1,2.5,1,N,161,224,1,15,0,0.5,3.15,0,0.3,18.95
40199057,2,05/18/2017 11:08:12 AM,05/18/2017 11:21:11 AM,1,2.06,1,N,239,163,1,11,0,0.5,2.36,0,0.3,14.16
76183066,2,09/10/2017 8:05:22 PM,09/10/2017 8:07:27 PM,1,0.36,1,N,262,262,1,3.5,0.5,0.5,1,0,0.3,5.8
25159594,1,03/27/2017 6:42:05 PM,03/27/2017 6:48:47 PM,1,1.1,1,N,230,142,2,6.5,1,0.5,0,0,0.3,8.3
48703444,1,06/05/2017 2:20:21 PM,06/05/2017 2:35:43 PM,1,4.9,1,N,12,170,1,17,0,0.5,2,0,0.3,19.8
20678253,2,03/12/2017 2:06:28 PM,03/12/2017 2:12:47 PM,1,0.95,1,N,237,236,1,6.5,0,0.5,1.46,0,0.3,8.76
100737148,2,11/28/2017 8:23:17 PM,11/28/2017 8:31:17 PM,5,1.39,1,N,162,237,1,7.5,0.5,0.5,1,0,0.3,9.8
106480363,2,12/15/2017 10:19:49 PM,12/15/2017 11:11:32 PM,6,17.29,2,N,186,132,1,52,0,0.5,11.71,5.76,0.3,70.27
94655076,1,11/08/2017 6:13:40 PM,11/08/2017 6:36:55 PM,1,1.9,1,N,237,143,1,14.5,1,0.5,3.25,0,0.3,19.55
19327682,2,03/07/2017 10:39:15 PM,03/07/2017 10:44:23 PM,1,1.01,1,N,234,246,1,6,0.5,0.5,1.46,0,0.3,8.76
41581414,2,05/20/2017 10:57:35 AM,05/20/2017 11:11:11 AM,1,2.51,1,N,262,142,1,11.5,0,0.5,2.46,0,0.3,14.76
103348160,2,12/06/2017 8:25:01 PM,12/06/2017 8:47:03 PM,2,9.38,1,N,138,137,1,28,0.5,0.5,5,5.76,0.3,40.06
68708958,1,08/14/2017 10:32:05 AM,08/14/2017 11:17:38 AM,2,17.7,2,N,132,162,1,52,0,0.5,10,5.76,0.3,68.56
92992320,2,11/03/2017 3:40:40 PM,11/03/2017 3:52:52 PM,6,1.03,1,N,161,163,1,8.5,0,0.5,1.86,0,0.3,11.16
110303873,1,12/29/2017 2:29:19 PM,12/29/2017 2:38:16 PM,1,0.9,1,N,161,237,1,7,0,0.5,1.55,0,0.3,9.35
53542643,1,06/23/2017 3:05:11 PM,06/23/2017 3:18:05 PM,1,1.6,1,N,162,262,2,10,0,0.5,0,0,0.3,10.8
40043534,2,05/17/2017 10:17:42 PM,05/17/2017 10:23:34 PM,2,1.42,1,N,229,137,1,6.5,0.5,0.5,1,0,0.3,8.8
65636128,2,08/03/2017 4:27:06 AM,08/03/2017 4:54:57 AM,1,7.44,1,N,239,116,1,25.5,0.5,0.5,5.36,0,0.3,32.16
79733602,2,09/22/2017 4:06:00 PM,09/22/2017 4:20:48 PM,1,2.56,1,N,43,236,1,12,1,0.5,3.45,0,0.3,17.25
81887180,1,09/29/2017 2:48:23 PM,09/29/2017 3:08:25 PM,1,1.6,1,N,162,236,1,13.5,0,0.5,2.85,0,0.3,17.15
19985719,2,03/09/2017 6:30:03 PM,03/09/2017 6:39:49 PM,5,1.9,1,N,237,142,2,9,1,0.5,0,0,0.3,10.8
96629892,2,11/14/2017 7:22:51 PM,11/14/2017 7:41:33 PM,1,2.79,1,N,100,231,1,13.5,1,0.5,4.59,0,0.3,19.89
102878623,1,12/05/2017 1:04:45 PM,12/05/2017 1:05:00 PM,1,0,2,N,162,162,1,52,0,0.5,11.7,5.76,0.3,70.26
36045083,2,04/12/2017 4:43:30 PM,04/12/2017 5:14:50 PM,1,5.13,1,N,141,255,2,23,1,0.5,0,0,0.3,24.8
7671180,2,02/02/2017 3:25:49 PM,02/02/2017 3:32:56 PM,1,0.72,1,N,143,142,1,6,0,0.5,1.7,0,0.3,8.5
39854555,2,05/17/2017 1:05:55 PM,05/17/2017 1:27:12 PM,1,1.78,1,N,237,75,1,14,0,0.5,3.7,0,0.3,18.5
55704763,2,06/08/2017 1:50:16 AM,06/08/2017 1:54:29 AM,1,0.86,1,N,79,4,1,5,0.5,0.5,1.26,0,0.3,7.56
4500099,2,01/24/2017 1:00:09 PM,01/24/2017 1:36:35 PM,1,9.8,1,N,138,65,1,31.5,0,0.5,6.46,0,0.3,38.76
100132479,1,11/26/2017 5:19:48 PM,11/26/2017 5:44:33 PM,1,3.8,1,N,48,79,1,17.5,0,0.5,3.65,0,0.3,21.95
89602724,2,10/24/2017 8:02:01 AM,10/24/2017 8:13:50 AM,1,1.59,1,N,143,246,2,9.5,0,0.5,0,0,0.3,10.3
96633617,1,11/14/2017 7:15:14 PM,11/14/2017 7:50:59 PM,2,3.8,1,N,224,249,1,22.5,1,0.5,3,0,0.3,27.3
106693550,1,12/16/2017 2:59:17 PM,12/16/2017 3:21:59 PM,0,3.1,1,N,163,114,1,15.5,0,0.5,4.05,0,0.3,20.35
33903202,2,04/24/2017 2:53:25 PM,04/24/2017 3:20:23 PM,1,3.3,1,N,114,66,1,18,0,0.5,4.7,0,0.3,23.5
12184749,1,02/16/2017 9:30:25 AM,02/16/2017 9:37:00 AM,2,0.7,1,N,158,249,2,6,0,0.5,0,0,0.3,6.8
79173156,2,09/20/2017 5:39:45 PM,09/20/2017 6:08:30 PM,1,3.73,1,N,142,90,1,19.5,1,0.5,2,0,0.3,23.3
98106330,2,11/19/2017 12:55:46 AM,11/19/2017 1:06:02 AM,2,1.6,1,N,107,233,1,8.5,0.5,0.5,1.96,0,0.3,11.76
11015564,2,02/07/2017 5:50:34 PM,02/07/2017 6:05:12 PM,2,2.31,1,N,87,114,1,11.5,1,0.5,2.66,0,0.3,15.96
5024864,2,01/25/2017 11:03:10 PM,01/25/2017 11:16:00 PM,2,3.12,1,N,161,262,1,12.5,0.5,0.5,2.76,0,0.3,16.56
34696082,2,04/29/2017 5:06:45 AM,04/29/2017 5:11:27 AM,1,0.69,1,N,238,24,2,5,0.5,0.5,0,0,0.3,6.3
4765994,1,01/25/2017 9:30:37 AM,01/25/2017 9:56:15 AM,1,2.8,1,N,262,161,2,17.5,0,0.5,0,0,0.3,18.3
17327421,1,03/02/2017 7:02:22 PM,03/02/2017 7:17:08 PM,1,2.4,1,N,236,143,2,12,1,0.5,0,0,0.3,13.8
9965521,1,02/11/2017 3:24:43 PM,02/11/2017 3:31:03 PM,1,0.6,1,N,142,43,2,6,0,0.5,0,0,0.3,6.8
59410097,1,07/12/2017 8:55:41 PM,07/12/2017 9:06:56 PM,1,7,1,N,239,127,1,20.5,0.5,0.5,0,0,0.3,21.8
101160878,2,11/30/2017 8:25:24 AM,11/30/2017 8:39:56 AM,1,2.36,1,N,125,161,1,11.5,0,0.5,2.46,0,0.3,14.76
70372447,2,08/20/2017 11:52:41 AM,08/20/2017 12:00:38 PM,1,0.43,1,N,137,164,2,4,0,0.5,0,0,0.3,4.8
111046104,2,01/01/2017 4:24:09 PM,01/01/2017 4:30:34 PM,2,1.78,1,N,48,237,1,7.5,0,0.5,1.66,0,0.3,9.96
14457149,1,02/23/2017 1:16:18 PM,02/23/2017 1:21:38 PM,1,0.5,1,N,141,140,2,5,0,0.5,0,0,0.3,5.8
33143565,1,04/22/2017 10:50:13 AM,04/22/2017 11:06:28 AM,1,7.8,1,N,140,13,1,24,0,0.5,4.95,0,0.3,29.75
99370847,2,11/23/2017 1:00:53 PM,11/23/2017 1:30:31 PM,1,7.06,1,N,230,66,2,26.5,0,0.5,0,0,0.3,27.3
5065731,1,01/26/2017 6:38:06 AM,01/26/2017 6:46:04 AM,1,2.4,1,N,263,162,2,9,0,0.5,0,0,0.3,9.8
28838296,1,04/07/2017 1:33:40 PM,04/07/2017 1:42:37 PM,1,1.3,1,N,236,162,1,7.5,0,0.5,0.5,0,0.3,8.8
17693624,2,03/03/2017 4:51:14 PM,03/03/2017 4:58:30 PM,5,1.37,1,N,107,4,1,7.5,1,0.5,1,0,0.3,10.3
63829426,2,07/27/2017 7:02:08 PM,07/27/2017 7:17:20 PM,1,1.54,1,N,237,142,2,10.5,1,0.5,0,0,0.3,12.3
63086419,2,07/25/2017 10:27:27 AM,07/25/2017 10:31:31 AM,1,0.54,1,N,234,186,2,4.5,0,0.5,0,0,0.3,5.3
40550313,2,05/19/2017 9:44:49 AM,05/19/2017 9:52:50 AM,4,0.4,1,N,234,234,1,6.5,0,0.5,1.46,0,0.3,8.76
93743963,1,11/05/2017 6:21:15 PM,11/05/2017 6:28:40 PM,1,0.9,1,N,163,161,1,6.5,0,0.5,0.7,0,0.3,8
55896292,2,06/09/2017 1:17:08 AM,06/09/2017 1:36:43 AM,2,3.61,1,N,144,246,1,15.5,0.5,0.5,3.36,0,0.3,20.16
94714692,1,11/08/2017 9:44:50 PM,11/08/2017 9:59:19 PM,2,1.7,1,N,234,144,1,10.5,0.5,0.5,2.35,0,0.3,14.15
85670364,1,10/11/2017 9:12:23 PM,10/11/2017 9:30:43 PM,1,7.1,1,N,13,14,1,21.5,0.5,0.5,5.7,5.76,0.3,34.26
61814450,2,07/20/2017 8:04:37 PM,07/20/2017 8:13:06 PM,1,1.07,1,N,90,100,2,7,0.5,0.5,0,0,0.3,8.3
11376277,2,02/06/2017 7:30:06 PM,02/06/2017 7:34:53 PM,1,0.7,1,N,90,186,1,5,1,0.5,1,0,0.3,7.8
32414841,1,04/20/2017 2:58:35 PM,04/20/2017 3:01:24 PM,1,0.4,1,N,50,142,2,3.5,0,0.5,0,0,0.3,4.3
14644076,1,02/23/2017 11:03:13 PM,02/23/2017 11:38:09 PM,1,7.2,1,N,164,25,1,27,0.5,0.5,5.65,0,0.3,33.95
85858409,2,10/12/2017 1:10:47 PM,10/12/2017 1:30:03 PM,1,1.57,1,N,249,79,1,12.5,0,0.5,3.99,0,0.3,17.29
17217515,1,03/02/2017 1:33:39 PM,03/02/2017 1:46:50 PM,3,1.3,1,N,50,161,2,9.5,0,0.5,0,0,0.3,10.3
55125630,2,06/30/2017 9:55:36 PM,06/30/2017 9:57:55 PM,1,0.51,1,N,239,143,2,4,0.5,0.5,0,0,0.3,5.3
90149355,1,10/25/2017 8:31:11 PM,10/25/2017 8:57:55 PM,1,10.7,1,N,141,220,1,32,0.5,0.5,6.65,0,0.3,39.95
112175408,2,01/18/2017 7:17:06 AM,01/18/2017 7:22:10 AM,1,1.2,1,N,43,237,1,6,0,0.5,2,0,0.3,8.8
27137311,2,04/02/2017 12:44:20 PM,04/02/2017 1:00:38 PM,1,1.45,1,N,158,113,2,11,0,0.5,0,0,0.3,11.8
55491278,2,06/06/2017 4:47:31 PM,06/06/2017 5:11:07 PM,1,3.77,1,N,230,166,1,17.5,1,0.5,3.86,0,0.3,23.16
97031672,2,11/15/2017 10:02:34 PM,11/15/2017 10:20:51 PM,3,3.96,1,N,234,236,1,16,0.5,0.5,3.46,0,0.3,20.76
78853129,2,09/19/2017 2:47:24 PM,09/19/2017 2:56:35 PM,1,1.14,1,N,143,163,1,7.5,0,0.5,1.66,0,0.3,9.96
82555519,2,10/01/2017 4:08:54 PM,10/01/2017 4:21:16 PM,2,2.31,1,N,79,161,1,10.5,0,0.5,2.26,0,0.3,13.56
110464968,2,12/30/2017 12:31:26 AM,12/30/2017 12:36:47 AM,1,0.64,1,N,249,68,2,5.5,0.5,0.5,0,0,0.3,6.8
10923045,2,02/14/2017 9:08:08 AM,02/14/2017 9:25:04 AM,1,2.2,1,N,43,161,2,12,0,0.5,0,0,0.3,12.8
80201661,2,09/23/2017 11:18:10 PM,09/23/2017 11:25:26 PM,1,1.71,1,N,142,236,1,7.5,0.5,0.5,2.2,0,0.3,11
7177577,1,02/01/2017 4:16:36 AM,02/01/2017 4:21:21 AM,1,1.1,1,N,48,142,2,6,0.5,0.5,0,0,0.3,7.3
7329863,1,02/01/2017 3:21:33 PM,02/01/2017 3:51:18 PM,1,3,1,N,231,186,2,18.5,0,0.5,0,0,0.3,19.3
38358966,2,05/05/2017 9:15:53 PM,05/05/2017 9:23:44 PM,1,0.98,1,N,239,142,1,7,0.5,0.5,1.66,0,0.3,9.96
106705022,1,12/16/2017 3:26:02 PM,12/16/2017 3:29:10 PM,1,0.6,1,N,237,237,2,4.5,0,0.5,0,0,0.3,5.3
71705653,1,08/25/2017 9:48:13 AM,08/25/2017 10:05:12 AM,2,1.1,1,N,170,162,1,11,0,0.5,1.77,0,0.3,13.57
92987697,2,11/03/2017 3:01:15 PM,11/03/2017 3:55:47 PM,1,17.34,2,N,132,229,1,52,0,0.5,11.71,5.76,0.3,70.27
111852164,1,01/17/2017 9:24:05 AM,01/17/2017 9:41:42 AM,1,1.1,1,N,230,246,1,11.5,0,0.5,2.45,0,0.3,14.75
87065700,1,10/16/2017 7:04:36 AM,10/16/2017 7:09:22 AM,4,1,1,N,233,233,2,5.5,0,0.5,0,0,0.3,6.3
5522427,2,01/27/2017 11:22:51 AM,01/27/2017 11:33:18 AM,1,3.38,1,N,148,229,1,12,0,0.5,2,0,0.3,14.8
68657992,1,08/14/2017 4:57:07 AM,08/14/2017 5:02:16 AM,3,1,1,N,186,161,2,6,0.5,0.5,0,0,0.3,7.3
64756062,1,07/31/2017 12:45:48 AM,07/31/2017 12:55:03 AM,1,1.9,1,N,236,238,1,9,0.5,0.5,2.55,0,0.3,12.85
111560155,1,01/15/2017 10:00:01 PM,01/15/2017 10:04:46 PM,2,1.1,1,N,230,186,1,5.5,0.5,0.5,1.35,0,0.3,8.15
39470654,1,05/16/2017 11:50:04 AM,05/16/2017 12:00:45 PM,1,2.2,1,N,13,158,1,10.5,0,0.5,1.7,0,0.3,13
81137867,1,09/27/2017 9:04:54 AM,09/27/2017 9:15:55 AM,2,1.4,1,N,246,48,1,8.5,0,0.5,1,0,0.3,10.3
48343034,2,06/04/2017 2:25:16 PM,06/04/2017 2:41:58 PM,1,1.02,1,N,162,161,1,11,0,0.5,2.95,0,0.3,14.75
112993989,2,01/19/2017 12:13:56 PM,01/19/2017 12:23:30 PM,1,2.17,1,N,236,142,2,9.5,0,0.5,0,0,0.3,10.3
41327656,1,05/09/2017 11:18:10 AM,05/09/2017 11:21:30 AM,1,0.2,1,N,231,231,2,4,0,0.5,0,0,0.3,4.8
12362962,1,02/16/2017 7:05:05 PM,02/16/2017 7:58:39 PM,1,16.5,2,N,233,132,1,52,4.5,0.5,8.16,5.54,0.3,71
2393423,1,01/09/2017 11:52:21 PM,01/09/2017 11:59:28 PM,1,1.6,1,N,163,239,1,8,0.5,0.5,2.75,0,0.3,12.05
89199266,1,10/22/2017 6:56:05 PM,10/22/2017 7:06:59 PM,1,2,1,N,148,224,1,9,0,0.5,1.5,0,0.3,11.3
43321099,2,05/14/2017 7:19:08 PM,05/14/2017 7:21:21 PM,1,0.33,1,N,236,236,2,3.5,0,0.5,0,0,0.3,4.3
49535709,1,06/11/2017 9:03:36 PM,06/11/2017 9:17:34 PM,1,2.7,1,N,48,249,1,11.5,0.5,0.5,0.8,0,0.3,13.6
95522876,2,11/11/2017 4:00:44 AM,11/11/2017 4:04:48 AM,1,0.38,1,N,100,170,2,4.5,0.5,0.5,0,0,0.3,5.8
44448797,2,05/24/2017 12:58:43 AM,05/24/2017 1:02:41 AM,1,0.74,1,N,79,79,1,5,0.5,0.5,1.58,0,0.3,7.88
65097089,2,08/01/2017 10:49:20 AM,08/01/2017 10:59:23 AM,5,4.66,1,N,138,192,1,15,0,0.5,3.16,0,0.3,18.96
97528380,2,11/17/2017 12:03:05 PM,11/17/2017 12:08:43 PM,1,0.97,1,N,151,239,1,6,0,0.5,1.7,0,0.3,8.5
97997552,1,11/18/2017 6:10:44 PM,11/18/2017 6:42:41 PM,4,7.5,1,N,141,65,1,26.5,0,0.5,5.45,0,0.3,32.75
7145068,2,01/31/2017 10:44:49 PM,01/31/2017 10:52:29 PM,2,1.65,1,N,48,238,1,8,0.5,0.5,1.86,0,0.3,11.16
62757572,1,07/24/2017 6:55:31 AM,07/24/2017 7:04:34 AM,1,1.5,1,N,90,162,1,8.5,0,0.5,1.85,0,0.3,11.15
45888783,2,05/28/2017 8:19:29 PM,05/28/2017 8:44:18 PM,3,9.69,1,N,138,239,1,30,0.5,0.5,6.94,5.76,0.3,44
107952030,2,12/20/2017 1:41:53 PM,12/20/2017 2:12:02 PM,1,4.46,1,N,13,163,1,21.5,0,0.5,4.46,0,0.3,26.76
82884669,1,10/02/2017 8:12:30 PM,10/02/2017 8:26:31 PM,1,3.6,1,N,237,4,1,14,0.5,0.5,2,0,0.3,17.3
46607711,2,05/31/2017 3:08:34 PM,05/31/2017 3:15:10 PM,2,1.65,1,N,263,74,1,7,0,0.5,2.34,0,0.3,10.14
11768475,1,02/15/2017 1:28:26 AM,02/15/2017 1:56:26 AM,1,6.3,1,N,113,36,1,24,0.5,0.5,5.05,0,0.3,30.35
447650,2,01/02/2017 12:49:52 PM,01/02/2017 1:14:48 PM,1,5.78,1,N,161,116,1,21,0,0.5,0,0,0.3,21.8
34651498,2,04/26/2017 5:34:40 PM,04/26/2017 5:40:58 PM,2,0.81,1,N,231,231,2,5.5,1,0.5,0,0,0.3,7.3
58703585,1,07/10/2017 2:40:53 PM,07/10/2017 2:54:01 PM,1,1.9,1,N,43,186,1,10,0,0.5,2.15,0,0.3,12.95
70604158,1,08/21/2017 11:27:49 AM,08/21/2017 11:56:15 AM,1,5,1,N,264,264,2,21,0,0.5,0,0,0.3,21.8
1844452,1,01/21/2017 2:40:15 AM,01/21/2017 2:43:37 AM,1,0.6,1,N,230,230,1,4.5,0.5,0.5,1.15,0,0.3,6.95
81256354,2,09/27/2017 4:53:26 PM,09/27/2017 5:01:55 PM,1,1.19,1,N,239,142,1,7.5,1,0.5,1.86,0,0.3,11.16
60026260,1,07/14/2017 7:20:05 PM,07/14/2017 7:36:22 PM,1,0.7,1,N,233,230,2,10.5,1,0.5,0,0,0.3,12.3
89336437,2,10/23/2017 9:43:35 AM,10/23/2017 10:00:38 AM,1,2.08,1,N,262,163,1,12.5,0,0.5,2,0,0.3,15.3
18424531,1,03/05/2017 9:35:43 AM,03/05/2017 9:39:34 AM,1,1,1,N,249,234,2,5.5,0,0.5,0,0,0.3,6.3
53863673,1,06/24/2017 1:52:30 PM,06/24/2017 2:08:58 PM,3,1.7,1,N,79,231,1,11,0,0.5,1,0,0.3,12.8
67120986,2,08/08/2017 2:59:26 PM,08/08/2017 3:43:33 PM,1,9.21,1,N,138,100,1,37.5,0,0.5,5,5.76,0.3,49.06
36814675,2,05/01/2017 1:15:37 PM,05/01/2017 1:28:08 PM,3,3.41,1,N,43,68,2,12.5,0,0.5,0,0,0.3,13.3
44545867,2,05/24/2017 11:08:37 AM,05/24/2017 11:15:55 AM,1,0.89,1,N,142,230,2,6.5,0,0.5,0,0,0.3,7.3
101786406,2,12/01/2017 11:17:38 PM,12/01/2017 11:27:47 PM,1,1.19,1,N,186,234,2,8,0.5,0.5,0,0,0.3,9.3
15793100,1,02/27/2017 10:50:32 AM,02/27/2017 10:59:04 AM,1,0.8,1,N,79,144,2,7,0,0.5,0,0,0.3,7.8
86775258,2,10/15/2017 2:00:24 AM,10/15/2017 2:16:33 AM,1,2.17,1,N,114,234,1,12,0.5,0.5,2.66,0,0.3,15.96
27056890,1,04/02/2017 3:57:43 AM,04/02/2017 4:03:38 AM,1,1.4,1,N,75,238,1,6.5,0.5,0.5,0,0,0.3,7.8
3402810,1,01/13/2017 7:22:48 AM,01/13/2017 7:28:37 AM,1,0.8,1,N,237,140,2,5.5,0,0.5,0,0,0.3,6.3
71512003,1,08/24/2017 4:16:14 PM,08/24/2017 4:29:54 PM,1,1.1,1,N,163,100,2,9.5,1,0.5,0,0,0.3,11.3
75822842,2,09/09/2017 5:38:15 PM,09/09/2017 5:45:06 PM,2,1.45,1,N,262,141,2,7.5,0,0.5,0,0,0.3,8.3
17035148,2,03/01/2017 10:31:53 PM,03/01/2017 10:53:15 PM,6,3.11,1,N,158,87,1,15.5,0.5,0.5,1,0,0.3,17.8
2135211,1,01/21/2017 10:09:19 PM,01/21/2017 10:40:22 PM,1,17.6,2,N,132,230,1,52,0,0.5,14.55,5.54,0.3,72.89
28677860,2,04/07/2017 12:07:43 AM,04/07/2017 12:16:44 AM,1,2.02,1,N,100,239,1,8.5,0.5,0.5,0.2,0,0.3,10
50467001,2,06/14/2017 11:04:36 PM,06/14/2017 11:10:01 PM,1,1.25,1,N,170,137,1,6,0.5,0.5,1.46,0,0.3,8.76
59629232,1,07/13/2017 2:07:51 PM,07/13/2017 2:23:56 PM,1,0.9,1,N,237,163,1,11,0,0.5,0,0,0.3,11.8
28607455,1,04/06/2017 8:41:47 PM,04/06/2017 8:54:26 PM,2,1.6,1,N,249,137,1,9.5,1,0.5,2.25,0,0.3,13.55
78560503,2,09/18/2017 1:37:00 PM,09/18/2017 1:50:13 PM,1,2.24,1,N,261,68,1,11,0,0.5,2,0,0.3,13.8
62428134,1,07/22/2017 8:52:31 PM,07/22/2017 9:05:38 PM,1,0.9,1,N,100,48,1,9,0.5,0.5,2.05,0,0.3,12.35
106096204,1,12/14/2017 9:54:41 PM,12/14/2017 10:33:30 PM,1,6.1,1,N,233,152,1,28,0.5,0.5,5.85,0,0.3,35.15
30300680,1,04/14/2017 12:43:07 PM,04/14/2017 12:53:38 PM,1,1.5,1,N,113,164,1,9,0,0.5,1,0,0.3,10.8
14180041,1,02/22/2017 4:03:09 PM,02/22/2017 4:08:10 PM,1,0.3,1,N,186,164,1,5,1,0.5,0.1,0,0.3,6.9
26948525,2,04/01/2017 10:05:43 PM,04/01/2017 10:14:37 PM,1,1.88,1,N,236,142,1,8.5,0.5,0.5,2.45,0,0.3,12.25
15351169,1,02/25/2017 10:42:47 PM,02/25/2017 10:49:22 PM,2,0.1,1,N,79,79,2,5.5,0.5,0.5,0,0,0.3,6.8
61000554,2,07/18/2017 10:20:13 AM,07/18/2017 10:37:53 AM,2,2.64,1,N,74,236,1,13,0,0.5,2.76,0,0.3,16.56
876497,1,01/03/2017 11:58:48 PM,01/04/2017 12:09:26 AM,1,2.1,1,N,79,186,2,9.5,0.5,0.5,0,0,0.3,10.8
17882110,1,03/04/2017 12:31:15 AM,03/04/2017 12:36:30 AM,2,0.8,1,N,164,100,1,5.5,0.5,0.5,2,0,0.3,8.8
74791702,2,09/06/2017 3:09:53 PM,09/06/2017 3:22:10 PM,5,0.67,1,N,262,140,1,8.5,0,0.5,1.86,0,0.3,11.16
30405088,1,04/14/2017 5:43:48 PM,04/14/2017 5:46:28 PM,3,0.7,1,N,237,141,2,4.5,1,0.5,0,0,0.3,6.3
5267797,2,01/26/2017 5:45:39 PM,01/26/2017 5:49:02 PM,3,0.49,1,N,142,48,2,4,1,0.5,0,0,0.3,5.8
19637028,2,03/08/2017 7:41:55 PM,03/08/2017 7:54:56 PM,5,4.84,1,N,246,151,1,15.5,1,0.5,4.32,0,0.3,21.62
50827082,2,06/15/2017 11:02:15 PM,06/15/2017 11:12:06 PM,1,1.75,1,N,163,170,1,8.5,0.5,0.5,1.96,0,0.3,11.76
32181652,1,04/19/2017 8:59:04 PM,04/19/2017 9:06:38 PM,1,0.8,1,N,50,246,1,6.5,0.5,0.5,1.55,0,0.3,9.35
10221922,1,02/12/2017 8:02:50 AM,02/12/2017 8:04:47 AM,1,0.5,1,N,170,170,2,4,0,0.5,0,0,0.3,4.8
52550999,2,06/20/2017 10:52:52 PM,06/20/2017 11:01:12 PM,3,1.91,1,N,170,79,1,8.5,0.5,0.5,1.5,0,0.3,11.3
1733785,2,01/20/2017 8:05:04 PM,01/20/2017 8:06:14 PM,5,0.23,1,N,114,114,1,3,0.5,0.5,1.08,0,0.3,5.38
59593995,2,07/13/2017 12:52:18 PM,07/13/2017 1:31:29 PM,3,4.37,1,N,249,239,2,24.5,0,0.5,0,0,0.3,25.3
102333662,1,12/03/2017 3:16:13 PM,12/03/2017 3:37:20 PM,1,2.6,1,N,211,164,2,14.5,0,0.5,0,0,0.3,15.3
60650733,2,07/17/2017 1:59:08 AM,07/17/2017 2:03:33 AM,1,1.08,1,N,161,170,1,5.5,0.5,0.5,1.7,0,0.3,8.5
91064560,2,10/28/2017 1:39:17 PM,10/28/2017 2:18:02 PM,5,3.52,1,N,13,234,1,24,0,0.5,1,0,0.3,25.8
68642835,2,08/13/2017 11:45:28 PM,08/13/2017 11:54:12 PM,1,1.18,1,N,230,162,1,7,0.5,0.5,2.49,0,0.3,10.79
109909326,2,12/28/2017 12:40:46 AM,12/28/2017 12:44:16 AM,1,0.69,1,N,48,48,2,4.5,0.5,0.5,0,0,0.3,5.8
23056788,2,03/20/2017 3:11:29 AM,03/20/2017 3:34:31 AM,2,5.6,1,N,107,36,1,20.5,0.5,0.5,0,0,0.3,21.8
60399057,1,07/16/2017 1:49:38 AM,07/16/2017 2:06:58 AM,2,4,1,N,249,239,1,15.5,0.5,0.5,2.2,0,0.3,19
66923363,2,08/07/2017 6:27:53 PM,08/08/2017 12:00:00 AM,1,14.35,1,N,132,33,1,50.5,1,0.5,10.46,0,0.3,62.76
106079379,1,12/14/2017 8:00:32 PM,12/14/2017 8:03:56 PM,1,0.6,1,N,50,68,1,5,0.5,0.5,1.85,0,0.3,8.15
43476399,1,05/15/2017 10:58:11 AM,05/15/2017 11:11:20 AM,1,1.5,1,N,263,141,2,9.5,0,0.5,0,0,0.3,10.3
98475735,1,11/20/2017 10:16:35 AM,11/20/2017 10:26:18 AM,1,1.6,1,N,137,229,1,8.5,0,0.5,2.3,0,0.3,11.6
112064923,1,01/05/2017 3:44:28 PM,01/05/2017 3:57:30 PM,1,1.4,1,N,68,100,1,9.5,0,0.5,2.05,0,0.3,12.35
44928756,1,05/25/2017 1:20:20 PM,05/25/2017 1:31:14 PM,3,1.2,1,N,211,13,1,8.5,0,0.5,1.85,0,0.3,11.15
